
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
879,1981,NBA,2,43,DAL,Elston Turner,22.005,G-F,,University of Mississippi,1982,1989,505,4.7,2.7,1.8,0.9,0.1,.432,.437,.152,.714,8.5,.045
880,1986,NBA,1,20,HOU,Buck Johnson,22.171,F,,University of Alabama,1987,1993,505,9.1,3.5,1.7,0.8,0.5,.488,.494,.113,.738,20.8,.084
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
881,1956,NBA,1,1,ROC,Si Green,23.259,G-F,,Duquesne University,1957,1966,504,9.2,4.3,3.3,,,.387,.387,,.676,10.0,.037
882,1987,NBA,3,52,CLE,Donald Royal,21.036,F,,University of Notre Dame,1990,1998,504,6.3,2.8,1.0,0.5,0.2,.473,.477,.000,.770,19.1,.109
883,2006,NBA,1,1,TOR,Andrea Bargnani,21.250,F,,,2007,2015,504,15.0,4.8,1.3,0.4,0.9,.438,.470,.356,.824,18.7,.059
884,1973,NBA,3,50,DET,Larry Kenon,20.137,F,,University of Memphis,1977,1983,503,17.0,7.8,2.6,1.3,0.3,.489,.489,.100,.798,36.5,.113
885,1983,NBA,1,16,SEA,Jon Sundvold,22.001,G,,University of Missouri,1984,1992,502,7.7,1.1,2.9,0.4,0.0,.452,.463,.392,.849,8.9,.048
886,2006,NBA,1,14,UTA,Ronnie Brewer,21.105,G-F,,University of Arkansas,2007,2014,502,7.8,2.8,1.6,1.2,0.2,.490,.520,.254,.675,30.4,.127
887,2007,NBA,1,18,GSW,Marco Belinelli,21.100,G,,,2008,2015,502,9.4,2.0,1.6,0.6,0.1,.430,.458,.392,.819,19.7,.083
888,2008,NBA,2,45,SAS,Goran Dragic,22.057,G,,,2009,2015,502,12.2,2.7,4.5,1.0,0.2,.470,.516,.361,.751,31.9,.117
889,1978,NBA,1,7,POR,Ron Brewer,23.272,G,,University of Arkansas,1979,1986,501,11.9,1.9,1.8,1.0,0.5,.459,.464,.248,.824,17.3,.065
890,1998,NBA,1,1,LAC,Michael Olowokandi,23.088,C,,University of the Pacific,1999,2007,500,8.3,6.8,0.7,0.5,1.4,.435,.435,,.597,2.5,.009
891,1991,NBA,2,40,DET,Doug Overton,22.332,G,,La Salle University,1993,2004,499,4.5,1.3,2.1,0.4,0.0,.412,.430,.319,.816,2.5,.016
892,2008,NBA,1,16,PHI,Marreese Speights,21.332,F,,University of Florida,2009,2015,499,7.9,4.3,0.6,0.3,0.5,.472,.477,.241,.786,19.2,.118
893,2008,NBA,1,19,CLE,J.J. Hickson,20.300,F,,North Carolina State University,2009,2015,499,9.8,7.0,0.9,0.5,0.6,.505,.507,.000,.629,21.1,.088
894,1979,NBA,3,50,NYK,Geoff Huston,22.234,G,,Texas Tech University,1980,1987,496,8.8,1.4,5.1,0.7,0.1,.483,.486,.254,.708,11.9,.047
895,1992,NBA,1,23,MIL,Lee Mayberry,22.018,G,,University of Arkansas,1993,1999,496,5.1,1.3,3.6,0.7,0.1,.415,.446,.377,.659,7.9,.036
896,2007,NBA,1,3,ATL,Al Horford,21.030,C,,University of Florida,2008,2015,496,14.2,9.2,2.7,0.8,1.2,.541,.543,.323,.738,54.7,.157
897,2002,NBA,2,49,BOS,Darius Songaila,24.138,F,,Wake Forest University,2004,2011,495,6.9,3.4,1.2,0.7,0.2,.499,.501,.158,.844,15.9,.083
898,1965,NBA,2,15,CIN,Flynn Robinson,24.014,G,,University of Wyoming,1967,1973,494,14.5,2.6,3.1,,,.456,.456,,.849,31.3,.130
899,1986,NBA,3,55,PHO,Kenny Gattison,22.030,F-C,,Old Dominion University,1987,1996,494,7.9,4.7,0.9,0.6,0.7,.520,.521,.083,.649,16.9,.082
900,1997,NBA,1,21,NJN,Anthony Parker,22.012,G,,Bradley University,1998,2012,494,9.1,3.2,2.3,0.9,0.2,.444,.469,.404,.794,24.5,.085
