
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
1418,1969,NBA,1,4,DET,Terry Driscoll,22.228,F,,Boston College,1971,1975,244,4.2,4.2,0.8,0.1,0.1,.425,.425,,.690,5.0,.074
1419,1965,NBA,1,7,CIN,Nate Bowman,22.054,C,,Wichita State University,1967,1971,243,2.9,3.3,0.7,,,.390,.390,,.527,1.3,.030
1420,1981,NBA,4,88,LAL,Kevin McKenna,22.158,G-F,,Creighton University,1982,1988,243,5.4,1.3,1.4,0.8,0.1,.414,.428,.367,.819,4.0,.056
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1421,1998,NBA,1,16,HOU,Bryce Drew,24.282,G,,Valparaiso University,1999,2004,243,4.4,1.2,2.2,0.5,0.0,.382,.389,.371,.830,2.4,.030
1422,1974,NBA,1,18,MIL,Gary Brokaw,20.142,G,,University of Notre Dame,1975,1978,241,8.0,1.7,3.0,0.4,0.3,.446,.446,,.713,5.3,.054
1423,1988,NBA,1,22,CLE,Randolph Keys,22.076,F-G,,University of Southern Mississippi,1989,1996,241,5.2,2.3,0.8,0.6,0.2,.425,.445,.272,.721,2.3,.034
1424,1966,NBA,1,7,LAL,Jerry Chambers,23.303,F,,University of Utah,1967,1972,239,8.1,3.1,0.8,,,.442,.442,,.747,2.8,.037
1425,1976,NBA,1,12,PHI,Terry Furlow,22.239,G-F,,Michigan State University,1977,1980,239,10.7,2.1,2.4,0.7,0.3,.459,.466,.293,.862,7.3,.073
1426,1985,NBA,4,83,UTA,Delaney Rudd,23.228,G,,Wake Forest University,1990,1993,239,3.4,0.8,2.2,0.3,0.0,.413,.459,.257,.761,0.7,.014
1427,2006,NBA,2,49,DEN,Leon Powe,22.163,F,,University of California,2007,2011,239,6.2,3.8,0.3,0.3,0.3,.515,.517,.000,.682,12.0,.174
1428,1968,NBA,2,16,SEA,Art Harris,21.148,G,,Stanford University,1969,1972,238,9.1,2.4,2.7,,,.396,.396,,.626,-1.7,-0.016
1429,1982,NBA,1,17,KCK,Brook Steppe,23.240,G-F,,Georgia Institute of Technology,1983,1989,238,5.4,1.4,1.2,0.4,0.1,.469,.474,.310,.820,4.6,.078
1430,1986,NBA,1,6,PHO,William Bedford,23.191,C,,University of Memphis,1987,1993,238,4.1,2.4,0.5,0.2,0.5,.416,.418,.318,.605,0.9,.017
1431,1990,NBA,2,44,MIL,Steve Henson,22.151,G,,Kansas State University,1991,1999,238,3.1,0.7,2.0,0.4,0.0,.403,.384,.432,.869,3.8,.079
1432,1989,NBA,1,15,DEN,Todd Lichti,22.176,G-F,,Stanford University,1990,1994,237,7.9,2.1,1.4,0.8,0.2,.460,.471,.244,.789,5.6,.063
1433,1997,NBA,1,11,SAC,Tariq Abdul-Wahad,23.240,F,,San Jose State University,1998,2003,236,7.8,3.3,1.1,0.8,0.4,.417,.425,.237,.703,3.5,.035
1434,1973,NBA,7,106,BUF,Tim Bassett,22.029,F-C,,University of Georgia,1977,1980,235,5.9,6.4,1.2,0.9,0.5,.388,.388,,.595,4.1,.036
1435,1975,NBA,2,21,SEA,Bruce Seals,22.350,F,,Xavier University of Louisiana,1976,1978,235,10.3,4.6,1.2,0.7,0.6,.435,.435,,.675,7.0,.058
1436,1985,NBA,1,17,DAL,Uwe Blab,23.090,C,,Indiana University,1986,1990,235,2.1,1.8,0.4,0.1,0.4,.433,.433,,.608,0.4,.009
1437,1961,NBA,2,17,BOS,Al Butler,23.267,G,,Niagara University,1962,1965,234,9.8,3.0,2.3,,,.439,.439,,.739,7.0,.067
1438,1982,NBA,3,61,PHO,Charles Pittman,24.104,F,,University of Maryland,1983,1986,234,4.5,3.1,0.9,0.3,0.3,.546,.550,.000,.711,4.2,.062
1439,2003,NBA,1,9,NYK,Mike Sweetney,21.249,F,,Georgetown University,2004,2007,233,6.5,4.5,0.6,0.3,0.5,.485,.485,.000,.689,7.8,.103
1440,2010,NBA,1,15,MIL,Larry Sanders,22.220,F,,Virginia Commonwealth University,2011,2015,233,6.5,5.8,0.7,0.6,1.8,.480,.482,.000,.550,10.3,.107
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1441,1967,NBA,4,38,CIN,Louie Dampier,22.169,G,,University of Kentucky,1977,1979,232,6.7,1.1,2.8,0.7,0.2,.488,.488,,.748,6.7,.073
1442,1964,NBA,4,34,BOS,Joe Strawder,24.231,C,,Bradley University,1966,1968,231,8.6,9.9,1.1,,,.426,.426,,.686,10.8,.082
1443,2007,NBA,1,13,NOK,Julian Wright,20.044,F,,University of Kansas,2008,2011,231,3.9,2.3,0.8,0.6,0.3,.499,.519,.262,.584,3.9,.061
1444,1995,NBA,2,48,MIN,Mark Davis,22.068,G-F,,Texas Tech University,1996,2000,230,5.5,3.0,1.3,0.9,0.3,.442,.465,.246,.655,2.3,.030
1445,1998,NBA,2,44,NYK,Sean Marks,23.311,F-C,,University of California,1999,2011,230,2.8,2.2,0.2,0.1,0.4,.448,.459,.200,.665,2.6,.055
1446,1999,NBA,2,53,MIA,Rodney Buford,22.245,G-F,,Creighton University,2000,2005,230,6.4,2.6,0.8,0.5,0.1,.412,.433,.300,.758,2.9,.033
1447,1977,NBA,3,65,DEN,Robert Smith,22.098,G,,University of Nevada Las Vegas,1978,1985,229,5.0,1.3,1.8,0.5,0.1,.435,.444,.238,.877,5.6,.086
1448,1948,BAA,,,PRO,Brady Walker,27.063,F-C,,Brigham Young University,1949,1952,228,7.0,2.4,1.4,,,.380,.380,,.633,6.9,.476
1449,1949,BAA,3,,PHW,Nelson Bobb,25.031,G,,Temple University,1950,1953,227,4.6,1.8,2.1,,,.350,.350,,.612,6.0,.117
1450,1971,NBA,1,9,BAL,Stan Love,22.359,F,,University of Oregon,1972,1975,227,6.8,4.0,0.8,0.2,0.1,.440,.440,,.751,5.5,.076
1451,1984,NBA,2,37,CHI,Ben Coleman,23.223,F,,University of Maryland,1987,1994,227,6.6,4.1,0.6,0.4,0.4,.516,.519,.000,.759,5.0,.067
1452,1995,NBA,2,47,SAC,Tyus Edney,22.139,G,,University of California Los Angeles,1996,2001,226,7.6,1.7,4.0,1.0,0.0,.405,.419,.322,.806,6.8,.068
1453,1952,NBA,,,MNL,Jim Holstein,22.220,F-G,,University of Cincinnati,1953,1956,225,3.8,2.9,1.1,,,.323,.323,,.647,2.5,.035
1454,1958,NBA,2,9,CIN,Vern Hatton,22.105,G,,University of Kentucky,1959,1962,225,5.5,2.4,1.4,,,.344,.344,,.735,0.3,.003
1455,1996,NBA,1,11,GSW,Todd Fuller,22.342,C,,North Carolina State University,1997,2001,225,3.7,3.0,0.2,0.2,0.3,.422,.424,.000,.668,2.2,.041
1456,2005,NBA,1,9,GSW,Ike Diogu,22.296,F,,Arizona State University,2006,2012,225,6.0,3.1,0.3,0.2,0.3,.509,.509,.500,.786,6.5,.112
1457,1949,BAA,3,,NYK,Ernie Vandeweghe,21.195,F-G,,Colgate University,1950,1956,224,9.5,3.7,2.4,,,.421,.421,,.740,18.1,.242
1458,1973,NBA,2,19,CAP,Louie Nelson,22.337,G,,University of Washington,1974,1978,224,9.4,2.4,1.9,0.9,0.1,.437,.437,,.738,6.4,.062
1459,1973,NBA,3,45,ATL,Leonard Gray,21.132,F,,California State University Long Beach,1975,1977,224,10.8,5.2,2.2,0.9,0.4,.469,.469,,.739,9.9,.079
1460,1974,NBA,2,26,SEA,Leonard Gray,22.166,F,,California State University Long Beach,1975,1977,224,10.8,5.2,2.2,0.9,0.4,.469,.469,,.739,9.9,.079
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1461,1989,NBA,2,40,BOS,Dino Radja,22.070,F-C,,,1994,1997,224,16.7,8.4,1.6,0.9,1.3,.497,.497,.000,.735,14.3,.094
1462,1992,NBA,2,34,MIN,Chris Smith,22.044,G,,University of Connecticut,1993,1995,224,5.1,1.3,2.8,0.5,0.3,.435,.449,.366,.713,3.2,.039
1463,2009,NBA,1,2,MEM,Hasheem Thabeet,22.135,C,,University of Connecticut,2010,2014,224,2.2,2.7,0.1,0.3,0.8,.567,.567,,.578,4.8,.099
1464,1999,NBA,2,47,PHI,Todd MacCulloch,23.160,C,,University of Washington,2000,2003,223,6.1,4.0,0.5,0.3,0.8,.541,.541,,.642,11.9,.166
1465,1969,NBA,14,187,LAL,Mack Calvin,22.260,G,,University of Southern California,1977,1981,222,7.0,1.2,2.5,0.6,0.0,.420,.424,.125,.848,5.9,.086
1466,1983,NBA,2,33,DAL,Dirk Minniefield,22.167,G,,University of Kentucky,1986,1988,222,5.3,1.7,3.8,0.9,0.0,.470,.489,.272,.739,4.1,.052
1467,2008,NBA,2,40,NJN,Chris Douglas-Roberts,21.175,G,,University of Memphis,2009,2015,222,7.1,2.1,1.1,0.6,0.2,.439,.465,.329,.831,5.4,.059
1468,1969,NBA,1,7,SFW,Bob Portman,22.022,F,,Creighton University,1970,1973,221,5.7,3.3,0.6,,,.443,.443,,.780,4.4,.071
1469,1969,NBA,3,37,CIN,Luther Rackley,23.306,C,,Xavier University,1970,1974,221,6.0,4.5,0.6,0.0,0.0,.451,.451,,.626,4.7,.065
1470,2006,NBA,1,20,NYK,Renaldo Balkman,22.354,F,,University of South Carolina,2007,2012,221,4.0,3.5,0.6,0.7,0.5,.510,.543,.172,.542,7.2,.113
1471,1974,NBA,1,15,DET,Al Eberhard,22.023,F,,University of Missouri,1975,1978,220,6.8,3.5,0.8,0.7,0.2,.433,.433,,.797,5.3,.062
1472,1990,NBA,2,54,SAS,Sean Higgins,22.184,G-F,,University of Michigan,1991,1998,220,6.3,1.8,1.0,0.3,0.1,.428,.459,.321,.850,0.4,.006
1473,2009,NBA,2,31,SAC,Jeff Pendergraph,22.063,F,,Arizona State University,2010,2015,220,3.0,2.8,0.4,0.2,0.3,.554,.555,.500,.766,6.1,.133
1474,1972,NBA,1,9,DET,Bob Nash,22.235,F,,University of Hawaii,1973,1979,219,4.7,2.2,0.7,0.3,0.2,.435,.435,,.730,2.6,.048
1475,2010,NBA,2,55,UTA,Jeremy Evans,23.249,F,,Western Kentucky University,2011,2015,219,3.7,2.7,0.5,0.4,0.5,.570,.577,.200,.684,7.6,.154
1476,1963,NBA,,,CIN,Tom Thacker,24.185,G-F,,University of Cincinnati,1964,1968,218,3.3,2.4,1.0,,,.371,.371,,.482,-0.6,-0.014
1477,1970,NBA,1,6,SEA,Jim Ard,22.190,F-C,,University of Cincinnati,1975,1978,218,3.5,3.8,0.7,0.2,0.4,.361,.361,,.695,2.0,.036
1478,1972,NBA,1,11,CHI,Ralph Simpson,23.249,G-F,,Michigan State University,1977,1980,218,8.4,2.0,2.2,0.9,0.1,.404,.405,.000,.724,0.7,.008
1479,1975,NBA,4,62,CLE,Eric Fernsten,22.214,C-F,,University of San Francisco,1976,1984,218,2.4,1.7,0.4,0.2,0.2,.445,.445,,.675,3.3,.098
1480,1988,NBA,1,23,DEN,Jerome Lane,22.212,F,,University of Pittsburgh,1989,1993,218,5.3,5.8,1.5,0.6,0.2,.441,.447,.063,.379,2.3,.034
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1481,2001,NBA,1,9,DET,Rodney White,21.004,F,,University of North Carolina at Charlotte,2002,2005,218,7.1,2.2,1.1,0.5,0.3,.424,.452,.314,.749,1.8,.026
1482,1990,NBA,1,24,SAS,Dwayne Schintzius,22.261,C,,University of Florida,1991,1999,217,2.7,2.5,0.4,0.1,0.5,.404,.408,.125,.638,1.0,.024
1483,1983,NBA,2,43,GSW,Pace Mannion,23.284,G,,University of Utah,1984,1989,216,3.1,1.2,1.1,0.5,0.1,.413,.443,.203,.663,1.7,.038
1484,2010,NBA,1,16,MIN,Luke Babbitt,21.009,F,,University of Nevada Reno,2011,2015,216,4.2,2.1,0.5,0.2,0.2,.401,.398,.403,.722,3.4,.059
1485,1953,NBA,1,4,ROC,Richie Regan,22.151,G,,Seton Hall University,1956,1958,215,8.3,2.6,2.9,,,.344,.344,,.717,3.5,.031
1486,1994,NBA,2,54,SEA,Zeljko Rebraca,22.086,C,,,2002,2006,215,5.9,3.2,0.4,0.3,0.7,.527,.527,,.792,8.3,.121
1487,2001,NBA,2,45,MIN,Loren Woods,23.012,F-C,,University of Arizona,2002,2008,215,2.6,3.2,0.3,0.3,0.6,.419,.423,.143,.642,3.1,.062
1488,1992,NBA,1,27,CHI,Byron Houston,23.220,F,,Oklahoma State University,1993,1996,214,3.9,3.0,0.5,0.5,0.4,.456,.468,.256,.676,3.9,.069
1489,1970,NBA,2,26,CLE,Dave Sorenson,22.263,F,,Ohio State University,1971,1973,213,8.1,4.7,1.3,,,.442,.442,,.778,5.4,.067
1490,1977,NBA,1,21,DEN,Anthony Roberts,22.062,F-G,,Oral Roberts University,1978,1984,213,7.8,3.9,1.2,0.4,0.1,.412,.412,.000,.699,3.3,.041
1491,1949,BAA,2,,BOS,George Kaftan,21.033,F,,College of the Holy Cross,1949,1953,212,7.5,2.0,1.9,,,.370,.370,,.650,8.9,.320
1492,1955,NBA,1,1,STL,Dick Ricketts,21.135,F-C,,Duquesne University,1956,1958,212,9.3,6.3,2.1,,,.328,.328,,.692,2.1,.018
1493,1977,NBA,4,76,NYK,Steve Hayes,22.318,C,,Idaho State University,1982,1986,212,2.6,2.5,0.4,0.2,0.5,.482,.483,.000,.500,2.9,.061
1494,1998,NBA,1,14,HOU,Michael Dickerson,23.005,G-F,,University of Arizona,1999,2003,212,15.4,2.9,2.6,1.0,0.4,.432,.442,.402,.784,9.6,.061
1495,1954,NBA,2,15,SYR,Dick Farley,22.016,G-F,,Indiana University,1955,1959,211,6.5,2.5,1.8,,,.384,.384,,.700,8.2,.103
1496,2004,NBA,1,16,UTA,Kirk Snyder,21.025,G,,University of Nevada Reno,2005,2008,211,6.3,2.3,1.1,0.4,0.3,.438,.475,.327,.699,4.5,.061
1497,1955,NBA,2,9,PHW,Corky Devlin,23.119,G,,George Washington University,1956,1958,210,7.1,2.1,2.1,,,.366,.366,,.742,3.8,.046
1498,1974,NBA,2,31,PHO,Fred Saunders,23.355,F,,Syracuse University,1975,1978,210,5.3,3.0,1.1,0.4,0.2,.443,.443,,.682,3.1,.051
1499,1990,NBA,1,12,HOU,Alec Kessler,23.171,F-C,,University of Georgia,1991,1994,210,5.2,3.6,0.4,0.2,0.3,.426,.426,.417,.744,2.0,.033
1500,1950,NBA,1,11,SYR,Don Lofgran,21.163,F-C,,University of San Francisco,1951,1954,209,6.1,3.9,1.0,,,.329,.329,,.692,3.1,.044
