
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
1035,2003,NBA,1,8,MIL,T.J. Ford,20.099,G,,University of Texas at Austin,2004,2012,429,11.2,3.1,5.8,1.2,0.1,.433,.450,.289,.815,16.9,.068
1036,2005,NBA,1,18,BOS,Gerald Green,19.158,F,,,2006,2015,428,10.2,2.5,1.0,0.5,0.3,.425,.466,.368,.818,12.2,.069
1037,2003,NBA,1,10,WAS,Jarvis Hayes,22.326,F,,University of Georgia,2004,2010,427,8.3,3.1,1.1,0.7,0.1,.415,.444,.356,.798,10.2,.049
1038,1954,NBA,2,10,BLB,Slick Leonard,22.286,G,,Indiana University,1957,1963,426,9.9,2.9,3.3,,,.349,.349,,.745,3.8,.016
1039,1959,NBA,11,77,STL,John Barnhill,21.016,G,,Tennessee State University,1963,1969,426,8.6,2.8,2.8,,,.416,.416,,.651,10.4,.050
1040,1974,NBA,2,33,DET,Eric Money,19.116,G,,University of Arizona,1975,1980,426,12.2,2.1,3.8,1.2,0.1,.494,.494,,.748,14.8,.065
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1041,1966,NBA,2,20,CHI,Erwin Mueller,22.065,C-F,,University of San Francisco,1967,1973,425,7.6,4.8,2.0,,,.429,.429,,.627,9.6,.048
1042,2008,NBA,1,23,UTA,Kosta Koufos,19.127,C,,Ohio State University,2009,2015,424,5.4,4.7,0.4,0.4,0.8,.528,.529,.000,.617,17.6,.130
1043,1958,NBA,1,3,NYK,Mike Farmer,22.213,F,,University of San Francisco,1959,1966,423,6.7,4.6,1.3,,,.393,.393,,.814,6.3,.035
1044,1969,NBA,1,15,LAL,Rick Roberson,22.280,C-F,,University of Cincinnati,1970,1976,423,9.0,8.3,1.4,0.2,0.2,.440,.440,,.585,14.6,.068
1045,1954,NBA,9,80,MNL,Dick Garmaker,21.182,G-F,,University of Minnesota,1956,1961,421,13.3,4.2,2.6,,,.403,.403,,.787,25.6,.101
1046,1955,NBA,,,MNL,Dick Garmaker,22.171,G-F,,University of Minnesota,1956,1961,421,13.3,4.2,2.6,,,.403,.403,,.787,25.6,.101
1047,2003,NBA,1,24,LAL,Brian Cook,23.209,F,,University of Illinois at Urbana-Champaign,2004,2012,421,5.5,2.6,0.6,0.3,0.3,.439,.467,.382,.783,10.2,.086
1048,2009,NBA,1,21,NOH,Darren Collison,22.312,G,,University of California Los Angeles,2010,2015,421,12.4,2.7,5.0,1.1,0.2,.465,.489,.366,.850,26.4,.102
1049,1977,NBA,2,33,CLE,Eddie Jordan,22.138,G,,Rutgers University,1978,1984,420,8.1,1.9,3.8,1.8,0.2,.414,.420,.224,.763,8.8,.050
1050,1986,NBA,2,28,CHI,Larry Krystkowiak,22.272,F-C,,University of Montana,1987,1997,420,8.2,4.9,1.2,0.6,0.1,.457,.461,.139,.795,15.6,.082
1051,2002,NBA,1,24,NJN,Nenad Krstic,19.341,C,,,2005,2011,419,10.0,5.4,0.8,0.4,0.7,.494,.495,.143,.730,21.5,.098
1052,1975,NBA,3,38,NOJ,Jim McElroy,22.242,G,,Central Michigan University,1976,1982,418,9.9,2.0,3.5,0.9,0.3,.468,.471,.206,.764,14.0,.066
1053,1992,NBA,2,32,WSB,Brent Price,24.203,G,,University of Oklahoma,1993,2002,418,5.9,1.6,3.0,0.7,0.0,.426,.464,.387,.824,12.0,.082
1054,2005,NBA,1,10,LAL,Andrew Bynum,18.249,C,,,2006,2014,418,11.5,7.7,1.2,0.3,1.6,.556,.557,.111,.690,37.4,.168
1055,2008,NBA,1,21,NJN,Ryan Anderson,20.056,F,,University of California,2009,2015,418,12.5,5.5,0.9,0.6,0.4,.422,.470,.379,.858,33.2,.151
1056,1981,NBA,1,4,ATL,Al Wood,23.013,G-F,,University of North Carolina,1982,1987,417,11.8,3.0,1.8,0.7,0.4,.465,.477,.211,.789,15.4,.074
1057,1965,NBA,1,1,SFW,Fred Hetzel,23.295,F-C,,Davidson College,1966,1971,416,11.2,5.9,1.1,,,.421,.421,,.817,15.9,.086
1058,1971,NBA,1,16,NYK,Dean Meminger,23.325,G,,Marquette University,1972,1977,416,6.1,2.6,2.5,0.6,0.1,.475,.475,,.627,16.6,.093
1059,2009,NBA,1,7,GSW,Stephen Curry,21.108,G,,Davidson College,2010,2015,416,20.9,4.1,6.9,1.7,0.2,.471,.492,.440,.900,53.7,.177
1060,2009,NBA,1,18,MIN,Ty Lawson,22.240,G,,University of North Carolina,2010,2015,416,14.2,2.9,6.6,1.2,0.1,.466,.497,.369,.771,38.0,.141
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1061,1973,NBA,1,1,PHI,Doug Collins,22.276,G-F,,Illinois State University,1974,1981,415,17.9,3.2,3.3,1.2,0.3,.501,.501,.000,.833,38.0,.131
1062,1981,NBA,2,35,WSB,Charles Davis,23.253,F,,Vanderbilt University,1982,1990,415,5.3,2.4,0.7,0.3,0.2,.451,.466,.170,.737,5.8,.056
1063,2009,NBA,2,41,MIL,Jodie Meeks,22.314,G,,University of Kentucky,2010,2015,415,9.9,2.2,1.1,0.8,0.1,.422,.477,.373,.881,20.7,.098
1064,1951,NBA,2,19,MNL,Lew Hitch,22.288,F-C,,Kansas State University,1952,1957,414,5.0,5.3,1.2,,,.376,.376,,.674,11.5,.066
1065,1999,NBA,2,32,CHI,Michael Ruffin,22.165,F,,University of Tulsa,2000,2009,414,1.7,3.9,0.6,0.5,0.5,.407,.409,.000,.459,6.8,.055
1066,2008,NBA,1,10,NJN,Brook Lopez,20.091,C,,Stanford University,2009,2015,414,17.9,7.3,1.3,0.6,1.7,.511,.513,.059,.792,38.6,.138
1067,1956,NBA,,,ROC,Dave Piontek,22.252,F-C,,Xavier University,1957,1963,413,7.2,4.3,1.2,,,.391,.391,,.652,7.0,.044
1068,1988,NBA,2,48,DET,Micheal Williams,22.346,G,,Baylor University,1989,1999,413,11.0,2.5,5.8,1.7,0.2,.464,.481,.227,.868,28.5,.132
1069,1991,NBA,1,10,ORL,Bison Dele,22.086,F-C,,University of Arizona,1992,1999,413,11.0,6.2,1.1,0.8,0.9,.528,.529,.143,.691,22.8,.109
1070,2007,NBA,1,20,MIA,Jason Smith,21.123,F,,Colorado State University,2008,2015,413,6.4,3.6,0.8,0.4,0.7,.462,.469,.300,.782,9.8,.065
1071,2009,NBA,1,10,MIL,Brandon Jennings,20.280,G,,,2010,2015,412,16.6,3.2,6.2,1.4,0.2,.391,.413,.351,.802,26.6,.091
1072,1950,NBA,8,,CHS,George King,22.257,G,,University of Charleston,1952,1958,411,10.3,3.9,4.8,,,.382,.382,,.642,31.4,.113
1073,1954,NBA,4,30,PHW,Chuck Noble,23.280,G,,University of Louisville,1956,1962,411,8.0,2.6,3.3,,,.346,.346,,.731,-0.9,-0.005
1074,1964,NBA,,,CIN,George Wilson,22.001,C,,University of Cincinnati,1965,1971,410,5.4,5.2,0.7,,,.372,.372,,.677,0.5,.004
1075,1971,NBA,3,46,PHI,Dave Wohl,21.152,G,,University of Pennsylvania,1972,1978,410,6.2,1.4,3.4,0.5,0.0,.430,.430,,.750,6.1,.036
1076,1950,NBA,2,,BOS,Chuck Cooper,24.214,F,,Duquesne University,1951,1956,409,6.7,5.9,1.8,,,.339,.339,,.743,11.6,.070
1077,2000,NBA,1,12,DAL,Etan Thomas,22.094,F,,Syracuse University,2002,2011,409,5.7,4.7,0.4,0.3,1.0,.513,.513,,.603,14.9,.101
1078,2005,NBA,1,27,POR,Linas Kleiza,20.181,F,,University of Missouri,2006,2013,409,8.7,3.6,0.8,0.4,0.2,.435,.501,.335,.763,13.6,.080
1079,1982,NBA,2,35,GSW,Derek Smith,21.245,G-F,,University of Louisville,1983,1991,408,12.8,3.2,2.1,0.6,0.4,.499,.507,.294,.753,18.3,.089
1080,2006,NBA,1,25,CLE,Shannon Brown,21.216,G,,Michigan State University,2007,2015,408,7.6,1.9,1.1,0.7,0.2,.420,.456,.332,.807,9.2,.060
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1081,2009,NBA,1,4,SAC,Tyreke Evans,20.284,G,,University of Memphis,2010,2015,408,16.8,4.9,5.2,1.4,0.4,.447,.475,.278,.755,21.7,.076
1082,1980,NBA,1,6,NJN,Mike O'Koren,22.129,F-G,,University of North Carolina,1981,1988,407,8.2,3.4,2.1,0.8,0.2,.490,.499,.271,.651,14.6,.080
1083,1982,NBA,2,32,SDC,Richard Anderson,22.227,F-C,,University of California Santa Barbara,1983,1990,407,5.6,3.5,1.5,0.6,0.2,.412,.432,.333,.762,7.6,.061
1084,1967,NBA,2,19,SEA,Bob Rule,23.313,C-F,,Colorado State University,1968,1975,403,17.4,8.3,1.5,0.0,0.0,.461,.461,,.686,22.7,.092
1085,1969,NBA,3,32,SEA,Lee Winfield,22.068,G,,University of North Texas,1970,1976,403,7.3,2.1,2.5,0.2,0.1,.474,.474,,.668,12.1,.079
1086,1983,NBA,1,2,IND,Steve Stipanovich,23.228,C,,University of Missouri,1984,1988,403,13.2,7.8,2.3,1.0,0.9,.484,.489,.179,.796,30.4,.116
1087,1995,NBA,2,58,DET,Don Reid,22.185,F,,Georgetown University,1996,2003,403,3.6,2.9,0.4,0.5,0.7,.530,.531,.000,.658,13.7,.123
1088,2006,NBA,2,36,MIN,Craig Smith,23.236,F,,Boston College,2007,2012,403,7.6,3.9,0.8,0.5,0.2,.553,.560,.037,.661,16.0,.113
1089,1993,NBA,1,13,LAC,Terry Dehere,22.297,G,,Seton Hall University,1994,1999,402,8.0,1.5,2.6,0.5,0.1,.411,.427,.378,.779,7.3,.048
1090,2006,NBA,1,4,POR,Tyrus Thomas,20.320,F,,Louisiana State University,2007,2015,402,7.7,4.8,0.9,0.8,1.3,.438,.440,.235,.732,13.0,.078
1091,1994,NBA,2,32,WSB,Jim McIlvaine,22.339,C,,Marquette University,1995,2001,401,2.7,3.1,0.3,0.3,1.7,.446,.450,.100,.551,9.4,.076
1092,2001,NBA,1,15,ORL,Steven Hunter,20.244,C,,DePaul University,2002,2010,400,4.5,3.2,0.2,0.1,1.1,.560,.560,.000,.485,10.6,.085
1093,1986,NBA,1,9,CHI,Brad Sellers,24.188,C-F,,Ohio State University,1987,1993,398,6.3,2.7,1.1,0.3,0.6,.452,.456,.200,.793,9.8,.066
1094,2006,NBA,2,42,CLE,Daniel Gibson,20.126,G,,University of Texas at Austin,2007,2013,397,7.8,2.0,2.0,0.6,0.2,.402,.397,.407,.780,16.0,.082
1095,1966,NBA,11,94,BAL,Stan McKenzie,22.222,F-G,,New York University,1968,1974,396,9.0,2.8,1.5,0.0,0.0,.444,.444,,.802,14.5,.093
1096,1985,NBA,1,20,BOS,Sam Vincent,22.037,G,,Michigan State University,1986,1992,396,7.8,2.1,3.9,0.7,0.2,.449,.458,.182,.863,10.9,.069
1097,1995,NBA,1,6,VAN,Bryant Reeves,22.025,C,,Oklahoma State University,1996,2001,395,12.5,6.9,1.6,0.5,0.8,.475,.478,.074,.703,13.0,.052
1098,2009,NBA,2,37,SAS,DeJuan Blair,20.069,F,,University of Pittsburgh,2010,2015,395,7.1,5.3,0.9,0.8,0.3,.527,.529,.000,.612,19.1,.134
1099,2009,NBA,1,23,SAC,Omri Casspi,21.008,F,,,2010,2015,394,7.9,3.9,1.1,0.6,0.2,.432,.476,.356,.684,12.0,.070
1100,2004,NBA,1,6,ATL,Josh Childress,21.010,G-F,,Stanford University,2005,2014,391,9.1,4.7,1.6,0.9,0.5,.522,.548,.329,.779,25.7,.118
