
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
2424,1995,NBA,2,42,ATL,Donnie Boyce,22.304,G,,University of Colorado,1996,1997,30,2.6,0.8,0.5,0.4,0.2,.349,.387,.250,.500,-0.3,-0.064
2425,1998,NBA,2,56,VAN,J.R. Henderson,22.242,F,,University of California Los Angeles,1999,1999,30,3.2,1.6,0.7,0.3,0.1,.365,.363,.400,.556,-0.2,-0.025
2426,2005,NBA,2,60,DET,Alex Acker,22.164,G,,Pepperdine University,2006,2009,30,2.7,1.0,0.5,0.2,0.1,.370,.388,.320,.500,-0.2,-0.043
2427,2006,NBA,2,59,SAS,Damir Markota,21.189,C,,,2007,2007,30,1.7,1.0,0.2,0.1,0.0,.365,.361,.375,.636,-0.2,-0.070
2428,1972,NBA,3,33,PHO,Scott English,21.178,F,,University of Texas at El Paso,1973,1973,29,3.2,1.5,0.5,,,.387,.387,,.724,0.0,.002
2429,1976,NBA,6,103,BOS,Art Collins,22.061,G,,St. Thomas University,1981,1981,29,3.2,1.4,0.9,0.4,0.0,.354,.361,.000,.667,-0.4,-0.054
2430,1986,NBA,5,100,LAC,Steffond Johnson,24.231,F,,San Diego State University,1987,1987,29,2.6,1.5,0.2,0.3,0.1,.422,.443,.000,.526,-0.2,-0.037
2431,1987,NBA,2,38,LAC,Norris Coleman,26.274,F,,Kansas State University,1988,1988,29,5.3,2.8,0.4,0.4,0.2,.346,.344,.500,.556,-0.4,-0.046
2432,1989,NBA,1,23,ATL,Roy Marble,23.202,G-F,,University of Iowa,1990,1994,29,1.9,1.1,0.4,0.2,0.1,.257,.265,.000,.594,-0.5,-0.122
2433,1951,NBA,4,31,TRI,Jim Slaughter,23.352,C,,University of South Carolina,1952,1952,28,5.3,5.3,0.9,,,.321,.321,,.603,-0.1,-0.010
2434,1953,NBA,2,,NYK,Don Ackerman,23.238,G,,Long Island University,1954,1954,28,1.5,0.5,0.8,,,.222,.222,,.536,-0.6,-0.123
2435,1956,NBA,,,NYK,Pat Dunn,25.051,G,,Utah State University,1958,1958,28,2.5,1.1,1.0,,,.311,.311,,.824,-0.1,-0.013
2436,1962,NBA,6,46,STL,Jay Carty,21.270,F,,Oregon State University,1969,1969,28,2.7,2.1,0.4,,,.382,.382,,.727,-0.1,-0.017
2437,1965,NBA,2,17,BOS,Ron Watts,22.356,F,,Wake Forest University,1966,1967,28,1.4,1.4,0.1,,,.261,.261,,.696,-0.1,-0.062
2438,1971,NBA,3,45,DET,Marv Roberts,21.064,F-C,,Utah State University,1977,1977,28,2.1,0.9,0.7,0.1,0.1,.355,.355,,.667,-0.2,-0.051
2439,1971,NBA,5,85,MIL,Barry Nelson,22.196,C,,Duquesne University,1972,1972,28,1.3,0.7,0.3,,,.417,.417,,.500,0.1,.026
2440,1972,NBA,3,43,GSW,Bill Chamberlain,22.121,F,,University of North Carolina,1974,1974,28,5.5,2.9,1.3,0.7,0.4,.438,.438,,.696,0.5,.063
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2441,1973,NBA,4,64,CHI,Mark Sibley,22.168,G,,Northwestern University,1974,1974,28,1.6,0.9,0.5,0.1,0.0,.357,.357,,.857,-0.2,-0.065
2442,1975,NBA,9,151,DET,Terry Thomas,22.287,F,,University of Detroit Mercy,1976,1976,28,2.8,1.3,0.1,0.1,0.1,.431,.431,,.724,0.2,.082
2443,1984,NBA,4,80,KCK,Carl Henry,24.313,G,,University of Kansas,1986,1986,28,2.8,0.7,0.1,0.2,0.0,.463,.474,.400,.706,0.2,.049
2444,1995,NBA,1,26,SEA,Sherell Ford,23.311,F,,University of Illinois at Chicago,1996,1996,28,3.2,0.9,0.2,0.3,0.0,.375,.473,.160,.765,0.4,.124
2445,2001,NBA,2,47,MEM,Antonis Fotsis,20.092,F,,,2002,2002,28,3.9,2.2,0.4,0.3,0.4,.404,.432,.304,.850,0.1,.017
2446,1948,BAA,,,BOS,Tom Kelly,24.072,G,,New York University,1949,1949,27,7.1,,1.4,,,.335,.335,,.616,1.4,
2447,1967,NBA,1,12,PHI,Craig Raymond,22.033,C,,Brigham Young University,1969,1969,27,2.0,2.5,0.3,,,.344,.344,,.647,0.0,-0.001
2448,1968,NBA,6,71,SFW,Bob Allen,22.328,F,,Marshall University,1969,1969,27,1.8,2.1,0.4,,,.326,.326,,.556,0.1,.028
2449,1970,NBA,2,25,POR,Walt Gilmore,23.030,F,,Fort Valley State University,1971,1971,27,2.1,2.7,0.4,,,.426,.426,,.462,0.2,.033
2450,1973,NBA,1,17,BOS,Steve Downing,23.233,C,,Indiana University,1974,1975,27,2.4,1.5,0.4,0.2,0.0,.318,.318,,.550,-0.2,-0.060
2451,1975,NBA,6,99,CLE,Henry Ward,23.125,G-F,,Jackson State University,1977,1977,27,3.1,1.2,0.2,0.2,0.2,.378,.378,,.882,-0.1,-0.023
2452,1976,NBA,1,16,BOS,Norm Cook,21.085,F,,University of Kansas,1977,1978,27,2.4,1.1,0.2,0.4,0.1,.373,.373,,.529,-0.1,-0.018
2453,1993,NBA,1,14,IND,Scott Haskin,23.290,C-F,,Oregon State University,1994,1994,27,2.0,2.0,0.2,0.1,0.6,.467,.467,,.684,0.3,.087
2454,1996,NBA,2,46,POR,Marcus Brown,22.090,G,,Murray State University,1997,2000,27,3.4,0.8,0.9,0.3,0.1,.381,.422,.333,.714,0.3,.066
2455,2000,NBA,1,28,POR,Erick Barkley,22.133,G,,St. John's University,2001,2002,27,2.9,0.8,1.5,0.7,0.0,.356,.373,.267,.900,0.2,.027
2456,2001,NBA,1,16,CHH,Kirk Haston,22.115,F,,Indiana University,2002,2003,27,1.2,1.0,0.3,0.0,0.2,.232,.260,.000,.500,-0.5,-0.197
2457,2006,NBA,2,41,ORL,James Augustine,22.127,F,,University of Illinois at Urbana-Champaign,2007,2008,27,1.6,1.2,0.1,0.2,0.1,.514,.514,,.500,0.3,.101
2458,1947,BAA,,,CHS,Jimmy Darden,25.018,G,,University of Denver,1950,1950,26,8.1,,2.6,,,.321,.321,,.688,-0.2,
2459,1952,NBA,1,3,FTW,Dick Groat,21.179,G,,Duke University,1953,1953,26,11.9,3.3,2.7,,,.368,.368,,.790,2.0,.148
2460,1952,NBA,,,NYK,Dick Bunt,22.293,G,,New York University,1953,1953,26,3.5,1.1,0.7,,,.276,.276,,.708,-0.3,-0.050
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2461,1968,NBA,1,13,ATL,Skip Harlicka,22.239,G,,University of South Carolina,1969,1969,26,4.1,0.6,1.4,,,.456,.456,,.774,0.5,.119
2462,1976,NBA,2,34,GSW,Marshall Rogers,23.291,G,,University of Texas-Pan American,1977,1977,26,3.8,0.4,0.4,0.3,0.1,.371,.371,,.933,-0.2,-0.043
2463,1983,NBA,2,34,WSB,Guy Williams,23.002,F,,Washington State University,1985,1986,26,2.6,1.3,0.3,0.2,0.2,.456,.469,.250,.455,0.2,.055
2464,1984,NBA,4,76,WSB,Jim Grandholm,24.264,F,,University of South Florida,1991,1991,26,3.0,1.9,0.3,0.1,0.3,.517,.512,.529,.476,0.4,.123
2465,2004,NBA,1,23,POR,Sergei Monia,21.076,F,,,2006,2006,26,3.0,2.0,0.7,0.3,0.2,.333,.377,.265,.714,-0.2,-0.025
2466,2005,NBA,2,47,MIN,Bracey Wright,21.002,G,,Indiana University,2006,2007,26,5.0,1.5,0.8,0.4,0.0,.405,.446,.324,.794,0.5,.068
2467,2006,NBA,2,43,NOK,Marcus Vinicius,22.033,F,,,2007,2008,26,1.9,0.7,0.3,0.1,0.1,.457,.500,.421,.556,0.2,.056
2468,2007,NBA,2,34,DAL,Nick Fazekas,22.016,F,,University of Nevada Reno,2008,2008,26,4.1,3.4,0.4,0.3,0.4,.561,.575,.000,.682,0.8,.148
2469,2010,NBA,2,50,DAL,Solomon Alabi,22.100,C,,Florida State University,2011,2012,26,1.5,2.3,0.2,0.2,0.4,.314,.314,,.700,0.0,.010
2470,1950,NBA,3,,INO,Chuck Mrazovich,26.065,F,,Eastern Kentucky University,1951,1951,25,3.4,1.6,0.5,,,.350,.350,,.604,0.4,
2471,1961,NBA,1,2,NYK,Tom Stith,22.071,F,,St. Bonaventure University,1963,1963,25,3.1,1.6,0.7,,,.336,.336,,.300,-0.6,-0.143
2472,1963,NBA,3,24,PHI,Jerry Greenspan,21.164,F,,University of Maryland,1964,1965,25,4.9,3.3,0.4,,,.388,.388,,.724,0.4,.060
2473,1967,NBA,10,110,BOS,Rick Weitzman,21.008,G,,Northeastern University,1968,1968,25,1.3,0.4,0.3,,,.261,.261,,.692,-0.3,-0.184
2474,1970,NBA,3,38,BOS,Willie Williams,24.244,F,,Florida State University,1971,1971,25,0.9,0.9,0.3,,,.238,.238,,.600,-0.4,-0.170
2475,1971,NBA,1,10,BOS,Clarence Glover,23.154,F,,Western Kentucky University,1972,1972,25,2.6,1.8,0.2,,,.455,.455,,.469,0.3,.103
2476,1972,NBA,2,22,LAL,Paul Stovall,24.243,F,,Arizona State University,1973,1973,25,3.0,2.4,0.5,,,.342,.342,,.632,-0.1,-0.024
2477,1972,NBA,2,25,BAL,Tom Patterson,24.183,F,,Ouachita Baptist University,1973,1974,25,2.2,1.0,0.2,0.0,0.0,.420,.420,,.778,0.2,.102
2478,1974,NBA,5,89,BOS,Ben Clyde,23.358,F,,Florida State University,1975,1975,25,2.8,1.6,0.2,0.2,0.1,.431,.431,,.778,0.2,.066
2479,1977,NBA,2,44,NOJ,Essie Hollis,22.031,F,,St. Bonaventure University,1979,1979,25,2.8,1.8,0.2,0.4,0.0,.400,.400,,.750,0.1,.022
2480,1979,NBA,3,53,BOS,Wayne Kreklow,22.177,G,,Drake University,1981,1981,25,1.2,0.5,0.4,0.1,0.0,.234,.233,.250,.700,-0.3,-0.167
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2481,1980,NBA,5,99,SDC,Wally Rank,22.107,F-G,,San Jose State University,1981,1981,25,2.2,1.2,0.7,0.3,0.0,.368,.368,,.464,-0.4,-0.140
2482,1981,NBA,2,41,WSB,Claude Gregory,22.171,F,,University of Wisconsin,1986,1988,25,5.4,3.9,0.6,0.4,0.5,.456,.459,.000,.333,0.0,.007
2483,1992,NBA,2,37,MIA,Isaiah Morris,23.089,F,,University of Arkansas,1993,1993,25,2.2,0.5,0.2,0.1,0.0,.456,.456,,.750,0.0,-0.022
2484,1995,NBA,2,50,GSW,Martin Lewis,20.066,F,,Seward County Community College,1996,1997,25,3.6,1.4,0.3,0.4,0.2,.473,.500,.300,.593,0.1,.026
2485,1999,NBA,2,49,CHI,Lari Ketner,22.154,F-C,,University of Massachusetts Amherst,2000,2001,25,1.4,1.4,0.1,0.2,0.1,.406,.406,,.667,0.0,-0.015
2486,1999,NBA,2,56,GSW,Tim Young,23.150,C,,Stanford University,2000,2000,25,2.2,1.4,0.2,0.1,0.0,.333,.333,,.778,0.2,.058
2487,2001,NBA,1,21,BOS,Joseph Forte,20.101,G,,University of North Carolina,2002,2003,25,1.2,0.7,0.7,0.2,0.0,.234,.268,.000,.800,-0.4,-0.166
2488,1947,BAA,,,BOS,Jack Hewson,23.302,F-C,,Temple University,1948,1948,24,2.7,,0.0,,,.247,.247,,.700,0.1,
2489,1948,BAA,,,BLB,Jake Carter,24.295,F-C,,East Texas State University,1950,1950,24,3.4,,1.0,,,.307,.307,,.679,0.7,
2490,1950,NBA,5,,PHW,Ike Borsavage,26.280,C-F,,Temple University,1951,1951,24,2.7,1.0,0.2,,,.351,.351,,.667,0.1,
2491,1950,NBA,5,,BLB,Norm Mager,24.039,F,,City College of New York,1951,1951,24,5.2,2.0,1.0,,,.282,.282,,.786,0.0,
2492,1964,NBA,2,9,DET,Les Hunter,22.267,F-C,,Loyola University of Chicago,1965,1965,24,1.8,2.1,0.5,,,.281,.281,,.429,-0.5,-0.210
2493,1964,NBA,3,24,CIN,Steve Courtin,22.231,G,,Saint Joseph's University,1965,1965,24,4.2,0.9,0.9,,,.408,.408,,.810,0.2,.036
2494,1969,NBA,19,214,ATL,Grady O'Malley,21.352,F,,Manhattan College,1970,1970,24,2.1,1.1,0.4,,,.350,.350,,.421,-0.3,-0.136
2495,1971,NBA,8,131,PHI,Barry Yates,25.064,F,,University of Maryland,1972,1972,24,2.9,1.7,0.3,,,.373,.373,,.636,-0.2,-0.075
2496,1973,NBA,5,74,CLE,John Coughran,22.230,F,,University of California,1980,1980,24,2.8,0.8,0.5,0.3,0.0,.358,.375,.222,.571,-0.3,-0.086
2497,1974,NBA,3,47,GSW,Frank Kendrick,24.265,F,,Purdue University,1975,1975,24,3.3,1.5,0.3,0.5,0.1,.403,.403,,.818,0.3,.119
2498,1980,NBA,3,51,DEN,Ronnie Valentine,23.201,F,,Old Dominion University,1981,1981,24,3.5,1.3,0.3,0.3,0.2,.378,.375,.500,.474,-0.3,-0.128
2499,1981,NBA,5,95,NJN,Joe Cooper,24.287,C-F,,University of Colorado,1982,1985,24,4.5,4.0,0.8,0.5,0.9,.506,.506,,.543,0.3,.037
2500,1985,NBA,2,38,NJN,Fernando Martin,23.091,C,,,1987,1987,24,0.9,1.2,0.4,0.3,0.0,.290,.300,.000,.364,-0.4,-0.144
