
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
2722,1952,NBA,,,BLB,Chuck Grigsby,24.260,G,,University of Dayton,1955,1955,7,2.3,1.6,1.0,,,.368,.368,,.250,0.0,-0.042
2723,1953,NBA,,,ROC,Frank Reddout,,F,,Syracuse University,1954,1954,7,1.9,1.3,0.0,,,.833,.833,,.750,0.3,.802
2724,1954,NBA,4,29,MLH,Phil Martin,26.028,G,,University of Toledo,1955,1955,7,1.7,1.4,0.9,,,.263,.263,,1.000,-0.1,-0.094
2725,1954,NBA,8,67,FTW,Don Bielke,,C,,Valparaiso University,1956,1956,7,2.0,1.3,0.1,,,.556,.556,,.571,0.2,.198
2726,1960,NBA,2,15,PHW,Pickles Kennedy,22.335,G,,Temple University,1961,1961,7,1.7,1.1,1.3,,,.190,.190,,.667,-0.1,-0.134
2727,1962,NBA,3,23,SFW,Dave Fedor,21.111,F,,Florida State University,1963,1963,7,0.9,0.9,0.1,,,.300,.300,,.000,-0.1,-0.128
2728,1966,NBA,4,39,PHI,Ken Wilburn,22.342,F,,Central State University,1968,1969,7,2.6,1.9,0.4,,,.471,.471,,.250,0.0,.038
2729,1967,NBA,9,96,STL,Ed Biedenbach,22.269,G,,North Carolina State University,1969,1969,7,0.6,0.3,0.4,,,.000,.000,,.667,-0.1,-0.248
2730,1968,NBA,4,45,LAL,Ed Biedenbach,23.302,G,,North Carolina State University,1969,1969,7,0.6,0.3,0.4,,,.000,.000,,.667,-0.1,-0.248
2731,1970,NBA,5,82,ATL,Bob Riley,22.265,F,,Mount St. Mary's University,1971,1971,7,1.9,1.7,0.1,,,.444,.444,,.556,0.0,.056
2732,1973,NBA,3,42,PHO,Joe Reaves,23.338,F,,Bethel College,1974,1974,7,2.3,1.1,0.1,0.0,0.3,.545,.545,,.364,0.0,-0.013
2733,1976,NBA,4,60,LAL,Wayman Britt,24.287,G,,University of Michigan,1978,1978,7,1.3,0.6,0.3,0.1,0.0,.300,.300,,.750,0.0,.046
2734,1977,NBA,3,62,HOU,Phil Bond,23.324,G,,University of Louisville,1978,1978,7,0.6,0.6,0.3,0.1,0.0,.333,.333,,,0.0,-0.092
2735,1978,NBA,8,159,CHI,Chubby Cox,22.168,G,,University of San Francisco,1983,1983,7,4.1,1.4,0.9,0.0,0.1,.351,.371,.000,.500,-0.2,-0.127
2736,1979,NBA,4,67,UTA,Greg Deane,22.206,G,,University of Utah,1980,1980,7,1.4,0.9,0.9,0.0,0.0,.182,.100,1.000,.714,-0.1,-0.070
2737,1981,NBA,2,34,DEN,Ken Green,22.269,F,,University of Texas-Pan American,1986,1986,7,4.4,3.9,0.3,0.6,0.0,.481,.481,,.556,0.3,.184
2738,1983,NBA,3,58,ATL,John Pinone,22.134,F,,Villanova University,1984,1984,7,2.9,1.4,0.4,0.3,0.1,.538,.538,,.600,0.1,.040
2739,1983,NBA,5,101,DET,Ken Austin,22.353,F,,Rice University,1984,1984,7,1.7,0.4,0.1,0.1,0.1,.462,.462,,,0.0,-0.046
2740,1986,NBA,3,67,PHI,Ron Rowan,24.061,G,,St. John's University,1987,1987,7,1.7,0.1,0.1,0.6,0.0,.444,.375,1.000,.750,0.0,.084
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2741,1987,NBA,2,28,CHI,Rickie Winslow,23.336,F,,University of Houston,1988,1988,7,1.0,1.0,0.3,0.1,0.0,.231,.250,.000,.500,-0.2,-0.165
2742,1988,NBA,2,40,MIA,Orlando Graham,23.060,F,,Auburn University at Montgomery,1989,1989,7,1.1,1.6,0.0,0.0,0.0,.300,.300,,.500,0.0,-0.047
2743,1990,NBA,2,52,CLE,Stefano Rusconi,22.273,C-F,,,1996,1996,7,1.1,0.9,0.4,0.0,0.3,.333,.333,,.400,-0.1,-0.104
2744,1995,NBA,2,57,ATL,Cuonzo Martin,24.284,G-F,,Purdue University,1996,1997,7,1.3,0.4,0.4,0.1,0.0,.250,.000,.600,.000,-0.1,-0.151
2745,2006,NBA,2,38,GSW,Kosta Perovic,21.134,C,,,2008,2008,7,1.4,1.9,0.1,0.0,0.3,.300,.300,,.667,0.0,.060
2746,2008,NBA,2,43,SAC,Patrick Ewing,24.043,F,,Georgetown University,2011,2011,7,0.4,0.3,0.3,0.0,0.1,.000,.000,.000,.750,-0.1,-0.158
2747,1947,BAA,,,BOS,Hank Biasatti,25.174,G,,Long Island University,1947,1947,6,1.0,,0.0,,,.400,.400,,.500,0.1,
2748,1950,NBA,4,,WSC,Tommy O'Keefe,24.289,G,,Georgetown University,1951,1951,6,3.8,1.2,1.7,,,.357,.357,,.750,0.1,
2749,1951,NBA,5,48,PHW,Mike Kearns,22.316,G,,Princeton University,1955,1955,6,0.2,0.5,0.8,,,.000,.000,,.250,-0.1,-0.223
2750,1951,NBA,6,51,TRI,John Rennicke,22.262,G,,Drake University,1952,1952,6,1.8,1.5,0.2,,,.222,.222,,.333,-0.2,-0.218
2751,1952,NBA,,,ROC,Ronnie MacGilvray,22.286,G,,St. John's University,1955,1955,6,1.3,1.5,1.8,,,.167,.167,,.571,-0.1,-0.046
2752,1954,NBA,2,16,ROC,Boris Nachamkin,20.144,F,,New York University,1955,1955,6,3.3,3.2,0.5,,,.300,.300,,.615,0.0,-0.010
2753,1956,NBA,,,NYK,Gary Bergen,24.294,C,,University of Utah,1957,1957,6,1.3,1.3,0.2,,,.273,.273,,1.000,0.0,-0.044
2754,1957,NBA,3,17,CIN,Jerry Paulson,22.276,G,,Manhattan College,1958,1958,6,3.3,1.7,0.7,,,.348,.348,,.667,0.0,.016
2755,1967,NBA,5,53,PHI,James Reid,22.278,F,,Winston-Salem State University,1968,1968,6,3.5,1.8,0.5,,,.500,.500,,.200,0.1,.078
2756,1973,NBA,17,204,BUF,Jim Garvin,23.084,F,,Boston University,1974,1974,6,0.3,0.8,0.0,0.0,0.0,.250,.250,,,0.0,-0.134
2757,1974,NBA,9,154,NOJ,Ken Boyd,22.069,F,,Boston University,1975,1975,6,3.2,0.8,0.3,0.5,0.0,.538,.538,,.455,0.1,.109
2758,1975,NBA,2,24,MIL,Cornelius Cash,23.092,F,,Bowling Green State University,1977,1977,6,3.5,2.7,0.2,0.3,0.2,.391,.391,,.500,0.0,-0.010
2759,1975,NBA,3,37,NOJ,Rudy Hackett,22.024,F,,Syracuse University,1977,1977,6,2.3,2.2,0.5,0.0,0.2,.300,.300,,.571,0.0,-0.024
2760,1976,NBA,7,121,BOS,Ralph Drollinger,22.055,C,,University of California Los Angeles,1981,1981,6,2.5,3.2,2.3,0.2,0.3,.500,.500,,.250,-0.2,-0.117
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2761,1977,NBA,8,152,NJN,Ralph Drollinger,23.057,C,,University of California Los Angeles,1981,1981,6,2.5,3.2,2.3,0.2,0.3,.500,.500,,.250,-0.2,-0.117
2762,1978,NBA,5,105,SEA,Ralph Drollinger,24.056,C,,University of California Los Angeles,1981,1981,6,2.5,3.2,2.3,0.2,0.3,.500,.500,,.250,-0.2,-0.117
2763,1981,NBA,6,130,CHI,Roger Burkman,23.024,G,,University of Louisville,1982,1982,6,0.8,1.0,0.8,1.0,0.3,.000,.000,.000,.833,0.1,.093
2764,1983,NBA,4,82,NYK,Mark Jones,22.084,G,,St. Bonaventure University,1984,1984,6,1.2,0.3,0.8,0.0,0.0,.500,.600,.000,.500,0.0,.070
2765,1986,NBA,3,48,SAS,Forrest McKenzie,23.127,F,,Loyola Marymount University,1987,1987,6,2.8,1.2,0.2,0.2,0.0,.250,.231,.500,1.000,-0.2,-0.223
2766,1986,NBA,6,122,SEA,Curtis Kitchen,22.144,F,,University of South Florida,1987,1987,6,1.5,1.5,0.2,0.3,0.5,.500,.600,.000,.750,0.1,.217
2767,2000,NBA,2,53,DEN,Dan McClintock,23.076,C,,Northern Arizona University,2001,2001,6,3.0,2.8,0.2,0.0,0.3,.500,.500,,.000,0.0,.007
2768,2003,NBA,1,16,BOS,Troy Bell,23.233,G,,Boston College,2004,2004,6,1.8,0.7,0.7,0.2,0.0,.222,.286,.000,1.000,-0.2,-0.326
2769,2004,NBA,1,21,UTA,Pavel Podkolzin,19.165,C,,,2005,2006,6,0.7,1.5,0.0,0.0,0.2,.000,.000,,.500,-0.1,-0.163
2770,2004,NBA,2,32,WAS,Peter John Ramos,19.047,C,,,2005,2005,6,1.8,0.7,0.0,0.0,0.2,.500,.500,,.500,0.0,-0.108
2771,2005,NBA,2,44,ORL,Martynas Andriuskevicius,19.113,C,,,2006,2006,6,0.0,0.7,0.0,0.3,0.0,.000,.000,,,0.0,.155
2772,2006,NBA,2,52,LAC,Guillermo Diaz,21.121,G,,University of Miami,2008,2008,6,0.8,0.3,0.2,0.0,0.0,.250,.333,.000,.600,0.0,.033
2773,1949,BAA,2,,PHW,Jim Nolan,22.291,C,,Georgia Institute of Technology,1950,1950,5,1.6,,0.8,,,.190,.190,,,-0.2,
2774,1952,NBA,4,,BOS,Herm Hedderick,22.121,G,,Canisius College,1955,1955,5,0.8,0.8,0.4,,,.222,.222,,.000,-0.1,-0.232
2775,1953,NBA,,,SYR,Dick Knostman,22.264,C,,Kansas State University,1954,1954,5,2.6,3.4,1.2,,,.300,.300,,.636,0.2,.183
2776,1956,NBA,,,MNL,John Barber,29.315,F,,California State University Los Angeles,1957,1957,5,1.4,1.2,0.0,,,.250,.250,,.500,0.0,-0.108
2777,1956,NBA,,,STL,Norm Stewart,21.106,F,,University of Missouri,1957,1957,5,2.0,1.0,0.4,,,.267,.267,,.333,-0.1,-0.157
2778,1960,NBA,5,38,STL,Jimmy Darrow,23.204,G,,Bowling Green State University,1962,1962,5,2.4,1.4,1.2,,,.200,.200,,.857,-0.1,-0.112
2779,1961,NBA,3,26,DET,Doug Kistler,23.012,F,,Duke University,1962,1962,5,1.6,0.2,0.0,,,.500,.500,,.500,0.0,.123
2780,1962,NBA,8,65,SYR,Jerry Harkness,22.328,G,,Loyola University of Chicago,1964,1964,5,5.8,1.2,1.2,,,.433,.433,,.375,0.0,-0.017
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2781,1963,NBA,2,9,NYK,Jerry Harkness,23.363,G,,Loyola University of Chicago,1964,1964,5,5.8,1.2,1.2,,,.433,.433,,.375,0.0,-0.017
2782,1965,NBA,2,13,PHI,Jesse Branson,23.125,F,,Elon University,1966,1966,5,1.0,1.8,0.2,,,.167,.167,,.750,0.0,-0.060
2783,1965,NBA,11,82,BAL,Thales McReynolds,22.338,G,,Miles College,1966,1966,5,0.6,1.2,0.2,,,.083,.083,,.500,-0.2,-0.356
2784,1969,NBA,3,41,CIN,Luther Green,22.151,F,,Long Island University,1973,1973,5,0.6,0.6,0.0,,,.000,.000,,.333,-0.3,-0.444
2785,1972,NBA,2,19,KCO,Sam Sibert,23.064,F,,Kentucky State University,1973,1973,5,2.4,0.8,0.0,,,.308,.308,,.800,-0.1,-0.105
2786,1973,NBA,3,36,ATL,Ted Manakas,22.067,G,,Princeton University,1974,1974,5,2.4,0.6,0.4,0.2,0.0,.400,.400,,1.000,0.0,.014
2787,1974,NBA,3,43,ATL,Darrell Elston,22.291,G,,University of North Carolina,1977,1977,5,1.0,1.2,0.4,0.2,0.0,.143,.143,,.500,-0.2,-0.218
2788,1974,NBA,7,115,ATL,Greg Lee,22.173,G,,University of California Los Angeles,1976,1976,5,1.2,0.4,2.2,0.4,0.0,.500,.500,,1.000,0.0,.041
2789,1974,NBA,9,145,PHI,Perry Warbington,22.268,G,,Georgia Southern University,1975,1975,5,2.0,1.6,3.2,0.0,0.0,.190,.190,,1.000,-0.3,-0.178
2790,1977,NBA,4,72,NOJ,Dennis Boyd,23.026,G,,University of Detroit Mercy,1979,1979,5,1.2,0.4,1.4,0.0,0.0,.250,.250,,,-0.2,-0.230
2791,1979,NBA,2,29,DET,Tony Price,22.176,G,,University of Pennsylvania,1981,1981,5,0.8,0.0,0.6,0.4,0.2,.286,.286,,,-0.1,-0.089
2792,1982,NBA,2,41,WSB,Dwight Anderson,22.188,G,,University of Southern California,1983,1983,5,4.2,0.4,0.6,0.2,0.0,.500,.500,,.700,0.0,.001
2793,1998,NBA,2,38,NYK,DeMarco Johnson,23.267,F,,University of North Carolina at Charlotte,2000,2000,5,1.2,1.4,0.0,0.2,0.0,.333,.333,,,-0.1,-0.091
2794,1998,NBA,2,42,ORL,Miles Simon,23.221,G,,University of Arizona,1999,1999,5,0.4,0.4,0.0,0.2,0.0,.200,.333,.000,,-0.1,-0.289
2795,2005,NBA,2,43,NJN,Mile Ilic,21.031,C,,,2007,2007,5,0.0,0.2,0.0,0.0,0.0,.000,.000,,,-0.2,-1.264
2796,2010,NBA,2,37,MIL,Darington Hobson,23.274,G,,University of New Mexico,2012,2012,5,0.8,0.6,1.2,0.0,0.0,.154,.286,.000,,-0.2,-0.225
2797,2010,NBA,2,38,NYK,Andy Rautins,24.240,G,,Syracuse University,2011,2011,5,1.6,0.2,0.6,0.2,0.0,.429,.667,.250,.500,-0.2,-0.314
2798,2010,NBA,2,57,IND,Ryan Reid,24.243,F,,Florida State University,2012,2012,5,1.6,0.4,0.0,0.0,0.0,.800,.800,,,0.1,.142
2799,1948,BAA,,,WSC,Jack Parkinson,24.073,G,,University of Kentucky,1950,1950,4,0.8,,0.5,,,.083,.083,,1.000,-0.2,
2800,1948,BAA,,,NYK,Dick Shrider,25.099,G,,Ohio University,1949,1949,4,0.3,,0.5,,,,,,.333,0.0,
