
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
1560,1972,NBA,2,21,ATL,Steve Bracey,22.258,G,,University of Tulsa,1973,1975,187,6.1,1.6,2.2,0.4,0.0,.466,.466,,.684,3.9,.066
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1561,1978,NBA,3,47,HOU,Billy Ray Bates,22.014,G,,Kentucky State University,1980,1983,187,11.7,1.7,1.9,0.8,0.1,.474,.485,.303,.796,6.9,.099
1562,1982,NBA,2,37,POR,Audie Norris,22.198,C,,Jackson State University,1983,1985,187,4.4,3.1,0.8,0.5,0.4,.511,.514,.000,.662,2.9,.054
1563,2000,NBA,1,13,ORL,Courtney Alexander,23.068,G,,California State University Fresno,2001,2003,187,9.0,2.2,1.2,0.6,0.1,.422,.429,.339,.813,4.1,.048
1564,1948,BAA,,,BLB,Joe Holland,23.232,F,,University of Kentucky,1950,1952,186,5.8,2.7,1.8,,,.331,.331,,.621,1.9,.126
1565,1993,NBA,2,33,DAL,Eric Riley,23.034,C,,University of Michigan,1994,1999,186,3.1,2.6,0.3,0.3,0.7,.456,.460,.000,.704,2.5,.066
1566,2010,NBA,1,12,MEM,Xavier Henry,19.106,G,,University of Kansas,2011,2015,185,5.7,1.9,0.6,0.5,0.1,.406,.419,.325,.635,0.8,.013
1567,1966,NBA,3,24,STL,Tommy Kron,23.078,G,,University of Kentucky,1967,1969,184,6.5,3.3,2.8,,,.389,.389,,.753,1.8,.028
1568,1971,NBA,2,23,SEA,Jim McDaniels,23.001,C-F,,Western Kentucky University,1972,1978,184,5.3,4.4,0.9,0.1,0.3,.402,.402,,.703,0.7,.012
1569,1984,NBA,1,21,MIL,Kenny Fields,22.136,F-G,,University of California Los Angeles,1985,1988,184,6.2,2.5,1.0,0.5,0.2,.474,.479,.188,.733,4.2,.074
1570,1991,NBA,1,19,WSB,LaBradford Smith,22.089,G,,University of Louisville,1992,1994,183,6.7,1.5,2.2,0.8,0.1,.432,.446,.298,.813,1.5,.024
1571,1970,NBA,2,23,SEA,Pete Cross,22.000,C-F,,University of San Francisco,1971,1973,182,5.8,8.3,1.0,,,.431,.431,,.695,4.2,.053
1572,1985,NBA,1,11,CHI,Keith Lee,22.178,F-C,,University of Memphis,1986,1989,182,6.1,4.7,1.0,0.4,0.6,.451,.454,.167,.746,3.7,.062
1573,2009,NBA,1,25,OKC,Rodrigue Beaubois,21.127,G,,,2010,2013,182,7.1,1.9,2.1,0.7,0.3,.439,.500,.325,.810,4.8,.079
1574,1950,NBA,4,,CHS,Ken Murray,22.010,G-F,,St. Bonaventure University,1951,1955,181,8.1,3.3,2.7,,,.335,.335,,.747,-0.7,-0.016
1575,1960,NBA,3,21,SYR,Joe Roberts,24.334,F,,Ohio State University,1961,1963,181,6.2,5.2,0.6,,,.383,.383,,.648,2.2,.036
1576,1994,NBA,2,39,GSW,Anthony Miller,23.256,F,,Michigan State University,1995,2005,181,2.8,2.7,0.4,0.3,0.1,.510,.516,.250,.576,3.8,.110
1577,2008,NBA,2,47,WAS,Bill Walker,21.266,F,,Kansas State University,2009,2015,181,6.0,2.2,0.8,0.5,0.1,.446,.560,.369,.760,5.0,.079
1578,1985,NBA,2,37,UTA,Carey Scurry,23.202,F,,Long Island University,1986,1988,180,4.7,2.9,1.1,1.0,0.8,.480,.492,.250,.666,5.3,.107
1579,1952,NBA,,,INO,Zeke Zawoluk,22.201,F-C,,St. John's University,1953,1955,179,6.8,4.1,1.2,,,.372,.372,,.767,8.2,.111
1580,1982,NBA,1,15,PHO,David Thirdkill,22.083,F-G,,Bradley University,1983,1987,179,2.8,1.2,0.5,0.3,0.1,.457,.467,.091,.565,1.3,.042
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1581,1990,NBA,1,17,NYK,Jerrod Mustaf,21.247,F-C,,University of Maryland,1991,1994,179,4.0,2.5,0.6,0.3,0.3,.449,.450,.000,.648,1.7,.043
1582,2005,NBA,2,38,ORL,Travis Diener,23.125,G,,Marquette University,2006,2010,179,4.8,1.4,2.4,0.4,0.1,.388,.442,.353,.847,5.6,.102
1583,1948,BAA,,,MNL,Arnie Ferrin,23.291,F-G,,University of Utah,1949,1951,178,5.8,1.5,1.6,,,.332,.332,,.686,7.6,
1584,1971,NBA,2,22,ATL,Ted McClain,25.217,G,,Tennessee State University,1977,1979,178,5.9,2.3,3.0,1.0,0.1,.447,.447,,.786,4.0,.055
1585,1987,NBA,2,32,MIL,Bob McCann,23.066,F,,Morehead State University,1990,1998,178,4.2,2.6,0.6,0.4,0.4,.479,.481,.200,.577,2.0,.041
1586,1956,NBA,,,PHW,Phil Rollins,22.107,G,,University of Louisville,1959,1961,177,5.1,2.2,2.6,,,.385,.385,,.649,1.9,.033
1587,1971,NBA,1,15,CHI,Kenny McIntosh,22.072,F,,Eastern Michigan University,1972,1975,177,5.3,3.9,1.0,0.3,0.2,.361,.361,,.581,-1.5,-0.020
1588,1978,NBA,1,13,NJN,Winford Boynes,21.028,G-F,,University of San Francisco,1979,1981,177,8.4,2.1,1.2,0.7,0.2,.435,.436,.000,.783,0.9,.014
1589,1990,NBA,1,22,NJN,Tate George,22.034,G,,University of Connecticut,1991,1995,177,4.2,1.0,1.8,0.4,0.1,.414,.421,.071,.820,1.3,.032
1590,1984,NBA,3,50,CLE,Ben McDonald,22.340,F,,University of California Irvine,1986,1989,176,6.0,3.2,1.3,0.4,0.1,.468,.479,.227,.727,2.5,.033
1591,1947,BAA,,,CHS,Gene Vance,24.132,G-F,,University of Illinois at Urbana-Champaign,1948,1952,175,8.3,0.6,2.3,,,.315,.315,,.687,10.3,4.201
1592,1950,NBA,1,10,MNL,Kevin O'Shea,25.295,G,,University of Notre Dame,1951,1953,174,5.2,2.3,2.1,,,.337,.337,,.680,3.8,.077
1593,1990,NBA,2,39,CHH,Steve Scheffler,23.303,C-F,,Purdue University,1991,1997,174,1.9,1.0,0.1,0.2,0.0,.558,.566,.200,.759,2.9,.153
1594,1994,NBA,1,16,GSW,Clifford Rozier,22.246,C-F,,University of Louisville,1995,1998,173,4.8,5.2,0.6,0.5,0.7,.496,.501,.182,.465,3.9,.063
1595,2001,NBA,1,17,TOR,Michael Bradley,22.076,F,,Villanova University,2002,2006,173,2.8,3.4,0.5,0.1,0.3,.477,.488,.143,.511,2.0,.047
1596,1947,BAA,1,9,WSC,Dick O'Keefe,24.281,G-F,,Santa Clara University,1948,1951,172,5.2,0.2,0.9,,,.272,.272,,.640,1.7,
1597,1995,NBA,1,8,POR,Shawn Respert,23.148,G,,Michigan State University,1996,1999,172,4.9,1.3,1.0,0.5,0.0,.414,.459,.340,.816,2.1,.043
1598,2002,NBA,1,5,DEN,Nikoloz Tskitishvili,19.078,F,,,2003,2006,172,2.9,1.8,0.7,0.3,0.3,.304,.332,.235,.730,-1.6,-0.039
1599,1947,BAA,,,BLB,Chick Reiser,33.204,G-F,,New York University,1948,1950,171,10.4,,2.0,,,.321,.321,,.772,13.2,
1600,1974,NBA,1,2,PHI,Marvin Barnes,22.310,F-C,,Providence College,1977,1980,171,9.2,5.5,1.5,0.8,1.0,.442,.442,,.672,4.4,.057
