
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
2130,1961,NBA,7,61,CIN,Dave Zeller,22.298,G,,Miami University,1962,1962,61,1.5,0.4,1.0,,,.353,.353,,.750,-0.1,-0.010
2131,1995,NBA,2,33,BOS,Junior Burrough,22.166,F,,University of Virginia,1996,1996,61,3.1,1.8,0.2,0.2,0.2,.376,.376,,.656,-0.2,-0.018
2132,2000,NBA,2,39,NYK,Lavor Postell,22.128,G,,St. John's University,2001,2003,61,3.2,0.7,0.2,0.2,0.0,.335,.364,.250,.795,-0.2,-0.025
2133,2004,NBA,2,34,ATL,Donta Smith,21.215,G-F,,Southeastern Illinois College,2005,2006,61,2.7,1.1,0.8,0.5,0.1,.421,.447,.308,.650,0.5,.043
2134,1961,NBA,2,11,CIN,Bob Wiesenhahn,22.101,F,,University of Cincinnati,1962,1962,60,2.0,1.9,0.4,,,.317,.317,,.567,-0.7,-0.107
2135,1972,NBA,2,28,KCO,Mike Ratliff,21.313,C,,University of Wisconsin-Eau Claire,1973,1974,60,4.0,3.2,0.6,0.0,0.0,.417,.417,,.536,-0.2,-0.014
2136,1976,NBA,2,26,NOJ,Jacky Dorsey,21.178,F,,University of Georgia,1978,1981,60,2.4,2.4,0.3,0.2,0.1,.389,.389,,.544,0.3,.031
2137,1977,NBA,8,165,GSW,Ricky Marsh,23.098,G,,Manhattan College,1978,1978,60,4.5,1.3,1.5,0.5,0.3,.426,.426,,.697,0.5,.028
2138,1982,NBA,2,33,POR,Linton Townes,23.217,F-G,,James Madison University,1983,1985,60,4.3,1.1,0.5,0.3,0.1,.440,.448,.360,.750,0.6,.057
2139,1984,NBA,2,28,SEA,Cory Blackwell,21.090,F,,University of Wisconsin,1985,1985,60,3.4,1.6,0.4,0.4,0.1,.367,.370,.000,.509,-0.9,-0.081
2140,1985,NBA,1,12,WSB,Kenny Green,21.255,F,,Wake Forest University,1986,1987,60,4.4,1.7,0.3,0.2,0.2,.412,.414,.000,.721,-0.3,-0.022
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2141,1996,NBA,2,57,SEA,Drew Barry,23.135,G,,Georgia Institute of Technology,1998,2000,60,2.2,1.1,1.9,0.3,0.0,.417,.475,.381,.774,0.6,.051
2142,1997,NBA,1,22,ATL,Ed Gray,22.277,G,,University of California,1998,1999,60,6.2,1.2,0.8,0.5,0.2,.339,.338,.341,.814,0.1,.009
2143,1948,BAA,,,STB,D.C. Wilcutt,25.053,G,,Saint Louis University,1949,1950,59,2.2,,1.4,,,.339,.339,,.733,1.1,
2144,1949,BAA,3,,INO,Mac Otten,23.101,F-C,,Bowling Green State University,1950,1950,59,2.4,,0.6,,,.329,.329,,.494,0.3,
2145,1960,NBA,6,46,STL,York Larese,22.273,G,,University of North Carolina,1962,1962,59,5.1,1.3,1.6,,,.373,.373,,.806,0.3,.020
2146,1961,NBA,2,20,CHP,York Larese,23.258,G,,University of North Carolina,1962,1962,59,5.1,1.3,1.6,,,.373,.373,,.806,0.3,.020
2147,1961,NBA,12,100,CIN,George Patterson,21.127,C-F,,University of Toledo,1968,1968,59,2.0,2.7,0.9,,,.331,.331,,.842,0.1,.007
2148,1978,NBA,2,26,LAL,Ron Carter,22.287,G,,Virginia Military Institute,1979,1980,59,3.0,1.1,0.6,0.3,0.2,.429,.429,,.623,-0.2,-0.017
2149,1978,NBA,2,35,NOJ,Tommie Green,22.067,G,,Southern University and A&amp;M College,1979,1979,59,3.9,1.2,2.4,1.0,0.1,.388,.388,,.762,-0.3,-0.017
2150,1979,NBA,5,98,IND,Billy Reid,22.293,G,,University of San Francisco,1981,1981,59,3.2,1.0,1.2,0.6,0.1,.454,.467,.000,.564,-0.6,-0.050
2151,1980,NBA,2,28,ATL,Craig Shelton,23.046,F,,Georgetown University,1981,1982,59,4.1,2.4,0.5,0.3,0.1,.453,.455,.000,.600,0.0,-0.001
2152,1980,NBA,9,182,GSW,Billy Reid,23.279,G,,University of San Francisco,1981,1981,59,3.2,1.0,1.2,0.6,0.1,.454,.467,.000,.564,-0.6,-0.050
2153,1992,NBA,1,26,POR,Dave Johnson,22.226,G-F,,Syracuse University,1993,1994,59,3.5,1.1,0.3,0.2,0.0,.365,.378,.200,.663,-0.3,-0.032
2154,2002,NBA,2,32,DEN,Vincent Yarbrough,21.102,G-F,,University of Tennessee,2003,2003,59,6.9,2.7,2.2,1.0,0.6,.393,.420,.269,.790,1.0,.035
2155,1952,NBA,,,NYK,Dick Surhoff,22.167,F,,Long Island University,1953,1954,58,3.1,1.6,0.6,,,.295,.295,,.717,0.1,.013
2156,1958,NBA,1,7,BOS,Bennie Swain,24.133,F,,Texas Southern University,1959,1959,58,4.6,4.5,0.5,,,.406,.406,,.609,1.9,.128
2157,1961,NBA,1,8,STL,Cleo Hill,23.313,G,,Winston-Salem State University,1962,1962,58,5.5,3.1,2.0,,,.346,.346,,.774,0.3,.015
2158,1973,NBA,8,128,PHO,Jim Owens,23.364,F,,Arizona State University,1974,1975,58,3.1,0.9,1.1,0.4,0.0,.418,.418,,.767,0.4,.038
2159,1978,NBA,2,32,NYK,John Rudd,23.312,F,,McNeese State University,1979,1979,58,3.2,2.9,0.6,0.3,0.1,.444,.444,,.710,0.6,.040
2160,1978,NBA,3,62,NJN,Dave Batton,22.080,C,,University of Notre Dame,1983,1984,58,3.2,2.1,0.6,0.3,0.3,.448,.455,.000,.471,0.7,.055
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2161,1985,NBA,4,89,DEN,Pete Williams,20.105,F,,University of Arizona,1986,1987,58,2.6,2.5,0.3,0.3,0.4,.602,.602,,.425,1.4,.112
2162,1967,NBA,1,4,DET,Sonny Dove,22.265,F,,St. John's University,1968,1969,57,3.1,2.0,0.4,,,.394,.394,,.581,0.0,-0.003
2163,1975,NBA,4,61,POR,Phil Hicks,22.123,F,,Tulane University,1977,1979,57,2.3,1.6,0.6,0.2,0.0,.447,.447,,.778,0.5,.058
2164,1976,NBA,2,27,HOU,Phil Hicks,23.134,F,,Tulane University,1977,1979,57,2.3,1.6,0.6,0.2,0.0,.447,.447,,.778,0.5,.058
2165,1979,NBA,10,185,UTA,Paul Dawkins,22.020,F,,Northern Illinois University,1980,1980,57,5.5,2.2,1.4,0.6,0.2,.470,.475,.200,.688,-0.1,-0.009
2166,2009,NBA,2,58,BOS,Lester Hudson,25.328,G,,University of Tennessee at Martin,2010,2015,57,4.7,1.4,1.2,0.6,0.1,.375,.441,.277,.806,0.2,.016
2167,1947,BAA,,,WSC,Matt Zunic,28.201,G-F,,George Washington University,1949,1949,56,4.9,,0.9,,,.303,.303,,.706,2.0,
2168,1948,BAA,,,FTW,Murray Wier,21.155,G,,University of Iowa,1950,1950,56,7.7,,1.9,,,.327,.327,,.693,1.6,
2169,1974,NBA,6,98,SEA,Wardell Jackson,23.320,F,,Ohio State University,1975,1975,56,4.3,2.4,0.5,0.5,0.1,.397,.397,,.718,0.3,.015
2170,1982,NBA,2,42,HOU,Jeff Taylor,23.185,G,,Texas Tech University,1983,1987,56,3.2,1.5,2.0,0.8,0.3,.412,.414,.000,.696,-0.1,-0.008
2171,1969,NBA,8,103,DET,Bob Arnzen,21.161,F,,University of Notre Dame,1971,1971,55,5.5,2.8,0.4,,,.462,.462,,.865,1.0,.082
2172,1987,NBA,3,65,DET,Eric White,21.179,F,,Pepperdine University,1988,1989,55,6.1,2.4,0.5,0.3,0.1,.525,.523,1.000,.798,1.3,.079
2173,1988,NBA,2,35,MIA,Sylvester Gray,21.361,F,,University of Memphis,1989,1989,55,8.0,5.2,2.1,0.7,0.5,.420,.421,.250,.673,0.7,.028
2174,1988,NBA,2,37,NYK,Greg Butler,22.115,C,,Stanford University,1989,1991,55,1.4,1.0,0.1,0.0,0.0,.354,.368,.000,.714,-0.3,-0.078
2175,1989,NBA,1,20,CHI,Jeff Sanders,23.170,F,,Georgia Southern University,1990,1993,55,2.0,1.9,0.5,0.3,0.2,.395,.395,,.609,-0.1,-0.008
2176,1993,NBA,2,40,ATL,Rich Manning,23.013,C,,University of Washington,1996,1997,55,3.3,1.7,0.2,0.1,0.1,.415,.416,.400,.643,-0.3,-0.028
2177,1994,NBA,1,20,PHI,B.J. Tyler,23.066,G,,University of Texas at Austin,1995,1995,55,3.5,1.1,3.2,0.7,0.0,.381,.406,.314,.700,-0.7,-0.039
2178,1964,NBA,2,14,SFW,Bud Koper,22.274,G,,Oklahoma City University,1965,1965,54,4.6,1.1,0.8,,,.440,.440,,.833,1.0,.078
2179,1974,NBA,2,19,PHI,Don Smith,23.236,G,,University of Dayton,1975,1975,54,5.2,0.6,0.9,0.4,0.1,.408,.408,,1.000,0.0,.004
2180,1997,NBA,1,17,ORL,Johnny Taylor,23.027,F,,University of Tennessee at Chattanooga,1998,2000,54,4.7,2.2,0.5,0.6,0.4,.402,.404,.394,.718,0.1,.007
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2181,1997,NBA,2,38,MIL,Jerald Honeycutt,23.254,F-G,,Tulane University,1998,1999,54,5.1,1.9,0.7,0.5,0.1,.391,.409,.362,.632,0.3,.020
2182,2001,NBA,2,40,IND,Jamison Brewer,21.225,G,,Auburn University,2002,2005,54,1.6,0.9,1.0,0.4,0.0,.372,.435,.250,.393,0.0,-0.001
2183,1948,BAA,1,8,FTW,Ward Williams,25.325,F,,Indiana University,1949,1949,53,4.1,,1.5,,,.237,.237,,.750,1.8,
2184,1951,NBA,2,13,FTW,Jack Kiley,22.115,G,,Syracuse University,1952,1953,53,2.3,1.0,1.2,,,.227,.227,,.571,-1.8,-0.175
2185,1967,NBA,2,15,CHI,Byron Beck,22.103,C-F,,University of Denver,1977,1977,53,4.7,1.8,0.6,0.3,0.0,.435,.435,,.818,0.8,.078
2186,1970,NBA,2,33,MIL,Bill Zopf,22.294,G,,Duquesne University,1971,1971,53,2.2,0.9,1.4,,,.363,.363,,.556,-0.1,-0.011
2187,1970,NBA,4,64,LAL,Larry Mikan,22.354,F,,University of Minnesota,1971,1971,53,3.0,2.6,0.8,,,.333,.333,,.618,-0.8,-0.073
2188,1979,NBA,2,26,CLE,Bruce Flowers,22.017,F,,University of Notre Dame,1983,1983,53,4.9,3.4,0.9,0.4,0.2,.534,.539,.000,.774,1.7,.119
2189,1986,NBA,2,35,DAL,Milt Wagner,23.123,G,,University of Louisville,1988,1991,53,4.1,0.7,1.4,0.2,0.1,.422,.441,.296,.875,0.4,.039
2190,1993,NBA,2,43,DEN,Josh Grant,26.334,F,,University of Utah,1994,1994,53,3.0,1.7,0.5,0.3,0.2,.404,.494,.279,.759,0.5,.060
2191,1948,BAA,,,CHS,Whitey Kachan,23.243,G,,DePaul University,1949,1949,52,2.2,,0.7,,,.268,.268,,.643,0.7,
2192,1959,NBA,5,37,STL,Nick Mantis,23.120,G,,Northwestern University,1960,1963,52,4.5,1.8,1.8,,,.367,.367,,.549,-0.8,-0.049
2193,1962,NBA,2,14,SFW,Hubie White,22.065,G-F,,Villanova University,1963,1964,52,3.3,1.5,0.8,,,.329,.329,,.630,-0.8,-0.082
2194,1964,NBA,1,6,SFW,Barry Kramer,21.181,F-G,,New York University,1965,1965,52,3.6,1.9,0.8,,,.339,.339,,.714,0.2,.017
2195,1970,NBA,1,16,MIL,Gary Freeman,22.246,F,,Oregon State University,1971,1971,52,3.2,2.0,0.7,,,.515,.515,,.725,1.2,.155
2196,1970,NBA,2,28,CHI,Paul Ruffner,21.164,C-F,,Brigham Young University,1971,1975,52,2.1,0.9,0.2,0.1,0.1,.440,.440,,.500,0.1,.017
2197,1978,NBA,2,27,IND,Wayne Radford,22.016,G,,Indiana University,1979,1979,52,3.9,1.3,1.1,0.6,0.0,.474,.474,,.800,0.7,.049
2198,1979,NBA,1,19,SAS,Wiley Peck,22.288,G,,Mississippi State University,1980,1980,52,3.5,3.5,0.6,0.3,0.4,.432,.437,.000,.618,0.3,.023
2199,1990,NBA,2,28,GSW,Les Jepsen,23.009,C,,University of Iowa,1991,1992,52,1.0,1.3,0.0,0.0,0.2,.333,.345,.000,.650,0.1,.031
2200,2007,NBA,2,36,GSW,Jermareo Davidson,23.230,F,,University of Alabama,2008,2009,52,3.1,1.8,0.3,0.2,0.3,.425,.425,,.578,0.0,.000
