
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
1614,1994,NBA,1,27,ORL,Brooks Thompson,24.351,G,,Oklahoma State University,1995,1998,168,4.5,0.9,1.7,0.5,0.0,.409,.456,.376,.647,2.0,.057
1615,2000,NBA,1,14,DET,Mateen Cleaves,23.300,G,,Michigan State University,2001,2006,167,3.6,1.0,1.9,0.4,0.0,.389,.399,.267,.728,-0.8,-0.021
1616,2002,NBA,1,21,POR,Qyntel Woods,21.135,F,,Northeast Mississippi Community College,2003,2006,167,4.1,2.3,0.6,0.4,0.2,.452,.470,.357,.603,1.4,.032
1617,1979,NBA,3,47,CHI,Calvin Garrett,23.354,F,,Oral Roberts University,1981,1984,166,5.2,2.6,1.5,0.6,0.1,.457,.461,.300,.767,2.6,.042
1618,1962,NBA,3,19,STL,Charlie Hardnett,24.200,F-C,,Grambling State University,1963,1965,164,7.3,5.7,0.6,,,.423,.423,,.647,3.0,.058
1619,1986,NBA,1,21,WSB,Anthony Jones,24.283,G-F,,University of Nevada Las Vegas,1987,1990,164,3.6,1.3,0.7,0.5,0.2,.393,.401,.306,.740,0.8,.022
1620,2009,NBA,1,6,MIN,Jonny Flynn,20.144,G,,Syracuse University,2010,2012,163,9.2,1.9,3.9,0.7,0.0,.400,.420,.338,.809,-1.1,-0.015
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1621,1971,NBA,1,14,PHO,John Roche,22.189,G,,University of South Carolina,1976,1982,162,8.4,1.1,4.0,0.7,0.1,.468,.486,.389,.819,5.4,.075
1622,1973,NBA,7,118,LAL,Nate Hawthorne,23.105,G,,Southern Illinois University,1974,1976,162,5.4,2.1,0.7,0.4,0.3,.421,.421,,.660,1.7,.041
1623,2002,NBA,2,43,CHI,Lonny Baxter,23.156,F,,University of Maryland,2003,2006,162,3.9,2.9,0.2,0.2,0.4,.466,.469,.200,.657,2.9,.075
1624,1983,NBA,2,40,IND,Jim Thomas,23.257,G,,Indiana University,1984,1991,161,8.4,2.6,2.3,0.9,0.1,.471,.486,.170,.763,4.9,.071
1625,2006,NBA,1,3,CHA,Adam Morrison,22.349,F,,Gonzaga University,2007,2010,161,7.5,2.1,1.4,0.2,0.1,.373,.391,.331,.710,-1.4,-0.021
1626,1981,NBA,3,52,ATL,Rudy Macklin,23.116,F-G,,Louisiana State University,1982,1984,160,6.4,2.9,0.8,0.5,0.2,.449,.452,.000,.776,3.2,.056
1627,1985,NBA,4,82,SAS,Scott Roth,22.021,F,,University of Wisconsin,1988,1990,160,4.7,1.3,1.2,0.5,0.1,.375,.387,.291,.730,1.1,.030
1628,1969,NBA,5,69,LAL,Wil Jones,22.045,F,,Albany State University,1977,1978,159,9.9,5.9,1.9,1.1,0.8,.433,.433,,.731,4.6,.050
1629,1999,NBA,1,19,UTA,Quincy Lewis,22.009,F,,University of Minnesota,2000,2004,159,3.6,1.3,0.6,0.4,0.2,.397,.412,.333,.710,0.8,.020
1630,1962,NBA,1,1,CHZ,Bill McGill,23.197,C-F,,University of Utah,1963,1965,158,10.2,3.9,1.1,,,.486,.486,,.711,6.7,.128
1631,1953,NBA,7,,BOS,Lou Tsioropoulos,23.242,F,,University of Kentucky,1957,1959,157,5.8,4.8,1.1,,,.315,.315,,.717,2.1,.033
1632,1982,NBA,2,36,PHI,J.J. Anderson,22.284,F,,Bradley University,1983,1985,157,4.8,2.8,0.7,0.7,0.2,.465,.471,.000,.558,2.7,.065
1633,1992,NBA,1,25,LAC,Elmore Spencer,23.206,C,,University of Nevada Las Vegas,1993,1997,157,5.9,3.5,0.7,0.3,1.1,.516,.518,.000,.580,0.0,.001
1634,2005,NBA,2,31,ATL,Salim Stoudamire,23.266,G,,University of Arizona,2006,2008,157,8.0,1.4,1.0,0.4,0.1,.407,.435,.366,.882,2.2,.040
1635,1978,NBA,1,16,ATL,Jack Givens,22.266,F-G,,University of Kentucky,1979,1980,156,6.7,2.9,0.9,0.8,0.2,.401,.402,.000,.791,4.3,.079
1636,1980,NBA,1,23,DEN,Carl Nicks,22.253,G,,Indiana State University,1981,1983,156,6.8,1.9,1.6,0.8,0.0,.462,.467,.000,.570,-0.4,-0.007
1637,1994,NBA,1,19,DAL,Tony Dumas,22.313,G,,University of Missouri-Kansas City,1995,1998,156,7.3,1.3,1.2,0.4,0.1,.404,.438,.327,.608,1.3,.027
1638,1954,NBA,2,14,BOS,Red Morrison,22.003,F-C,,University of Idaho,1955,1958,155,3.6,5.3,0.9,,,.396,.396,,.572,2.2,.048
1639,1969,NBA,1,12,LAL,Willie McCarter,23.261,G,,Drake University,1970,1972,155,7.0,1.6,2.0,,,.402,.402,,.656,-1.0,-0.018
1640,1982,NBA,3,63,HOU,Chuck Nevitt,23.022,C,,North Carolina State University,1983,1994,155,1.6,1.5,0.1,0.1,0.7,.438,.438,,.589,0.5,.031
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1641,1982,NBA,4,78,DET,Walker Russell,22.251,G,,Western Michigan University,1983,1988,155,3.0,1.2,2.3,0.4,0.1,.393,.414,.158,.800,-0.7,-0.020
1642,1997,NBA,1,18,POR,Chris Anstey,22.181,C,,,1998,2000,155,5.2,3.4,0.8,0.5,0.4,.413,.424,.138,.755,2.8,.062
1643,2000,NBA,2,40,ATL,Hanno Mottola,24.298,C,,University of Utah,2001,2002,155,4.6,2.9,0.5,0.2,0.2,.442,.451,.063,.783,0.9,.019
1644,1978,NBA,1,22,GSW,Raymond Townsend,22.177,G,,University of California Los Angeles,1979,1982,154,4.8,1.0,1.4,0.6,0.1,.411,.423,.171,.703,1.0,.023
1645,1983,NBA,3,50,CLE,Paul Thompson,22.039,G-F,,Tulane University,1984,1986,154,8.9,3.5,1.5,0.9,0.5,.432,.447,.210,.792,4.9,.076
1646,1988,NBA,1,16,HOU,Derrick Chievous,21.001,F,,University of Missouri,1989,1991,154,7.1,2.4,0.7,0.5,0.1,.443,.451,.242,.755,2.7,.057
1647,1975,NBA,2,30,CHI,Steve Green,22.242,F,,Indiana University,1977,1979,153,4.6,2.0,0.6,0.5,0.1,.438,.438,,.704,2.2,.065
1648,1982,NBA,1,19,DEN,Rob Williams,21.060,G,,University of Houston,1983,1984,153,8.6,2.2,5.4,1.1,0.1,.439,.448,.274,.789,2.1,.030
1649,1996,NBA,2,52,IND,Mark Pope,24.294,F,,University of Kentucky,1998,2005,153,1.9,1.7,0.4,0.2,0.3,.401,.455,.179,.573,1.3,.038
1650,1998,NBA,1,28,CHI,Corey Benjamin,20.125,G,,Oregon State University,1999,2003,153,5.5,1.7,0.9,0.5,0.3,.390,.423,.289,.652,-0.9,-0.019
1651,1999,NBA,2,34,NJN,Evan Eschmeyer,24.037,C,,Northwestern University,2000,2003,153,2.8,3.9,0.5,0.5,0.6,.463,.463,,.621,4.0,.090
1652,2009,NBA,1,11,NJN,Terrence Williams,22.003,F,,University of Louisville,2010,2013,153,7.1,3.6,2.4,0.5,0.1,.412,.432,.317,.659,-0.2,-0.004
1653,2009,NBA,2,42,LAL,Patrick Beverley,21.353,G,,University of Arkansas,2013,2015,153,8.9,3.5,3.0,1.1,0.4,.401,.453,.361,.798,9.9,.113
1654,1992,NBA,2,35,CHH,Tony Bennett,23.029,G,,University of Wisconsin-Green Bay,1993,1995,152,3.5,1.0,2.0,0.5,0.0,.412,.446,.335,.732,1.6,.041
1655,1948,BAA,,,NYK,Tex Ritter,24.080,G-F,,Eastern Kentucky University,1949,1951,151,5.2,0.4,1.0,,,.348,.348,,.674,5.7,
1656,1949,BAA,1,5,PHW,Vern Gardner,24.317,F-C,,University of Utah,1950,1952,151,8.9,2.3,1.6,,,.344,.344,,.748,7.4,.704
1657,1990,NBA,2,37,WSB,A.J. English,23.357,G,,Virginia Union University,1991,1992,151,9.9,2.1,2.1,0.4,0.2,.435,.449,.138,.778,1.1,.017
1658,1992,NBA,1,16,LAC,Randy Woods,22.280,G,,La Salle University,1993,1996,151,2.4,0.6,1.7,0.6,0.0,.340,.384,.305,.683,0.6,.026
1659,2000,NBA,1,15,MIL,Jason Collier,23.299,C,,Georgia Institute of Technology,2001,2005,151,5.6,2.9,0.3,0.2,0.2,.455,.458,.350,.738,1.9,.042
1660,2006,NBA,1,30,POR,Joel Freeland,19.146,F-C,,,2013,2015,151,3.2,3.4,0.4,0.2,0.4,.459,.461,.000,.728,3.2,.084
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1661,1955,NBA,3,19,NYK,Guy Sparrow,22.167,F,,University of Detroit Mercy,1958,1960,150,7.8,4.9,0.9,,,.358,.358,,.608,0.1,.003
1662,1960,NBA,3,17,CIN,Ralph Davis,22.222,G,,University of Cincinnati,1961,1962,150,8.0,1.7,2.8,,,.409,.409,,.677,0.4,.006
1663,1981,NBA,3,61,POR,Petur Gudmundsson,23.228,C,,University of Washington,1982,1989,150,4.6,3.8,1.0,0.2,0.6,.494,.494,.500,.754,2.1,.050
1664,2003,NBA,1,17,PHO,Zarko Cabarkapa,22.041,F,,,2004,2006,150,4.3,2.1,0.6,0.2,0.2,.427,.457,.273,.733,1.1,.035
1665,2009,NBA,2,38,POR,Jon Brockman,22.103,F,,University of Washington,2010,2012,150,2.1,3.1,0.3,0.2,0.1,.488,.490,.000,.618,3.7,.113
1666,1949,BAA,5,,WSC,Cliff Barker,28.072,G,,University of Kentucky,1950,1952,149,3.7,1.2,2.0,,,.316,.316,,.662,2.0,.197
1667,1986,NBA,6,134,ATL,Alexander Volkov,22.086,F,,,1990,1992,149,6.8,2.6,2.2,0.7,0.3,.455,.480,.333,.613,4.5,.087
1668,1989,NBA,2,37,ORL,Michael Ansley,22.145,F,,University of Alabama,1990,1992,149,6.9,4.2,0.4,0.3,0.2,.513,.513,,.722,6.4,.142
1669,1947,BAA,,,BOS,Gene Stump,24.236,F-G,,DePaul University,1948,1950,148,5.3,,0.8,,,.303,.303,,.692,1.1,
1670,1981,NBA,1,17,KCK,Kevin Loder,22.092,F-G,,Alabama State University,1982,1984,148,5.9,2.3,1.2,0.5,0.3,.461,.467,.261,.695,2.4,.055
1671,1992,NBA,2,39,CHI,Litterial Green,22.115,G,,University of Georgia,1993,1999,148,2.9,0.5,1.2,0.3,0.0,.420,.448,.077,.665,1.6,.066
1672,2003,NBA,1,22,NJN,Zoran Planinic,21.292,G,,,2004,2006,148,3.8,1.3,1.1,0.4,0.0,.405,.447,.289,.677,1.5,.046
1673,1947,BAA,1,6,PHW,Chink Crossin,23.002,G,,University of Pennsylvania,1948,1950,147,4.7,,1.5,,,.318,.318,,.711,3.7,
1674,1963,NBA,1,1,NYK,Art Heyman,22.315,F-G,,Duke University,1964,1966,147,10.3,2.8,2.4,,,.427,.427,,.679,4.0,.063
1675,1974,NBA,2,23,HOU,Gus Bailey,23.105,G-F,,University of Texas at El Paso,1975,1980,147,2.6,1.7,1.1,0.4,0.3,.406,.405,1.000,.510,0.8,.029
1676,1975,NBA,4,56,LAL,C.J. Kupec,22.138,F-C,,University of Michigan,1976,1978,147,4.1,2.1,0.7,0.2,0.0,.427,.427,,.772,1.8,.053
1677,1986,NBA,6,133,DEN,Anthony Frederick,22.197,F,,Pepperdine University,1989,1992,147,4.9,1.9,0.9,0.5,0.3,.439,.445,.273,.699,0.7,.019
1678,1994,NBA,1,22,SAS,Bill Curley,22.036,F,,Boston College,1995,2001,147,2.7,2.0,0.4,0.4,0.3,.444,.449,.222,.743,1.6,.047
1679,1974,NBA,1,17,BOS,Glenn McDonald,22.076,F-G,,California State University Long Beach,1975,1977,146,4.2,1.5,0.7,0.3,0.2,.400,.400,,.732,1.1,.034
1680,1974,NBA,3,49,PHO,Earl Williams,23.071,C-F,,Winston-Salem State University,1975,1979,146,4.5,5.6,0.9,0.4,0.4,.432,.432,,.475,2.7,.069
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1681,1968,NBA,3,31,CHI,Dave Newmark,22.272,C,,Columbia University,1969,1970,145,5.3,3.6,0.7,,,.405,.405,,.671,1.2,.034
1682,1974,NBA,3,44,SEA,Tal Skinner,22.265,F-G,,University of Maryland Eastern Shore,1975,1976,145,4.6,4.2,1.0,0.7,0.2,.434,.434,,.633,3.4,.058
1683,1979,NBA,3,49,CHI,Cedrick Hordges,22.173,F-C,,University of South Carolina,1981,1982,145,7.6,5.9,1.2,0.4,0.3,.475,.481,.188,.639,2.2,.036
1684,2000,NBA,1,11,BOS,Jerome Moiso,22.019,F,,University of California Los Angeles,2001,2005,145,2.7,2.7,0.3,0.3,0.5,.489,.494,.000,.593,2.1,.074
1685,2005,NBA,2,48,SEA,Mickael Gelabale,22.043,F,,,2007,2013,145,4.6,2.3,0.8,0.3,0.2,.470,.519,.316,.815,3.0,.062
1686,1960,NBA,3,22,STL,Fred LaCour,22.069,G-F,,University of San Francisco,1961,1963,144,6.5,3.3,1.9,,,.421,.421,,.774,3.4,.068
1687,1966,NBA,2,19,PHI,Bill Melchionni,22.209,G,,Villanova University,1967,1968,144,4.4,1.4,1.4,,,.412,.412,,.673,1.0,.033
1688,1971,NBA,8,120,CLE,Charlie Davis,22.208,G,,Wake Forest University,1972,1974,144,8.9,1.5,2.2,0.0,0.0,.408,.408,,.806,1.4,.026
1689,1975,NBA,7,113,PHI,Mike Flynn,22.307,G,,University of Kentucky,1977,1978,144,6.2,2.1,2.2,0.7,0.1,.440,.440,,.653,2.6,.054
1690,1989,NBA,1,19,PHI,Kenny Payne,23.220,F-G,,University of Louisville,1990,1993,144,3.5,1.2,0.4,0.3,0.2,.410,.424,.293,.859,-0.1,-0.005
1691,1956,NBA,,,SYR,Swede Halbrook,23.096,C,,Oregon State University,1961,1962,143,5.5,6.6,0.4,,,.347,.347,,.591,0.3,.007
1692,1968,NBA,1,10,NYK,Bill Hosket,21.172,F-C,,Ohio State University,1969,1972,143,4.0,2.5,0.7,,,.485,.485,,.715,3.2,.109
1693,1974,NBA,3,52,CHI,Bobby Wilson,23.139,G,,Wichita State University,1975,1978,143,5.5,1.2,0.8,0.4,0.0,.426,.426,,.773,1.7,.053
1694,1979,NBA,3,48,DET,Terry Duerod,23.336,G,,University of Detroit Mercy,1980,1983,143,6.7,1.1,1.2,0.4,0.1,.462,.473,.329,.672,1.0,.023
1695,1989,NBA,2,31,LAC,Jeff Martin,22.170,G,,Murray State University,1990,1991,143,6.7,2.0,0.8,0.5,0.3,.417,.434,.282,.694,2.1,.038
1696,1994,NBA,2,29,PHO,Antonio Lang,22.050,F-G,,Duke University,1995,2000,143,2.3,1.5,0.3,0.4,0.3,.455,.469,.000,.719,1.7,.057
1697,1999,NBA,2,37,VAN,Obinna Ekezie,24.318,F-C,,University of Maryland,2000,2005,143,3.6,2.7,0.2,0.3,0.2,.423,.424,.000,.720,1.7,.054
1698,2001,NBA,1,11,BOS,Kedrick Brown,20.106,G,,Okaloosa-Walton Community College,2002,2005,143,3.6,2.4,0.7,0.6,0.2,.405,.471,.274,.640,3.0,.074
1699,2004,NBA,1,22,NJN,Viktor Khryapa,22.331,F,,,2005,2008,143,4.5,3.4,1.0,0.6,0.3,.443,.457,.292,.658,2.0,.041
1700,2006,NBA,1,19,SAC,Quincy Douby,22.048,G,,Rutgers University,2007,2009,143,4.1,1.1,0.7,0.3,0.1,.389,.436,.312,.884,0.0,.000
