
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
121,1996,NBA,1,10,IND,Erick Dampier,21.353,C,,Mississippi State University,1997,2012,987,7.4,7.1,0.8,0.3,1.4,.498,.499,.125,.626,52.7,.105
122,1985,NBA,1,7,GSW,Chris Mullin,22.329,F-G,,St. John's University,1986,2001,986,18.2,4.1,3.5,1.6,0.6,.509,.533,.384,.865,93.1,.139
123,1982,NBA,1,5,KCK,LaSalle Thompson,21.011,C-F,,University of Texas at Austin,1983,1997,985,7.9,6.8,1.2,0.8,1.0,.492,.493,.154,.737,35.0,.079
124,1968,NBA,1,2,BAL,Wes Unseld,22.088,C-F,,University of Louisville,1969,1981,984,10.8,14.0,3.9,0.6,0.4,.509,.509,.500,.633,110.1,.147
125,1978,NBA,2,40,GSW,Wayne Cooper,22.210,C-F,,University of New Orleans,1979,1992,984,7.9,6.2,0.9,0.3,1.6,.457,.459,.146,.736,36.9,.087
126,1979,NBA,1,7,SEA,Vinnie Johnson,23.302,G,,Baylor University,1980,1992,984,12.0,3.2,3.3,0.9,0.3,.464,.471,.254,.740,50.8,.100
127,1988,NBA,1,6,LAC,Hersey Hawkins,22.278,G,,Bradley University,1989,2001,983,14.7,3.6,2.9,1.7,0.3,.461,.488,.394,.870,90.6,.136
128,2001,NBA,1,3,ATL,Pau Gasol,21.361,F-C,,,2002,2015,983,18.3,9.4,3.2,0.5,1.7,.513,.516,.278,.753,123.5,.170
129,1998,NBA,1,25,IND,Al Harrington,18.132,F,,,1999,2014,981,13.5,5.6,1.7,0.9,0.3,.444,.474,.352,.727,42.5,.073
130,1981,NBA,1,9,DAL,Rolando Blackman,22.109,G,,Kansas State University,1982,1994,980,18.0,3.3,3.0,0.7,0.3,.493,.501,.343,.840,75.6,.113
131,1981,NBA,1,2,DET,Isiah Thomas,20.045,G,,Indiana University,1982,1994,979,19.2,3.6,9.3,1.9,0.3,.452,.468,.290,.759,80.7,.109
132,2001,NBA,1,6,MEM,Shane Battier,23.297,F,,Duke University,2002,2014,977,8.6,4.2,1.8,1.0,0.9,.437,.486,.384,.743,75.7,.121
133,1970,NBA,14,205,DET,Randy Smith,21.106,G-F,,State University of New York College at Buffalo,1972,1983,976,16.7,3.7,4.6,1.4,0.1,.470,.472,.155,.781,60.1,.092
134,1971,NBA,7,104,BUF,Randy Smith,22.112,G-F,,State University of New York College at Buffalo,1972,1983,976,16.7,3.7,4.6,1.4,0.1,.470,.472,.155,.781,60.1,.092
135,1988,NBA,1,5,GSW,Mitch Richmond,23.004,G,,Kansas State University,1989,2002,976,21.0,3.9,3.5,1.2,0.3,.455,.474,.388,.850,79.3,.111
136,1996,NBA,1,2,TOR,Marcus Camby,22.102,C-F,,University of Massachusetts Amherst,1997,2013,973,9.5,9.8,1.9,1.0,2.4,.466,.469,.205,.670,81.6,.137
137,1959,NBA,1,4,SYR,Dick Barnett,23.185,G-F,,Tennessee State University,1960,1974,971,15.8,2.9,2.8,0.0,0.0,.456,.456,,.761,68.7,.114
138,1980,NBA,1,3,BOS,Kevin McHale,22.179,F-C,,University of Minnesota,1981,1993,971,17.9,7.3,1.7,0.4,1.7,.554,.558,.261,.798,113.0,.180
139,1995,NBA,1,3,PHI,Jerry Stackhouse,21.240,G-F,,University of North Carolina,1996,2013,970,16.9,3.2,3.3,0.9,0.5,.409,.441,.309,.822,52.4,.083
140,1982,NBA,1,18,DET,Ricky Pierce,23.320,F-G,,Rice University,1983,1998,969,14.9,2.4,1.9,0.8,0.2,.493,.509,.322,.875,72.2,.146
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
141,1990,NBA,1,5,CHH,Kendall Gill,22.038,G,,University of Illinois at Urbana-Champaign,1991,2005,966,13.4,4.1,3.0,1.6,0.4,.434,.448,.300,.754,47.8,.078
142,1985,NBA,1,6,SAC,Joe Kleine,23.171,C,,University of Arkansas,1986,2000,965,4.8,4.1,0.6,0.3,0.3,.453,.455,.271,.794,19.1,.062
143,2000,NBA,1,5,ORL,Mike Miller,20.135,F,,University of Florida,2001,2015,965,11.3,4.4,2.7,0.6,0.2,.460,.502,.407,.769,60.4,.106
144,1963,NBA,1,3,SFW,Nate Thurmond,22.284,C-F,,Bowling Green State University,1964,1977,964,15.0,15.0,2.7,0.1,0.6,.421,.421,,.667,78.0,.104
145,1966,NBA,2,14,STL,Dick Snyder,22.105,G-F,,Davidson College,1967,1979,964,12.2,2.8,2.9,0.3,0.2,.488,.488,,.824,58.3,.109
146,1956,NBA,1,2,STL,Bill Russell,22.083,C,,University of San Francisco,1957,1969,963,15.1,22.5,4.3,,,.440,.440,,.561,163.5,.193
147,1971,NBA,1,6,SEA,Fred Brown,23.239,G,,University of Iowa,1972,1984,963,14.6,2.7,3.3,1.2,0.2,.478,.480,.373,.858,63.2,.124
148,1979,NBA,1,3,NYK,Bill Cartwright,22.335,C,,University of San Francisco,1980,1995,963,13.2,6.3,1.4,0.5,0.7,.525,.525,.000,.771,72.8,.127
149,1977,NBA,1,15,LAL,Brad Davis,21.181,G,,University of Maryland,1978,1992,961,8.2,1.8,4.9,0.8,0.2,.510,.542,.321,.828,53.6,.115
150,1999,NBA,1,4,LAC,Lamar Odom,20.241,F,,University of Rhode Island,2000,2013,961,13.3,8.4,3.7,0.9,0.9,.463,.502,.312,.693,77.0,.115
151,1970,NBA,1,1,DET,Bob Lanier,22.199,C,,St. Bonaventure University,1971,1984,959,20.1,10.1,3.1,0.8,1.1,.514,.515,.154,.767,117.1,.175
152,1979,NBA,4,73,SEA,James Donaldson,22.318,C,,Washington State University,1981,1995,957,8.6,7.8,0.8,0.4,1.3,.571,.571,,.732,62.3,.114
153,1982,NBA,1,13,NJN,Sleepy Floyd,22.120,G,,Georgetown University,1983,1995,957,12.8,2.6,5.4,1.2,0.2,.444,.467,.324,.815,50.6,.092
154,1994,NBA,1,4,MIN,Donyell Marshall,21.047,F,,University of Connecticut,1995,2009,957,11.2,6.7,1.4,0.8,0.9,.435,.468,.350,.731,59.0,.113
155,1976,NBA,1,6,BUF,Adrian Dantley,20.106,F-G,,University of Notre Dame,1977,1991,955,24.3,5.7,3.0,1.0,0.2,.540,.541,.171,.818,134.2,.189
156,1988,NBA,1,14,PHO,Dan Majerle,23.298,G-F,,Central Michigan University,1989,2002,955,11.4,4.5,2.9,1.3,0.4,.431,.482,.358,.741,78.5,.125
157,1994,NBA,1,10,LAL,Eddie Jones,23.258,G-F,,Temple University,1995,2008,954,14.8,4.0,2.9,1.7,0.6,.437,.474,.373,.809,100.6,.147
158,1981,NBA,1,21,MIL,Alton Lister,23.257,C-F,,Arizona State University,1982,1998,953,6.6,6.3,1.0,0.4,1.5,.512,.513,.111,.597,36.6,.093
159,1983,NBA,6,139,PHI,Sedale Threatt,22.296,G,,West Virginia University Institute of Technology,1984,1997,951,9.8,1.8,3.8,1.2,0.1,.485,.501,.293,.815,48.0,.103
160,1959,NBA,1,2,DET,Bailey Howell,22.075,F,,Mississippi State University,1960,1971,950,18.7,9.9,2.0,,,.480,.480,,.762,114.8,.180
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
161,1977,NBA,1,16,GSW,Rickey Green,23.302,G,,University of Michigan,1978,1992,946,9.4,1.9,5.5,1.4,0.1,.469,.475,.207,.807,47.2,.097
162,1986,NBA,1,4,IND,Chuck Person,22.360,F,,Auburn University,1987,2000,943,14.7,5.1,2.8,0.7,0.2,.458,.495,.362,.723,38.9,.065
163,1988,NBA,1,24,BOS,Brian Shaw,22.104,G,,University of California Santa Barbara,1989,2003,943,6.9,3.4,4.2,0.8,0.3,.403,.431,.304,.782,23.8,.053
164,1991,NBA,1,5,MIA,Steve Smith,22.092,G,,Michigan State University,1992,2005,942,14.3,3.2,3.1,0.8,0.3,.440,.476,.358,.845,83.7,.139
165,2002,NBA,1,23,DET,Tayshaun Prince,22.124,F,,University of Kentucky,2003,2015,940,11.8,4.5,2.5,0.6,0.5,.455,.470,.370,.757,62.6,.100
166,1980,NBA,1,7,NJN,Mike Gminski,21.317,C,,Duke University,1981,1994,938,11.7,6.9,1.3,0.5,1.1,.465,.467,.122,.843,55.9,.111
167,1997,NBA,1,9,TOR,Tracy McGrady,18.037,F,,,1998,2012,938,19.6,5.6,4.4,1.2,0.9,.435,.461,.338,.746,97.3,.152
168,1987,NBA,1,9,SEA,Derrick McKey,21.260,F-C,,University of Alabama,1988,2002,937,11.0,4.7,2.4,1.1,0.7,.486,.500,.316,.779,61.8,.109
169,1993,NBA,1,10,DET,Lindsey Hunter,23.215,G,,Jackson State University,1994,2010,937,8.5,2.2,2.7,1.2,0.2,.388,.405,.360,.746,32.9,.068
170,1978,NBA,1,1,POR,Mychal Thompson,23.136,C-F,,University of Minnesota,1979,1991,935,13.7,7.4,2.3,0.7,1.1,.504,.504,.083,.655,59.1,.102
171,1960,NBA,1,2,LAL,Jerry West,22.324,G,,West Virginia University,1961,1974,932,27.0,5.8,6.7,0.1,0.0,.474,.474,,.814,162.6,.213
172,1999,NBA,1,16,CHI,Metta World Peace,20.234,F,,St. John's University,2000,2014,931,13.8,4.7,2.8,1.8,0.5,.417,.449,.341,.716,61.2,.096
173,1991,NBA,1,24,BOS,Rick Fox,22.342,F-G,,University of North Carolina,1992,2004,930,9.6,3.8,2.8,1.0,0.4,.450,.492,.349,.770,44.7,.090
174,1965,NBA,2,11,DET,Tom Van Arsdale,22.079,F-G,,Indiana University,1966,1977,929,15.3,4.2,2.2,0.2,0.0,.431,.431,,.762,36.6,.061
175,1987,NBA,1,2,PHO,Armen Gilliam,23.030,F-C,,University of Nevada Las Vegas,1988,2000,929,13.7,6.9,1.2,0.7,0.7,.489,.490,.000,.776,58.1,.106
176,1976,NBA,1,1,HOU,John Lucas,23.226,G,,University of Maryland,1977,1990,928,10.7,2.3,7.0,1.4,0.1,.449,.464,.303,.776,53.7,.101
177,1983,NBA,1,7,UTA,Thurl Bailey,22.087,F-C,,North Carolina State University,1984,1999,928,12.8,5.1,1.4,0.5,1.2,.473,.474,.114,.812,45.0,.087
178,1961,NBA,3,32,CHP,Bill Bridges,22.363,F-C,,University of Kansas,1963,1975,926,11.9,11.9,2.8,0.1,0.0,.442,.442,,.693,59.9,.093
179,1967,NBA,1,2,BAL,Earl Monroe,22.168,G,,Winston-Salem State University,1968,1980,926,18.8,3.0,3.9,0.5,0.1,.464,.464,,.807,77.4,.125
180,1982,NBA,1,1,LAL,James Worthy,21.127,F,,University of North Carolina,1983,1994,926,17.6,5.1,3.0,1.1,0.7,.521,.532,.241,.769,81.2,.130
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
181,1950,NBA,1,3,TRI,Bob Cousy,22.264,G,,College of the Holy Cross,1951,1970,924,18.4,5.2,7.5,,,.375,.375,,.803,91.1,.145
182,1981,NBA,1,1,DAL,Mark Aguirre,22.187,F-G,,DePaul University,1982,1994,923,20.0,5.0,3.1,0.7,0.3,.484,.500,.312,.741,67.8,.117
183,1994,NBA,1,13,DEN,Jalen Rose,21.155,G-F,,University of Michigan,1995,2007,923,14.3,3.5,3.8,0.8,0.3,.443,.464,.355,.801,47.2,.081
184,1965,NBA,2,10,NYK,Dick Van Arsdale,22.079,G-F,,Indiana University,1966,1977,921,16.4,4.1,3.3,0.3,0.0,.464,.464,,.790,75.2,.114
185,1999,NBA,1,7,WAS,Richard Hamilton,21.141,G-F,,University of Connecticut,2000,2013,921,17.1,3.1,3.4,0.8,0.1,.449,.463,.346,.852,62.8,.102
186,1981,NBA,1,20,PHO,Larry Nance,22.123,F-C,,Clemson University,1982,1994,920,17.1,8.0,2.6,0.9,2.2,.546,.548,.145,.755,109.6,.171
187,2001,NBA,1,2,LAC,Tyson Chandler,19.273,C,,,2002,2015,920,8.8,9.3,0.8,0.6,1.3,.591,.592,.000,.645,88.9,.161
188,1977,NBA,2,40,HOU,Robert Reid,22.290,F-G,,St. Mary's University,1978,1991,919,11.4,4.5,2.7,1.1,0.4,.458,.464,.291,.732,40.3,.077
189,1989,NBA,1,2,LAC,Danny Ferry,23.259,F,,Duke University,1991,2003,917,7.0,2.8,1.3,0.4,0.3,.446,.470,.393,.840,34.8,.092
190,1960,NBA,1,8,BOS,Tom Sanders,21.160,F,,New York University,1961,1973,916,9.6,6.3,1.1,,,.428,.428,,.767,56.5,.122
191,2001,NBA,1,19,POR,Zach Randolph,20.351,F,,Michigan State University,2002,2015,916,17.1,9.5,1.8,0.8,0.3,.473,.480,.262,.763,72.1,.118
192,1992,NBA,1,9,PHI,Clarence Weatherspoon,22.295,F,,University of Southern Mississippi,1993,2005,915,11.5,7.5,1.5,1.0,0.9,.471,.473,.196,.743,58.4,.101
193,2003,NBA,1,21,ATL,Boris Diaw,21.076,F-C,,,2004,2015,915,9.1,4.6,3.6,0.7,0.5,.494,.528,.340,.715,46.7,.086
194,1996,NBA,1,1,PHI,Allen Iverson,21.025,G,,Georgetown University,1997,2010,914,26.7,3.7,6.2,2.2,0.2,.425,.448,.313,.780,99.0,.126
195,1992,NBA,1,24,GSW,Latrell Sprewell,22.295,G,,University of Alabama,1993,2005,913,18.3,4.1,4.0,1.4,0.4,.425,.451,.337,.804,56.3,.077
196,1995,NBA,1,15,DEN,Brent Barry,24.185,G,,Oregon State University,1996,2009,912,9.3,3.0,3.2,1.0,0.3,.460,.525,.405,.823,70.5,.143
197,1986,NBA,2,27,DET,Dennis Rodman,25.041,F,,Southeastern Oklahoma State University,1987,2000,911,7.3,13.1,1.8,0.7,0.6,.521,.542,.231,.584,89.8,.150
198,2003,NBA,1,1,CLE,LeBron James,18.182,F-G,,,2004,2015,911,27.3,7.1,6.9,1.7,0.8,.496,.535,.342,.745,178.9,.240
199,1988,NBA,2,50,PHO,Steve Kerr,23.280,G,,University of Arizona,1989,2003,910,6.0,1.2,1.8,0.5,0.1,.479,.494,.454,.864,47.2,.140
200,1971,NBA,7,117,CHI,Artis Gilmore,22.194,C,,Jacksonville University,1977,1988,909,17.1,10.1,2.0,0.5,1.9,.599,.600,.077,.713,107.4,.174
