
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
1968,1980,NBA,2,31,LAL,Wayne Robinson,22.058,F,,Virginia Polytechnic Institute and State University,1981,1981,81,7.9,3.6,1.4,0.6,0.3,.460,.465,.000,.729,1.7,.052
1969,2004,NBA,2,36,ORL,Antonio Burks,24.126,G,,University of Memphis,2005,2006,81,2.3,0.6,1.3,0.4,0.0,.387,.401,.235,.571,0.1,.004
1970,1953,NBA,1,6,SYR,Jim Neal,23.344,C,,Wofford College,1954,1955,80,4.4,3.8,0.4,,,.301,.301,,.601,0.1,.005
1971,1974,NBA,5,80,SEA,Dean Tolson,23.190,F,,University of Arkansas,1975,1978,80,5.0,2.2,0.4,0.5,0.3,.546,.546,,.545,2.2,.153
1972,1978,NBA,5,110,POR,Clay Johnson,22.331,G,,University of Missouri,1982,1984,80,2.8,1.2,0.6,0.4,0.1,.410,.411,.333,.724,0.7,.046
1973,1983,NBA,1,24,CLE,Stewart Granger,22.249,G,,Villanova University,1984,1987,80,4.0,1.0,2.2,0.4,0.0,.414,.425,.235,.742,-0.1,-0.005
1974,1988,NBA,3,65,SEA,Corey Gaines,23.033,G,,Loyola Marymount University,1989,1995,80,3.1,0.9,3.1,0.5,0.1,.424,.479,.229,.736,1.1,.052
1975,1997,NBA,2,51,LAL,DeJuan Wheat,24.260,G,,University of Louisville,1998,1999,80,3.3,0.7,1.6,0.4,0.0,.383,.380,.390,.700,0.5,.034
1976,2000,NBA,2,32,CHI,A.J. Guyton,22.142,G,,Indiana University,2001,2003,80,5.5,1.0,1.8,0.3,0.2,.377,.377,.378,.822,0.3,.010
1977,2009,NBA,1,22,POR,Victor Claver,21.304,F,,,2013,2015,80,3.2,2.2,0.7,0.4,0.2,.398,.489,.293,.585,0.2,.011
1978,2010,NBA,1,25,MEM,Dominique Jones,22.257,G,,University of South Florida,2011,2013,80,3.1,1.4,1.8,0.4,0.1,.366,.393,.095,.729,0.3,.017
1979,1952,NBA,1,1,MLH,Mark Workman,22.053,F-C,,West Virginia University,1953,1954,79,4.9,2.9,0.6,,,.331,.331,,.618,-1.2,-0.049
1980,1963,NBA,2,11,SFW,Gary Hill,22.210,G,,Oklahoma City University,1964,1965,79,4.7,1.6,1.4,,,.371,.371,,.637,0.4,.016
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1981,1969,NBA,12,167,PHI,Fatty Taylor,23.031,G,,La Salle University,1977,1977,79,3.8,2.7,3.6,1.7,0.1,.420,.420,,.569,2.1,.066
1982,1971,NBA,3,43,BAL,Rich Rinaldi,22.243,G,,Saint Peter's College,1972,1974,79,5.0,1.2,0.9,0.0,0.0,.393,.393,,.724,0.2,.012
1983,1975,NBA,5,76,PHO,Joe Pace,21.167,C,,Coppin State University,1977,1978,79,3.2,2.1,0.3,0.2,0.5,.467,.467,,.598,1.1,.092
1984,1976,NBA,2,31,WSB,Joe Pace,22.178,C,,Coppin State University,1977,1978,79,3.2,2.1,0.3,0.2,0.5,.467,.467,,.598,1.1,.092
1985,1959,NBA,3,16,DET,Gary Alcorn,22.179,C,,California State University Fresno,1960,1961,78,3.3,4.2,0.3,,,.293,.293,,.598,-1.3,-0.072
1986,1970,NBA,5,83,BAL,Gary Zeller,22.129,G,,Drake University,1971,1972,78,3.5,1.2,0.5,,,.340,.340,,.587,-1.5,-0.107
1987,1975,NBA,3,48,WSB,Tom Kropp,22.111,G,,University of Nebraska at Kearney,1976,1977,78,2.5,0.8,0.6,0.3,0.0,.440,.440,,.702,0.5,.042
1988,1976,NBA,2,18,CHI,Willie Smith,23.231,G,,University of Missouri,1977,1980,78,4.6,1.7,3.6,1.1,0.0,.400,.439,.239,.754,1.3,.052
1989,1976,NBA,5,70,ATL,Ron Davis,22.044,G-F,,Washington State University,1977,1982,78,5.3,1.8,0.7,0.6,0.1,.420,.423,.250,.571,0.1,.007
1990,1979,NBA,2,30,DEN,Gary Garland,22.261,G,,DePaul University,1980,1980,78,4.3,1.8,1.9,0.7,0.1,.435,.442,.316,.692,0.5,.020
1991,1981,NBA,8,165,UTA,Bobby Cattage,23.302,F,,Auburn University,1982,1986,78,3.1,1.4,0.1,0.2,0.0,.404,.412,.143,.765,0.3,.027
1992,1991,NBA,2,39,CLE,Jimmy Oliver,22.354,G-F,,Purdue University,1992,1999,78,4.2,1.0,0.7,0.3,0.0,.407,.418,.340,.772,0.3,.018
1993,1969,NBA,5,64,SFW,Willie Wise,22.041,F,,Drake University,1977,1978,77,8.0,3.3,1.8,0.8,0.2,.459,.459,,.644,2.5,.085
1994,1970,NBA,3,39,CIN,Greg Hyder,22.280,F,,Eastern New Mexico University,1971,1971,77,5.4,4.3,0.6,,,.447,.447,,.718,1.1,.040
1995,1971,NBA,4,64,LAL,Roger Brown,21.039,C,,University of Kansas,1973,1980,77,1.8,3.0,0.3,0.3,0.6,.389,.389,,.702,0.6,.035
1996,1972,NBA,2,18,SEA,Joby Wright,22.223,F-C,,Indiana University,1973,1973,77,3.9,2.8,0.5,,,.478,.478,,.416,0.6,.033
1997,1977,NBA,3,60,GSW,Marlon Redmond,22.062,G,,University of San Francisco,1979,1980,77,6.5,2.1,1.0,0.4,0.3,.423,.430,.000,.655,0.6,.026
1998,1978,NBA,5,96,NOJ,Duck Williams,22.316,G,,University of Notre Dame,1980,1980,77,6.6,1.4,2.4,1.3,0.1,.447,.458,.000,.700,-0.3,-0.009
1999,1983,NBA,2,36,SEA,Scooter McCray,23.146,F-G,,University of Louisville,1984,1987,77,2.9,2.5,1.0,0.3,0.3,.423,.423,,.611,0.4,.023
2000,1985,NBA,4,90,PHI,Derrick Gervin,22.088,F,,University of Texas at San Antonio,1990,1991,77,8.8,2.3,0.5,0.5,0.3,.435,.446,.226,.764,2.1,.095
