
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
233,2001,NBA,2,39,SEA,Earl Watson,22.021,G,,University of California Los Angeles,2002,2014,878,6.4,2.3,4.4,1.0,0.2,.411,.449,.324,.703,19.2,.047
234,1970,NBA,2,19,CIN,Tiny Archibald,22.207,G,,University of Texas at El Paso,1971,1984,876,18.8,2.3,7.4,0.8,0.1,.467,.469,.224,.810,83.4,.128
235,1962,NBA,,,DET,Dave DeBusschere,21.166,F-G,,University of Detroit Mercy,1963,1974,875,16.1,11.0,2.9,0.1,0.0,.432,.432,,.699,60.8,.093
236,1979,NBA,5,107,PHO,Mark Eaton,22.157,C,,University of California Los Angeles,1983,1993,875,6.0,7.9,1.0,0.4,3.5,.458,.458,.000,.649,44.8,.085
237,1982,NBA,4,72,UTA,Mark Eaton,25.162,C,,University of California Los Angeles,1983,1993,875,6.0,7.9,1.0,0.4,3.5,.458,.458,.000,.649,44.8,.085
238,1959,NBA,1,1,CIN,Bob Boozer,22.344,F,,Kansas State University,1961,1971,874,14.8,8.1,1.4,,,.462,.462,,.761,64.2,.121
239,1977,NBA,1,7,NJN,Bernard King,21.193,F,,University of Tennessee,1978,1993,874,22.5,5.8,3.3,1.0,0.3,.518,.521,.172,.730,75.4,.123
240,1978,NBA,3,60,LAL,Michael Cooper,22.060,G-F,,University of New Mexico,1979,1990,873,8.9,3.2,4.2,1.2,0.6,.469,.500,.340,.833,52.5,.107
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
241,1983,NBA,3,48,HOU,Craig Ehlo,22.326,G-F,,Washington State University,1984,1997,873,8.6,3.6,2.8,1.1,0.3,.453,.481,.369,.689,41.2,.094
242,1997,NBA,1,4,VAN,Antonio Daniels,22.104,G,,Bowling Green State University,1998,2011,872,7.6,1.8,3.4,0.6,0.1,.444,.483,.311,.793,47.0,.115
243,1956,NBA,,,MNL,Sam Jones,23.316,G-F,,North Carolina Central University,1958,1969,871,17.7,4.9,2.5,,,.456,.456,,.803,92.3,.182
244,1957,NBA,1,8,BOS,Sam Jones,24.303,G-F,,North Carolina Central University,1958,1969,871,17.7,4.9,2.5,,,.456,.456,,.803,92.3,.182
245,1978,NBA,2,23,DET,Terry Tyler,22.227,F-G,,University of Detroit Mercy,1979,1989,871,10.2,5.4,1.2,0.9,1.5,.484,.488,.122,.703,40.8,.090
246,1978,NBA,3,64,SAS,Gerald Henderson,22.150,G,,Virginia Commonwealth University,1980,1992,871,8.9,1.7,3.6,1.1,0.1,.472,.486,.332,.776,32.1,.082
247,1985,NBA,1,4,SEA,Xavier McDaniel,22.020,F,,Wichita State University,1986,1998,870,15.6,6.1,2.0,0.9,0.5,.485,.491,.261,.718,47.8,.091
248,1970,NBA,1,7,CLE,John Johnson,22.162,F,,University of Iowa,1971,1982,869,12.9,5.5,3.8,0.6,0.3,.446,.446,.000,.779,37.1,.069
249,1992,NBA,1,3,MIN,Christian Laettner,23.317,F-C,,Duke University,1993,2005,868,12.8,6.7,2.6,1.1,0.8,.480,.490,.261,.820,64.9,.121
250,1988,NBA,1,2,IND,Rik Smits,22.315,C,,Marist College,1989,2000,867,14.8,6.1,1.4,0.4,1.3,.507,.508,.115,.773,56.6,.118
251,1989,NBA,1,14,GSW,Tim Hardaway,23.305,G,,University of Texas at El Paso,1990,2003,867,17.7,3.3,8.2,1.6,0.1,.431,.469,.355,.782,85.0,.133
252,1993,NBA,1,9,DEN,Rodney Rogers,22.016,F,,Wake Forest University,1994,2005,866,10.9,4.5,2.0,1.0,0.5,.451,.486,.347,.690,38.8,.085
253,1969,NBA,1,6,SDR,Bingo Smith,23.046,F-G,,University of Tulsa,1970,1980,865,12.6,4.2,2.0,0.5,0.2,.449,.450,.284,.798,33.3,.071
254,1999,NBA,2,57,SAS,Manu Ginobili,22.342,G,,,2003,2015,865,14.3,3.8,4.0,1.4,0.3,.450,.502,.368,.827,97.5,.202
255,1983,NBA,2,31,ATL,Doc Rivers,22.263,G,,Marquette University,1984,1996,864,10.9,3.0,5.7,1.8,0.4,.444,.465,.328,.784,68.2,.139
256,1999,NBA,1,18,DEN,James Posey,22.173,F-G,,Xavier University,2000,2011,864,8.6,4.7,1.6,1.1,0.3,.410,.467,.349,.820,51.6,.107
257,2002,NBA,1,10,MIA,Caron Butler,22.110,F,,University of Connecticut,2003,2015,864,14.3,5.1,2.3,1.3,0.2,.434,.455,.349,.847,50.7,.086
258,2002,NBA,2,34,CLE,Carlos Boozer,21.223,F-C,,Duke University,2003,2015,861,16.2,9.5,2.2,0.9,0.4,.521,.522,.071,.722,80.3,.143
259,1991,NBA,1,2,NJN,Kenny Anderson,21.265,G,,Georgia Institute of Technology,1992,2005,858,12.6,3.1,6.1,1.5,0.1,.421,.436,.346,.790,62.5,.116
260,1997,NBA,2,42,PHO,Stephen Jackson,19.086,F,,Butler County Community College,2001,2014,858,15.1,3.9,3.1,1.3,0.4,.414,.456,.333,.798,36.1,.063
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
261,2001,NBA,1,5,GSW,Jason Richardson,20.163,G,,Michigan State University,2002,2015,857,17.1,5.0,2.7,1.2,0.4,.438,.474,.370,.707,59.1,.097
262,1974,NBA,1,14,CHI,Maurice Lucas,22.105,F-C,,Marquette University,1977,1988,855,14.4,8.8,2.3,0.7,0.6,.473,.474,.111,.763,58.7,.114
263,1988,NBA,2,47,DEN,Vernon Maxwell,23.295,G,,University of Florida,1989,2001,855,12.8,2.6,3.4,1.1,0.2,.398,.450,.320,.733,27.4,.054
264,1972,NBA,1,2,BUF,Bob McAdoo,21.203,C-F,,University of North Carolina,1973,1986,852,22.1,9.4,2.3,0.9,1.3,.503,.504,.081,.754,89.1,.151
265,1990,NBA,2,40,SAC,Bimbo Coles,22.071,G,,Virginia Polytechnic Institute and State University,1991,2004,852,7.8,2.1,3.9,0.9,0.2,.425,.455,.267,.811,27.4,.065
266,1981,NBA,1,6,CHI,Orlando Woolridge,21.181,F,,University of Notre Dame,1982,1994,851,16.0,4.3,1.9,0.6,0.7,.513,.517,.091,.737,53.0,.106
267,1989,NBA,1,16,SEA,Dana Barros,22.081,G,,Boston College,1990,2004,850,10.5,1.9,3.3,0.9,0.1,.460,.488,.411,.858,49.6,.122
268,1966,NBA,1,5,BAL,Jack Marin,22.216,F-G,,Duke University,1967,1977,849,14.8,5.2,2.1,0.2,0.1,.465,.465,,.843,59.3,.116
269,1975,NBA,1,8,LAL,Junior Bridgeman,22.259,F-G,,University of Louisville,1976,1987,849,13.6,3.5,2.4,0.8,0.3,.475,.479,.244,.846,45.0,.102
270,1954,NBA,2,17,NYK,Richie Guerin,22.335,G,,Iona College,1957,1970,848,17.3,5.0,5.0,,,.416,.416,,.780,69.2,.121
271,1956,NBA,,,MNL,Elgin Baylor,22.232,F,,Seattle University,1959,1972,846,27.4,13.5,4.3,,,.431,.431,,.780,104.2,.148
272,1958,NBA,1,1,MNL,Elgin Baylor,24.224,F,,Seattle University,1959,1972,846,27.4,13.5,4.3,,,.431,.431,,.780,104.2,.148
273,1990,NBA,2,29,CHI,Toni Kukoc,22.287,F,,,1994,2006,846,11.6,4.2,3.7,1.0,0.3,.447,.488,.335,.729,59.6,.129
274,1995,NBA,2,43,MIL,Eric Snow,22.070,G,,Michigan State University,1996,2008,846,6.8,2.5,5.0,1.2,0.1,.424,.436,.208,.763,43.4,.090
275,1996,NBA,1,4,MIL,Stephon Marbury,19.131,G,,Georgia Institute of Technology,1997,2009,846,19.3,3.0,7.6,1.2,0.1,.433,.465,.325,.784,77.5,.117
276,1993,NBA,1,23,SEA,Ervin Johnson,26.198,C,,University of New Orleans,1994,2006,845,4.1,6.1,0.5,0.6,1.3,.505,.507,.200,.605,37.8,.107
277,1996,NBA,1,20,CLE,Zydrunas Ilgauskas,21.027,C,,,1998,2011,843,13.0,7.3,1.1,0.5,1.6,.476,.478,.310,.780,66.3,.139
278,1978,NBA,1,5,GSW,Purvis Short,21.347,F-G,,Jackson State University,1979,1990,842,17.3,4.3,2.5,1.0,0.2,.474,.482,.282,.824,51.1,.100
279,1993,NBA,2,45,UTA,Bryon Russell,23.187,F,,California State University Long Beach,1994,2006,841,7.9,3.5,1.3,1.0,0.2,.431,.465,.369,.750,47.4,.115
280,1985,NBA,1,2,IND,Wayman Tisdale,21.014,F-C,,University of Oklahoma,1986,1997,840,15.3,6.1,1.3,0.6,0.6,.505,.506,.000,.760,45.7,.092
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
281,2003,NBA,1,4,TOR,Chris Bosh,19.098,F-C,,Georgia Institute of Technology,2004,2015,840,19.3,8.6,2.0,0.8,1.1,.495,.506,.326,.799,99.6,.159
282,1969,NBA,4,45,MIL,Bob Dandridge,21.149,F-G,,Norfolk State University,1970,1982,839,18.5,6.8,3.4,0.8,0.4,.484,.484,.167,.780,80.3,.131
283,1993,NBA,1,11,DET,Allan Houston,22.077,G,,University of Tennessee,1994,2005,839,17.3,2.9,2.4,0.7,0.2,.444,.460,.402,.863,55.3,.094
284,1992,NBA,1,2,CHH,Alonzo Mourning,22.142,C,,Georgetown University,1993,2008,838,17.1,8.5,1.1,0.5,2.8,.527,.530,.247,.692,89.7,.166
285,1969,NBA,1,9,BOS,Jo Jo White,22.148,G,,University of Kansas,1970,1981,837,17.2,4.0,4.9,0.8,0.1,.444,.444,.167,.834,54.0,.087
286,1971,NBA,2,24,HOU,Mike Newlin,22.091,G-F,,University of Utah,1972,1982,837,14.9,3.0,4.0,0.8,0.1,.466,.469,.302,.870,50.4,.098
287,1997,NBA,1,5,DEN,Tony Battie,21.140,C-F,,Texas Tech University,1998,2012,837,6.1,5.1,0.6,0.5,0.9,.488,.494,.162,.690,36.4,.099
288,1972,NBA,1,12,MIL,Julius Erving,22.053,F-G,,University of Massachusetts Amherst,1977,1987,836,22.0,6.7,3.9,1.8,1.5,.507,.510,.261,.777,106.2,.178
289,1980,NBA,4,75,NJN,Rory Sparrow,22.004,G,,Villanova University,1981,1992,836,9.0,2.1,5.0,1.0,0.1,.466,.478,.260,.797,28.3,.060
290,2004,NBA,1,17,ATL,Josh Smith,19.206,F,,,2005,2015,836,15.1,7.7,3.2,1.3,2.0,.455,.481,.285,.633,51.0,.087
291,1977,NBA,1,12,BOS,Cedric Maxwell,22.207,F,,University of North Carolina at Charlotte,1978,1988,835,12.5,6.3,2.2,0.8,0.5,.546,.547,.053,.784,78.5,.159
292,1999,NBA,1,3,CHH,Baron Davis,20.083,G,,University of California Los Angeles,2000,2012,835,16.1,3.8,7.2,1.8,0.4,.409,.456,.320,.711,63.1,.106
293,2004,NBA,1,9,PHI,Andre Iguodala,20.153,G-F,,University of Arizona,2005,2015,835,14.0,5.5,4.7,1.7,0.5,.461,.507,.333,.717,77.6,.124
294,2003,NBA,1,7,CHI,Kirk Hinrich,22.180,G,,University of Kansas,2004,2015,833,11.4,3.0,5.0,1.1,0.3,.412,.432,.375,.799,51.9,.094
295,1993,NBA,1,2,PHI,Shawn Bradley,21.105,C,,Brigham Young University,1994,2005,832,8.1,6.3,0.7,0.6,2.5,.457,.459,.103,.716,40.7,.100
296,2001,NBA,1,25,SAC,Gerald Wallace,19.344,F,,University of Alabama,2002,2015,832,11.9,5.8,2.1,1.4,0.8,.469,.502,.312,.709,59.7,.116
297,1958,NBA,3,22,STL,Wayne Embry,21.032,C-F,,Miami University,1959,1969,831,12.5,9.1,1.4,,,.440,.440,,.640,37.8,.083
298,1993,NBA,1,1,ORL,Chris Webber,20.126,F-C,,University of Michigan,1994,2008,831,20.7,9.8,4.2,1.4,1.4,.479,.490,.299,.649,84.7,.132
299,1982,NBA,1,9,DET,Cliff Levingston,21.181,F,,Wichita State University,1983,1995,830,7.1,5.2,0.9,0.6,0.7,.516,.518,.152,.676,44.2,.125
300,1996,NBA,1,3,VAN,Shareef Abdur-Rahim,20.202,F,,University of California,1997,2008,830,18.1,7.5,2.5,1.0,0.8,.472,.480,.297,.810,71.2,.118
