
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
1712,1995,NBA,1,24,DAL,Loren Meyer,23.185,C,,Iowa State University,1996,1999,140,4.6,3.4,0.6,0.2,0.4,.432,.435,.348,.696,0.5,.012
1713,2008,NBA,2,39,CHI,Sonny Weems,22.359,G,,University of Arkansas,2009,2011,140,7.7,2.5,1.5,0.5,0.2,.474,.494,.241,.717,0.6,.010
1714,1975,NBA,3,54,PHO,Bayard Forrest,21.330,C,,Grand Canyon University,1978,1979,139,4.1,4.1,2.1,0.4,0.5,.449,.449,,.509,2.7,.060
1715,1976,NBA,2,19,SEA,Bayard Forrest,22.341,C,,Grand Canyon University,1978,1979,139,4.1,4.1,2.1,0.4,0.5,.449,.449,,.509,2.7,.060
1716,1994,NBA,2,33,PHI,Derrick Alston,22.318,F,,Duquesne University,1995,1997,139,5.4,3.8,0.7,0.7,0.6,.489,.493,.143,.487,2.6,.047
1717,2001,NBA,2,33,ATL,Terence Morris,22.173,F,,University of Maryland,2002,2006,139,3.4,2.7,0.7,0.3,0.4,.407,.465,.196,.711,1.0,.025
1718,2004,NBA,1,8,TOR,Rafael Araujo,24.322,C,,Brigham Young University,2005,2007,139,2.8,2.8,0.3,0.4,0.1,.405,.407,.250,.679,-0.4,-0.013
1719,1954,NBA,11,95,ROC,Jim Paxson,21.131,F-G,,University of Dayton,1957,1958,138,8.0,4.5,1.6,,,.323,.323,,.727,2.8,.044
1720,1955,NBA,2,10,BOS,Dick Hemric,22.232,F,,Wake Forest University,1956,1957,138,6.3,5.1,0.7,,,.377,.377,,.669,5.3,.106
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1721,1956,NBA,1,3,MNL,Jim Paxson,23.138,F-G,,University of Dayton,1957,1958,138,8.0,4.5,1.6,,,.323,.323,,.727,2.8,.044
1722,1968,NBA,6,76,PHI,Chuck Williams,22.004,G,,University of Colorado,1977,1978,138,5.5,1.7,3.3,0.6,0.1,.443,.443,,.809,1.9,.032
1723,1989,NBA,2,50,NYK,Brian Quinnett,23.034,F,,Washington State University,1990,1992,138,3.4,1.6,0.6,0.3,0.2,.414,.434,.326,.677,0.9,.027
1724,2008,NBA,1,29,DET,D.J. White,22.305,F,,Indiana University,2009,2014,138,5.9,3.2,0.6,0.3,0.4,.507,.507,.333,.720,3.8,.087
1725,2008,NBA,2,52,MIA,Darnell Jackson,23.237,F,,University of Kansas,2009,2011,138,2.2,1.5,0.2,0.2,0.1,.449,.463,.235,.644,1.3,.059
1726,1973,NBA,2,33,PHO,Gary Melchionni,22.101,G,,Duke University,1974,1975,137,7.8,2.4,2.2,0.6,0.2,.444,.444,,.831,3.9,.067
1727,1996,NBA,1,22,VAN,Roy Rogers,23.317,F,,University of Alabama,1997,2000,137,4.8,3.5,0.4,0.2,1.5,.483,.483,.500,.532,1.7,.035
1728,1999,NBA,2,36,DAL,Wang Zhizhi,22.362,C,,,2001,2005,137,4.4,1.7,0.3,0.2,0.3,.417,.435,.385,.735,2.1,.078
1729,2007,NBA,1,17,NJN,Sean Williams,21.293,F,,Boston College,2008,2012,137,4.2,3.4,0.3,0.3,1.2,.511,.512,.000,.624,3.0,.073
1730,1947,BAA,,,NYK,Andy Duncan,25.081,F-C,,College of William &amp; Mary,1949,1951,136,5.5,0.2,0.7,,,.408,.408,,.596,6.8,
1731,1968,NBA,2,18,BAL,Bob Quick,22.097,F-G,,Xavier University,1969,1972,136,6.0,2.8,0.7,,,.452,.452,,.738,4.0,.103
1732,1982,NBA,3,69,BOS,Perry Moss,24.236,G,,Northeastern University,1986,1987,136,3.9,1.5,1.5,0.7,0.1,.415,.439,.174,.722,0.9,.025
1733,1986,NBA,3,61,UTA,John Shasky,22.326,C,,University of Minnesota,1989,1991,136,3.8,2.8,0.3,0.2,0.3,.466,.468,.000,.655,2.5,.079
1734,1987,NBA,1,20,DAL,Jim Farmer,23.277,G,,University of Alabama,1988,1994,136,5.3,1.4,0.8,0.3,0.0,.428,.448,.282,.730,0.7,.024
1735,1988,NBA,3,64,CLE,Winston Bennett,23.145,F,,University of Kentucky,1990,1992,136,4.8,3.0,0.9,0.4,0.2,.425,.426,.000,.694,1.7,.037
1736,2004,NBA,2,40,BOS,Justin Reed,22.165,F,,University of Mississippi,2005,2007,136,3.5,1.4,0.5,0.2,0.1,.404,.407,.000,.752,0.5,.016
1737,1947,BAA,,,BOS,Johnny Ezersky,,F-G,,University of Rhode Island,1948,1950,135,7.6,,1.3,,,.288,.288,,.669,1.5,
1738,1968,NBA,2,20,DET,Manny Leaks,23.195,C-F,,Niagara University,1973,1974,135,8.3,6.8,0.9,0.1,0.3,.391,.391,,.714,1.0,.014
1739,1972,NBA,2,29,MIL,Chuck Terry,22.201,F,,California State University Long Beach,1973,1977,135,3.3,2.2,0.6,0.4,0.1,.380,.380,,.756,0.7,.018
1740,1977,NBA,3,53,KCK,John Kuester,22.130,G,,University of North Carolina,1978,1980,135,3.3,1.0,2.3,0.6,0.0,.427,.428,.000,.833,2.0,.064
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1741,1979,NBA,2,27,NYK,Reggie Carter,22.263,G,,St. John's University,1981,1982,135,3.5,1.2,1.5,0.4,0.1,.388,.390,.000,.772,0.4,.014
1742,1995,NBA,1,22,CHH,George Zidek,22.335,C,,University of California Los Angeles,1996,1998,135,3.4,2.1,0.2,0.1,0.1,.408,.409,.250,.783,0.8,.029
1743,1999,NBA,2,38,ORL,Laron Profit,22.334,G-F,,University of Maryland,2000,2006,135,3.3,1.5,1.2,0.5,0.2,.419,.469,.236,.712,0.7,.021
1744,2007,NBA,2,38,PHI,Kyrylo Fesenko,21.191,C,,,2008,2012,135,2.3,2.0,0.3,0.1,0.4,.496,.500,.000,.410,0.9,.038
1745,1989,NBA,1,27,DET,Kenny Battle,25.266,F,,University of Illinois at Urbana-Champaign,1990,1993,134,4.7,2.4,0.8,0.7,0.2,.504,.529,.133,.725,3.7,.098
1746,1948,BAA,,,STB,Easy Parham,26.141,F-G,,Texas Wesleyan University,1949,1951,133,5.4,0.1,2.1,,,.316,.316,,.522,0.4,
1747,1961,NBA,3,25,CIN,Bevo Nordmann,21.112,C,,Saint Louis University,1962,1965,133,4.3,3.9,0.5,,,.459,.459,,.490,2.0,.059
1748,1994,NBA,2,38,CHH,Darrin Hancock,23.244,G-F,,University of Kansas,1995,1997,133,3.5,1.3,0.7,0.4,0.1,.530,.533,.333,.579,1.1,.038
1749,2000,NBA,2,31,DAL,Dan Langhi,23.218,F,,Vanderbilt University,2001,2004,133,3.0,1.5,0.3,0.2,0.1,.391,.400,.289,.613,0.3,.012
1750,1985,NBA,7,144,SEA,Michael Phelps,24.264,G,,Alcorn State University,1986,1988,132,3.6,1.1,1.0,0.5,0.0,.416,.432,.091,.639,0.3,.012
1751,1947,BAA,,,WSC,Irv Rothenberg,26.188,C,,Long Island University,1947,1949,131,5.4,,0.7,,,.267,.267,,.606,3.6,
1752,1951,NBA,1,7,BOS,Ernie Barrett,22.246,G-F,,Kansas State University,1954,1956,131,4.9,2.6,1.7,,,.369,.369,,.748,0.8,.017
1753,1953,NBA,,,MLH,Irv Bemoras,22.163,F-G,,University of Illinois at Urbana-Champaign,1954,1957,131,6.3,2.6,1.0,,,.347,.347,,.672,1.3,.026
1754,1962,NBA,2,9,NYK,John Rudometkin,22.298,F,,University of Southern California,1963,1965,131,6.3,3.1,0.5,,,.399,.399,,.743,1.0,.030
1755,2005,NBA,2,53,BOS,Orien Greene,23.150,G,,University of Louisiana at Lafayette,2006,2011,131,2.5,1.5,1.2,0.7,0.1,.387,.420,.212,.642,-0.7,-0.022
1756,1949,BAA,1,2,INO,Alex Groza,22.171,C,,University of Kentucky,1950,1951,130,22.5,5.5,2.4,,,.474,.474,,.756,35.9,
1757,1973,NBA,2,20,KCO,Mike D'Antoni,22.357,G,,Marshall University,1974,1977,130,3.3,1.4,1.9,1.2,0.2,.392,.392,,.736,0.9,.023
1758,1985,NBA,2,46,CHI,Adrian Branch,22.219,F-G,,University of Maryland,1987,1990,130,6.4,1.9,0.7,0.6,0.1,.455,.468,.231,.744,2.1,.070
1759,2008,NBA,2,33,POR,Joey Dorsey,25.199,F,,University of Memphis,2009,2015,130,2.6,3.9,0.4,0.5,0.3,.534,.536,.000,.375,2.9,.092
1760,1959,NBA,2,14,BOS,Gene Guarilia,22.204,F,,George Washington University,1960,1963,129,3.2,2.3,0.3,,,.376,.376,,.611,1.2,.055
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1761,1981,NBA,2,25,BOS,Tracy Jackson,22.055,G-F,,University of Notre Dame,1982,1984,129,5.4,1.9,1.0,0.6,0.1,.463,.470,.154,.749,2.4,.064
1762,1988,NBA,3,74,BOS,Gerald Paddio,23.074,F-G,,University of Nevada Las Vegas,1991,1994,129,5.5,1.4,1.0,0.3,0.1,.421,.429,.242,.746,0.1,.002
1763,2009,NBA,2,45,MIN,Nick Calathes,20.143,G,,University of Florida,2014,2015,129,4.6,1.9,2.7,1.0,0.1,.441,.476,.288,.581,2.6,.063
1764,1969,NBA,2,21,SDR,Bernie Williams,23.104,G,,La Salle University,1970,1971,128,7.0,1.9,2.2,,,.371,.371,,.808,-0.2,-0.005
1765,1979,NBA,2,25,LAL,Ollie Mack,22.024,G,,East Carolina University,1980,1982,128,7.2,2.5,1.8,0.7,0.1,.458,.467,.000,.674,2.5,.048
1766,1989,NBA,1,25,CLE,John Morton,22.046,G,,Seton Hall University,1990,1992,128,4.8,1.3,2.7,0.7,0.2,.386,.406,.224,.787,0.5,.013
1767,1995,NBA,1,9,NJN,Ed O'Bannon,23.323,F,,University of California Los Angeles,1996,1997,128,5.0,2.5,0.8,0.6,0.2,.367,.400,.222,.755,1.1,.025
1768,2004,NBA,2,45,CHA,Bernard Robinson,24.186,G-F,,University of Michigan,2005,2007,128,4.5,2.5,1.0,0.9,0.1,.417,.434,.161,.786,2.0,.049
1769,1949,BAA,2,,FTW,John Oldham,26.279,G,,Western Kentucky University,1950,1951,127,7.3,1.9,1.8,,,.319,.319,,.627,4.2,
1770,1976,NBA,3,45,PHO,Ira Terrell,22.360,F-C,,Southern Methodist University,1977,1979,127,7.0,4.2,1.1,0.5,0.6,.498,.498,,.638,4.1,.080
1771,1984,NBA,2,35,GSW,Othell Wilson,23.242,G,,University of Virginia,1985,1987,127,4.2,1.7,3.3,0.9,0.1,.454,.475,.176,.746,1.4,.032
1772,1991,NBA,1,26,CHI,Mark Randall,24.275,F,,University of Kansas,1992,1995,127,2.6,1.3,0.4,0.2,0.1,.443,.488,.154,.722,1.0,.054
1773,1998,NBA,2,30,DAL,Ansu Sesay,22.335,F,,University of Mississippi,2002,2005,127,3.2,1.8,0.5,0.3,0.2,.434,.447,.276,.640,1.4,.051
1774,2005,NBA,2,32,LAC,Daniel Ewing,22.100,G,,Duke University,2006,2007,127,3.4,1.2,1.4,0.5,0.1,.389,.429,.295,.780,0.8,.024
1775,1949,BAA,2,,CHS,Ralph Beard,21.115,G,,University of Kentucky,1950,1951,126,15.9,2.0,4.4,,,.366,.366,,.770,11.2,
1776,1949,BAA,4,,PRO,Warren Perkins,25.054,G-F,,Tulane University,1950,1951,126,6.1,2.5,2.0,,,.309,.309,,.618,3.1,
1777,1984,NBA,2,45,GSW,Gary Plummer,22.124,F-C,,Boston University,1985,1993,126,4.2,2.4,0.5,0.2,0.2,.430,.435,.143,.717,0.2,.006
1778,1991,NBA,1,18,MIL,Kevin Brooks,22.262,F,,University of Louisiana at Lafayette,1992,1994,126,3.3,1.1,0.4,0.1,0.0,.401,.434,.200,.859,-0.1,-0.004
1779,1960,NBA,3,19,NYK,Bob McNeill,21.177,G,,Saint Joseph's University,1961,1962,125,4.6,1.4,2.6,,,.394,.394,,.819,1.9,.050
1780,1975,NBA,3,47,HOU,Rudy White,22.345,G,,Arizona State University,1976,1981,124,3.1,1.0,0.9,0.4,0.1,.408,.409,.000,.742,0.2,.008
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1781,1978,NBA,2,24,POR,Keith Herron,22.000,G-F,,Villanova University,1979,1982,124,9.8,2.0,1.4,0.8,0.2,.438,.441,.167,.858,3.2,.058
1782,1982,NBA,1,23,BOS,Darren Tillis,22.132,C-F,,Cleveland State University,1983,1984,124,3.4,2.5,0.3,0.2,0.7,.423,.426,.000,.626,0.9,.036
1783,1980,NBA,3,56,POR,Mike Harper,23.189,C-F,,North Park University,1981,1982,123,5.0,3.5,0.6,0.6,0.8,.474,.478,.000,.559,2.4,.062
1784,1949,BAA,1,1,PRO,Howie Shannon,26.291,G-F,,Kansas State University,1949,1950,122,10.8,,2.5,,,.355,.355,,.795,6.3,
1785,1991,NBA,2,35,DAL,Mike Iuzzolino,23.161,G,,Saint Francis University,1992,1993,122,9.0,2.0,4.3,0.7,0.1,.457,.485,.404,.798,3.7,.058
1786,1949,BAA,3,,PRO,Ed Leede,22.253,F-G,,Dartmouth College,1950,1951,121,7.8,1.0,1.9,,,.334,.334,,.719,5.8,
1787,1950,NBA,7,,MNL,Joe Hutton,22.206,G,,Hamline University,1951,1952,120,2.5,1.6,1.0,,,.331,.331,,.690,2.2,.145
1788,1968,NBA,1,7,MIL,Charlie Paulk,22.361,F-C,,Northeastern State University,1969,1972,120,6.2,3.9,0.3,,,.392,.392,,.611,-0.9,-0.026
1789,1971,NBA,1,4,CIN,Ken Durrett,22.116,F,,La Salle University,1972,1975,120,4.0,1.9,0.5,0.2,0.1,.434,.434,,.637,0.6,.025
1790,1971,NBA,2,19,BUF,Fred Hilton,23.079,G-F,,Grambling State University,1972,1973,120,9.4,2.1,1.6,,,.388,.388,,.749,-3.5,-0.080
1791,1950,NBA,6,,INO,Ralph O'Brien,22.022,G,,Butler University,1952,1953,119,7.1,1.6,1.5,,,.360,.360,,.830,3.1,.064
1792,1965,NBA,3,20,DET,Ron Reed,23.191,F,,University of Notre Dame,1966,1967,119,8.0,6.4,1.5,,,.364,.364,,.571,-1.0,-0.021
1793,1970,NBA,1,17,NYK,Mike Price,22.198,G,,University of Illinois at Urbana-Champaign,1971,1973,119,3.3,1.3,0.7,,,.404,.404,,.772,0.5,.021
1794,1995,NBA,2,36,VAN,Lawrence Moten,23.100,G,,Syracuse University,1996,1998,119,6.3,1.5,1.5,0.6,0.3,.408,.450,.299,.652,0.0,.001
1795,1995,NBA,2,39,CLE,Donny Marshall,23.351,F,,University of Connecticut,1996,2003,119,2.5,1.0,0.3,0.3,0.0,.321,.308,.336,.681,0.9,.045
1796,1999,NBA,1,11,CLE,Trajan Langdon,23.053,G,,Duke University,2000,2002,119,5.4,1.3,1.3,0.5,0.1,.416,.429,.396,.910,2.9,.079
1797,2005,NBA,1,13,CHA,Sean May,21.090,F,,University of North Carolina,2006,2010,119,6.9,4.0,1.0,0.4,0.4,.458,.462,.231,.746,2.6,.068
1798,2009,NBA,2,53,SAS,Nando De Colo,22.008,G,,,2013,2014,119,3.8,1.8,1.7,0.5,0.1,.429,.463,.363,.835,2.4,.081
1799,1950,NBA,1,9,ROC,Joe McNamee,24.219,F-C,,University of San Francisco,1951,1952,118,2.4,2.0,0.5,,,.298,.298,,.620,-0.5,-0.038
1800,1958,NBA,3,16,MNL,Boo Ellis,22.076,F,,Niagara University,1959,1960,118,5.1,5.2,0.7,,,.402,.402,,.695,3.1,.079
