
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
2656,1984,NBA,3,57,SAS,Joe Binion,23.091,F,,North Carolina Agricultural and Technical State University,1987,1987,11,1.3,1.6,0.1,0.2,0.2,.400,.400,,.600,0.1,.092
2657,1987,NBA,3,58,GSW,Darryl Johnson,22.244,G,,Michigan State University,1996,1996,11,1.1,0.2,0.1,0.0,0.0,.417,.455,.000,1.000,0.0,.010
2658,1993,NBA,2,32,PHI,Alphonso Ford,22.248,G,,Mississippi Valley State University,1994,1995,11,3.2,1.8,0.9,0.3,0.0,.308,.357,.100,.500,-0.4,-0.153
2659,1994,NBA,2,40,MIA,Jeff Webster,23.136,F,,University of Oklahoma,1996,1996,11,1.6,0.6,0.3,0.4,0.0,.348,.353,.333,,0.0,-0.030
2660,2003,NBA,2,48,NOH,James Lang,20.257,C,,,2007,2007,11,1.0,1.0,0.2,0.0,0.3,.444,.444,,.600,0.1,.047
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2661,1948,BAA,,,BLB,Herb Krautblatt,21.178,G,,Rider University,1949,1949,10,1.3,,0.4,,,.222,.222,,.455,-0.1,
2662,1952,NBA,,,MLH,George McLeod,21.119,F,,Texas Christian University,1953,1953,10,1.2,2.1,0.4,,,.125,.125,,.533,-0.2,-0.115
2663,1952,NBA,,,BLB,Jim Walsh,22.246,F,,Stanford University,1958,1958,10,2.0,1.5,0.8,,,.185,.185,,.588,-0.2,-0.106
2664,1953,NBA,,,MNL,Ron Feiereisel,22.267,G,,DePaul University,1956,1956,10,3.0,0.6,0.6,,,.286,.286,,.875,0.0,.040
2665,1969,NBA,9,117,DET,George Reynolds,21.141,G,,University of Houston,1970,1970,10,2.1,1.4,1.2,,,.421,.421,,.714,0.1,.055
2666,1972,NBA,2,15,BUF,Harold Fox,23.230,G,,Jacksonville University,1973,1973,10,3.1,0.8,1.0,,,.375,.375,,.875,0.0,-0.014
2667,1977,NBA,1,19,POR,Rich Laurel,23.340,G,,Hofstra University,1978,1978,10,2.4,1.0,0.3,0.3,0.1,.323,.323,,1.000,0.0,-0.034
2668,1980,NBA,3,61,SAS,Rich Yonakor,22.256,F,,University of North Carolina,1982,1982,10,3.3,2.7,0.3,0.1,0.2,.538,.538,,.714,0.3,.201
2669,1981,NBA,2,44,WSB,Steve Lingenfelter,23.005,F,,South Dakota State University,1983,1984,10,1.0,1.6,0.5,0.1,0.3,.714,.714,,.000,0.0,.009
2670,1984,NBA,7,140,IND,Kenton Edelin,22.032,F,,University of Virginia,1985,1985,10,1.1,2.6,1.0,0.5,0.4,.308,.308,,.375,0.1,.042
2671,1987,NBA,2,27,SAS,Nate Blackwell,22.132,G,,Temple University,1988,1988,10,3.7,0.6,1.8,0.3,0.0,.366,.433,.182,.833,-0.1,-0.045
2672,1987,NBA,2,31,DEN,Andre Moore,23.360,F,,Loyola University of Chicago,1988,1988,10,2.4,1.4,0.6,0.2,0.1,.333,.333,,.750,0.0,-0.013
2673,1993,NBA,2,42,SEA,Adonis Jordan,23.319,G,,University of Kansas,1994,1999,10,2.1,0.6,2.2,0.3,0.1,.296,.333,.250,.500,0.0,-0.015
2674,2002,NBA,2,57,SAC,Corsley Edwards,23.119,F,,Central Connecticut State University,2005,2005,10,2.7,2.5,0.3,0.3,0.4,.323,.323,,.583,0.1,.026
2675,2007,NBA,2,40,LAL,Sun Yue,22.239,G,,,2009,2009,10,0.6,0.0,0.2,0.1,0.1,.273,.600,.000,,-0.1,-0.226
2676,1948,BAA,,,INJ,Dick Wehr,22.158,F,,Rice University,1949,1949,9,1.3,,0.3,,,.238,.238,,.333,-0.1,
2677,1949,BAA,5,,STB,Earl Dodd,24.146,F,,Truman State University,1950,1950,9,1.7,,0.7,,,.222,.222,,.600,-0.3,
2678,1950,NBA,2,,BLB,John Pilch,25.294,F,,University of Wyoming,1952,1952,9,0.6,1.0,0.2,,,.100,.100,,.500,-0.1,-0.118
2679,1959,NBA,5,32,DET,Tony Windis,26.069,G,,University of Wyoming,1960,1960,9,4.0,5.2,3.6,,,.267,.267,,.667,-0.2,-0.057
2680,1961,NBA,5,42,NYK,Bill Smith,22.341,G-F,,Saint Peter's College,1962,1962,9,2.6,1.8,0.8,,,.242,.242,,.875,-0.2,-0.101
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2681,1963,NBA,2,16,LAL,Mel Gibson,22.126,G,,Western Carolina University,1964,1964,9,1.4,0.4,0.7,,,.300,.300,,.500,-0.1,-0.119
2682,1971,NBA,4,55,CIN,Sid Catlett,23.350,F,,University of Notre Dame,1972,1972,9,0.7,0.4,0.1,,,.222,.222,,.222,-0.2,-0.197
2683,1972,NBA,2,14,POR,Bob Davis,22.014,F,,Weber State University,1973,1973,9,1.8,0.6,0.2,,,.214,.214,,.667,-0.3,-0.396
2684,1972,NBA,4,53,KCO,Frank Schade,22.084,G,,University of Wisconsin-Eau Claire,1973,1973,9,1.1,0.7,1.1,,,.286,.286,,1.000,0.0,.031
2685,1979,NBA,3,54,GSW,Cheese Johnson,22.296,F-G,,Wichita State University,1980,1980,9,3.0,1.6,0.2,0.1,0.0,.400,.400,,.600,0.0,-0.033
2686,1980,NBA,2,27,HOU,John Stroud,23.230,F,,University of Mississippi,1981,1981,9,2.8,1.4,1.0,0.1,0.0,.324,.324,,.750,-0.1,-0.036
2687,1981,NBA,3,49,NJN,David Burns,23.347,G,,Saint Louis University,1982,1982,9,2.6,0.6,1.7,0.3,0.0,.438,.438,,.600,-0.1,-0.071
2688,1982,NBA,3,65,SEA,John Greig,21.067,F,,University of Oregon,1983,1983,9,2.1,0.7,0.0,0.0,0.1,.538,.538,,.833,0.1,.182
2689,1985,NBA,3,61,POR,Perry Young,22.324,G,,Virginia Polytechnic Institute and State University,1987,1987,9,1.4,0.9,0.8,0.6,0.1,.286,.286,,.500,-0.1,-0.047
2690,1987,NBA,3,48,NJN,Jamie Waller,23.219,G,,Virginia Union University,1988,1988,9,4.7,1.4,0.3,0.4,0.1,.400,.421,.000,.556,-0.2,-0.097
2691,1987,NBA,4,74,SAC,Joe Arlauckas,22.342,F,,Niagara University,1988,1988,9,3.8,1.4,0.9,0.3,0.4,.326,.326,,.750,-0.1,-0.045
2692,1998,NBA,2,37,PHI,Casey Shaw,23.345,C,,University of Toledo,1999,1999,9,0.2,0.3,0.0,0.0,0.0,.125,.125,,,-0.1,-0.498
2693,2002,NBA,2,37,HOU,Tito Maddox,21.024,G,,California State University Fresno,2003,2003,9,1.2,0.8,0.6,0.3,0.1,.250,.333,.000,.625,0.0,-0.011
2694,1947,BAA,,,CHS,Don Smith,27.345,G-F,,University of Minnesota,1949,1949,8,0.8,,0.3,,,.154,.154,,.667,-0.1,
2695,1950,NBA,6,,BOS,Mo Mahoney,22.162,F,,Brown University,1953,1954,8,1.5,1.1,0.3,,,.333,.333,,.800,0.0,.034
2696,1956,NBA,1,4,NYK,Ron Shavlik,22.153,F,,North Carolina State University,1957,1958,8,1.3,2.9,0.0,,,.174,.174,,.400,-0.3,-0.189
2697,1956,NBA,,,SYR,Jim Ray,22.114,G,,University of Toledo,1957,1960,8,1.1,0.6,0.6,,,.176,.176,,.600,-0.2,-0.115
2698,1957,NBA,3,18,DET,Bill Ebben,22.198,G,,University of Detroit Mercy,1958,1958,8,1.9,1.0,0.5,,,.214,.214,,.750,-0.2,-0.233
2699,1958,NBA,7,49,CIN,Wayne Stevens,22.312,F,,University of Cincinnati,1960,1960,8,1.6,2.0,0.5,,,.158,.158,,.700,-0.2,-0.169
2700,1965,NBA,7,56,BAL,Willie Somerset,23.056,G,,Duquesne University,1966,1966,8,5.6,1.9,1.1,,,.419,.419,,.818,0.1,.056
