
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
1822,1949,BAA,8,,BOS,Duane Klueh,23.080,G,,Indiana State University,1950,1951,113,8.2,1.6,1.5,,,.362,.362,,.719,6.0,
1823,1951,NBA,1,9,PHW,Don Sunderlage,21.131,G,,University of Illinois at Urbana-Champaign,1954,1955,113,7.7,2.5,2.0,,,.326,.326,,.732,2.7,.049
1824,1994,NBA,1,18,MIL,Eric Mobley,24.154,C,,University of Pittsburgh,1995,1997,113,3.9,3.1,0.5,0.2,0.5,.541,.538,.750,.475,1.1,.034
1825,1998,NBA,1,20,ATL,Roshown McLeod,23.225,F,,Duke University,1999,2001,113,7.2,2.7,1.1,0.4,0.1,.409,.426,.111,.819,0.2,.004
1826,2001,NBA,1,24,UTA,Raul Lopez,21.078,G,,,2004,2005,113,6.5,1.7,3.8,0.7,0.0,.429,.450,.346,.853,2.1,.047
1827,2007,NBA,1,19,LAL,Javaris Crittenton,20.184,G,,Georgia Institute of Technology,2008,2009,113,5.3,2.4,1.8,0.5,0.1,.442,.466,.231,.638,0.1,.002
1828,1967,NBA,1,10,SFW,Dave Lattin,23.137,F-C,,University of Texas at El Paso,1968,1969,112,4.5,3.8,0.6,,,.400,.400,,.644,0.7,.028
1829,1969,NBA,3,40,NYK,Eddie Mast,21.191,F-C,,Temple University,1971,1973,112,2.5,2.4,0.5,,,.385,.385,,.604,0.4,.019
1830,1975,NBA,2,31,KCK,Glenn Hansen,23.043,G,,Louisiana State University,1976,1978,112,5.3,2.2,0.8,0.5,0.1,.412,.412,,.725,1.0,.034
1831,1980,NBA,3,52,NJN,Lowes Moore,23.042,G,,West Virginia University,1981,1983,112,6.7,2.0,2.8,0.8,0.2,.442,.462,.200,.750,1.5,.035
1832,1985,NBA,3,59,ATL,Sedric Toney,23.072,G,,University of Dayton,1986,1994,112,3.7,0.9,2.1,0.4,0.0,.365,.372,.341,.781,0.0,.000
1833,1991,NBA,2,36,ORL,Chris Corchiani,23.095,G,,North Carolina State University,1992,1994,112,3.7,1.2,2.2,0.7,0.0,.421,.472,.269,.816,1.6,.058
1834,1951,NBA,2,18,PHW,Mel Payton,25.289,F-G,,Tulane University,1952,1953,111,5.4,3.6,1.1,,,.363,.363,,.746,2.5,.062
1835,1972,NBA,7,109,PHO,Bernie Fryer,22.112,G,,Brigham Young University,1974,1975,111,6.2,1.8,3.0,1.0,0.1,.457,.457,,.787,2.0,.046
1836,1987,NBA,5,107,UTA,Bart Kofoed,23.095,G,,University of Nebraska at Kearney,1988,1993,111,1.5,0.5,1.0,0.2,0.0,.387,.410,.188,.614,0.0,.002
1837,2006,NBA,1,18,WAS,Oleksiy Pecherov,21.207,C,,,2008,2010,111,3.9,2.4,0.2,0.2,0.2,.386,.444,.290,.793,0.5,.025
1838,1981,NBA,1,23,BOS,Charles Bradley,22.030,G,,University of Wyoming,1982,1984,110,3.2,1.1,0.5,0.4,0.3,.416,.422,.000,.585,0.3,.016
1839,1994,NBA,1,14,NJN,Yinka Dare,22.267,C,,George Washington University,1995,1998,110,2.1,2.6,0.0,0.1,0.6,.396,.396,,.570,-0.7,-0.033
1840,1987,NBA,1,16,PHI,Chris Welp,23.177,C,,University of Washington,1988,1990,109,3.3,2.4,0.4,0.3,0.5,.446,.447,.000,.681,1.0,.042
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1841,1983,NBA,2,38,KCK,Chris McNealy,22.353,F,,San Jose State University,1986,1988,108,4.3,4.6,1.0,0.8,0.3,.456,.456,,.658,2.6,.066
1842,2000,NBA,2,45,SAC,Jabari Smith,23.142,C,,Louisiana State University,2001,2005,108,3.0,1.6,0.6,0.3,0.2,.413,.420,.125,.690,1.3,.058
1843,2001,NBA,1,23,HOU,Brandon Armstrong,21.016,G,,Pepperdine University,2002,2004,108,2.2,0.6,0.2,0.2,0.0,.352,.358,.333,.600,-0.6,-0.039
1844,1948,BAA,,,WSC,Leo Katkaveck,25.030,G,,North Carolina State University,1949,1950,107,4.3,,1.3,,,.317,.317,,.685,1.9,
1845,1974,NBA,10,169,SEA,Rod Derline,22.083,G,,Seattle University,1975,1976,107,4.8,0.8,0.7,0.3,0.0,.419,.419,,.786,0.8,.039
1846,1977,NBA,2,30,CHI,Steve Sheppard,23.087,F,,University of Maryland,1978,1979,106,3.5,1.7,0.6,0.2,0.0,.459,.459,,.633,0.9,.045
1847,1987,NBA,5,100,DEN,Ron Grandison,23.353,F,,University of New Orleans,1989,1996,105,2.4,1.6,0.6,0.3,0.1,.404,.435,.167,.713,1.2,.064
1848,1990,NBA,1,8,LAC,Bo Kimble,24.085,G,,Loyola Marymount University,1991,1993,105,5.5,1.5,0.9,0.4,0.1,.386,.403,.291,.728,0.1,.004
1849,1994,NBA,2,43,POR,Shawnelle Scott,22.018,C,,St. John's University,1997,2002,105,1.8,2.2,0.2,0.1,0.2,.464,.464,,.465,1.3,.101
1850,1998,NBA,2,58,CHI,Maceo Baston,23.032,F,,University of Michigan,2003,2009,105,2.7,1.7,0.2,0.2,0.4,.616,.628,.375,.740,2.3,.134
1851,2007,NBA,1,1,POR,Greg Oden,19.162,C,,Ohio State University,2009,2014,105,8.0,6.2,0.5,0.4,1.2,.574,.574,,.658,7.3,.174
1852,1950,NBA,2,,SYR,Gerry Calabrese,25.086,G,,St. John's University,1951,1952,104,4.7,1.4,1.4,,,.348,.348,,.702,1.9,.099
1853,1997,NBA,2,46,ORL,Eric Washington,23.100,G,,University of Alabama,1998,1999,104,6.9,2.1,1.0,0.8,0.4,.402,.431,.346,.757,0.1,.002
1854,2010,NBA,1,22,POR,Elliot Williams,21.009,G,,University of Memphis,2012,2015,104,5.1,1.5,0.9,0.4,0.1,.426,.496,.312,.667,0.8,.026
1855,1951,NBA,3,23,FTW,Jake Fendley,22.322,G,,Northwestern University,1952,1953,103,2.8,1.2,0.9,,,.344,.344,,.742,2.1,.097
1856,1952,NBA,,,BLB,Bob Peterson,20.097,F,,University of Oregon,1954,1956,103,4.7,3.8,0.8,,,.386,.386,,.669,1.5,.052
1857,1953,NBA,,,BLB,Bob Peterson,21.095,F,,University of Oregon,1954,1956,103,4.7,3.8,0.8,,,.386,.386,,.669,1.5,.052
1858,1975,NBA,3,51,GSW,Robert Hawkins,21.338,G,,Illinois State University,1976,1979,103,12.7,2.3,1.5,1.1,0.5,.453,.453,,.704,3.0,.072
1859,1975,NBA,8,136,CLE,Andre McCarter,22.282,G,,University of California Los Angeles,1977,1981,103,3.8,0.9,1.7,0.4,0.0,.431,.435,.250,.725,1.1,.046
1860,1976,NBA,6,89,KCK,Andre McCarter,23.293,G,,University of California Los Angeles,1977,1981,103,3.8,0.9,1.7,0.4,0.0,.431,.435,.250,.725,1.1,.046
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1861,1980,NBA,1,5,DEN,James Ray,23.324,F,,Jacksonville University,1981,1983,103,3.2,2.2,0.7,0.4,0.4,.428,.429,.333,.629,-0.3,-0.017
1862,1990,NBA,2,36,ATL,Trevor Wilson,22.108,F,,University of California Los Angeles,1991,1996,103,5.7,3.4,1.0,0.5,0.1,.456,.459,.000,.567,0.8,.023
1863,1992,NBA,2,45,SEA,Chris King,23.341,F,,Wake Forest University,1994,1999,103,6.7,3.0,1.1,0.7,0.3,.423,.433,.383,.633,1.0,.023
1864,1998,NBA,2,54,DEN,Tremaine Fowlkes,22.079,F,,California State University Fresno,2002,2005,103,2.9,2.2,0.5,0.5,0.1,.409,.426,.200,.791,2.1,.080
1865,2002,NBA,1,6,CLE,Dajuan Wagner,19.147,G,,University of Memphis,2003,2007,103,9.4,1.4,1.9,0.7,0.1,.366,.385,.321,.770,0.0,.000
1866,2002,NBA,2,36,ATL,David Andersen,22.008,C,,,2010,2011,103,4.9,2.8,0.6,0.2,0.2,.440,.467,.347,.674,1.5,.059
1867,1949,BAA,5,,PRO,Ray Corley,21.085,G,,Georgetown University,1950,1953,102,4.3,0.8,1.7,,,.304,.304,,.601,0.9,.666
1868,1975,NBA,1,12,SEA,Frank Oleynick,20.103,G,,Seattle University,1976,1977,102,5.0,0.9,1.1,0.3,0.1,.386,.386,,.708,-0.1,-0.005
1869,1982,NBA,2,30,CHI,Wallace Bryant,23.356,C,,University of San Francisco,1984,1986,102,3.2,3.7,1.1,0.3,0.4,.407,.407,,.573,1.3,.044
1870,1991,NBA,2,46,PHO,Richard Dumas,22.043,F,,Oklahoma State University,1993,1996,102,10.6,3.4,1.1,1.3,0.5,.509,.514,.231,.694,4.5,.097
1871,1994,NBA,2,47,UTA,Jamie Watson,22.132,F,,University of South Carolina,1995,1999,102,3.2,1.5,1.1,0.6,0.2,.468,.494,.316,.694,1.2,.045
1872,1996,NBA,1,27,ORL,Brian Evans,23.292,F,,Indiana University,1997,1999,102,3.7,1.6,0.8,0.3,0.2,.381,.396,.343,.820,1.7,.076
1873,1998,NBA,2,35,DAL,Bruno Sundov,18.139,C,,,1999,2005,102,1.7,1.0,0.2,0.1,0.1,.356,.374,.208,.526,-0.7,-0.062
1874,2006,NBA,2,45,IND,Alexander Johnson,23.146,F,,Florida State University,2007,2008,102,4.3,2.7,0.3,0.4,0.4,.517,.517,,.672,1.5,.056
1875,1970,NBA,5,76,POR,Ron Knight,23.237,F,,California State University Los Angeles,1971,1972,101,4.7,2.8,0.8,,,.433,.433,,.500,0.2,.007
1876,1984,NBA,2,30,GSW,Steve Burtt,22.232,G,,Iona College,1985,1993,101,5.8,0.9,1.2,0.5,0.1,.426,.434,.143,.695,0.0,.000
1877,1996,NBA,2,56,CLE,Reggie Geary,23.305,G,,University of Arizona,1997,1998,101,2.1,0.8,1.1,0.5,0.1,.344,.349,.328,.493,0.6,.032
1878,1963,NBA,1,6,PHI,Tom Hoover,22.102,C,,Villanova University,1964,1967,100,3.5,4.3,0.6,,,.413,.413,,.591,0.6,.023
1879,1970,NBA,1,14,ATL,John Vallely,21.176,G,,University of California Los Angeles,1971,1972,100,3.6,0.7,0.8,,,.379,.379,,.721,-0.3,-0.020
1880,1977,NBA,2,25,PHI,Wilson Washington,22.317,F-C,,Old Dominion University,1978,1979,100,7.3,4.5,0.6,0.5,1.0,.497,.497,,.605,2.1,.060
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1881,1947,BAA,1,3,BOS,Bulbs Ehlers,24.119,F-G,,Purdue University,1948,1949,99,8.1,,1.8,,,.286,.286,,.618,3.0,
1882,1954,NBA,3,24,SYR,Jim Tucker,21.139,F,,Duquesne University,1955,1957,99,4.1,3.5,0.5,,,.349,.349,,.762,1.3,.047
1883,1974,NBA,3,37,PHI,Connie Norman,21.251,G,,University of Arizona,1975,1979,99,6.0,1.5,0.9,0.4,0.1,.439,.439,,.820,1.2,.047
1884,1977,NBA,2,29,IND,Alonzo Bradley,24.243,F,,Texas Southern University,1978,1980,99,4.4,1.5,0.7,0.2,0.1,.418,.417,1.000,.703,-0.2,-0.007
1885,1985,NBA,6,139,BOS,Ralph Lewis,22.088,G,,La Salle University,1988,1990,99,2.3,1.2,0.3,0.3,0.1,.414,.417,.250,.562,0.0,-0.003
1886,1950,NBA,1,2,BLB,Don Rehfeldt,23.114,F,,University of Wisconsin,1951,1952,98,7.1,5.0,1.2,,,.370,.370,,.758,3.5,.214
1887,1976,NBA,4,53,ATL,Tom Barker,21.095,C-F,,University of Hawaii,1977,1979,98,6.5,5.3,0.8,0.4,0.5,.422,.422,,.692,1.3,.034
1888,1992,NBA,2,28,MIN,Marlon Maxey,23.131,F,,University of Texas at El Paso,1993,1994,98,4.9,3.7,0.2,0.3,0.5,.542,.547,.000,.685,2.6,.109
1889,1968,NBA,4,46,BOS,Rich Johnson,21.174,C,,Grambling State University,1969,1971,97,4.7,2.7,0.4,,,.452,.452,,.613,1.3,.060
1890,1972,NBA,1,6,MIL,Russ Lee,22.079,G-F,,Marshall University,1973,1975,97,2.9,1.2,0.7,0.2,0.0,.391,.391,,.685,0.5,.038
1891,1981,NBA,3,53,SEA,Mark Radford,22.345,G,,Oregon State University,1982,1983,97,3.6,0.8,1.7,0.5,0.1,.507,.526,.286,.458,0.4,.023
1892,1982,NBA,7,140,SDC,Eddie Hughes,22.039,G,,Colorado State University,1988,1990,97,3.1,1.0,1.6,0.7,0.0,.416,.436,.364,.692,1.5,.060
1893,2004,NBA,1,12,SEA,Robert Swift,19.208,C,,,2005,2009,97,4.3,3.9,0.2,0.3,0.9,.506,.506,,.610,1.7,.054
1894,1950,NBA,4,,MNL,Bud Grant,23.346,F,,University of Minnesota,1950,1951,96,2.6,1.2,0.9,,,.318,.318,,.590,1.1,
1895,1978,NBA,1,10,ATL,Butch Lee,22.191,G,,Marquette University,1979,1980,96,8.1,1.4,3.2,0.9,0.0,.450,.450,,.761,2.4,.062
1896,1978,NBA,7,133,SDC,Stan Pietkiewicz,22.335,G-F,,Auburn University,1979,1981,96,3.9,1.0,1.8,0.4,0.1,.458,.502,.333,.806,1.5,.066
1897,1983,NBA,2,29,CHI,Larry Micheaux,23.101,F,,University of Houston,1984,1985,96,3.4,2.7,0.5,0.4,0.3,.567,.574,.000,.610,2.5,.134
1898,1963,NBA,5,43,LAL,Larry Jones,21.225,G-F,,University of Toledo,1965,1974,95,9.0,2.5,2.8,0.9,0.2,.400,.400,,.815,2.5,.055
1899,1964,NBA,3,20,PHI,Larry Jones,22.230,G-F,,University of Toledo,1965,1974,95,9.0,2.5,2.8,0.9,0.2,.400,.400,,.815,2.5,.055
1900,1974,NBA,6,92,POR,Dan Anderson,23.153,G,,University of Southern California,1975,1976,95,3.7,1.0,1.7,0.4,0.0,.472,.472,,.846,1.6,.071
