
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2901,1998,NBA,2,47,TOR,Tyson Wheeler,23.265,G,,University of Rhode Island,1999,1999,1,4.0,0.0,2.0,0.0,0.0,1.000,,1.000,.500,0.1,1.367
2902,1999,NBA,2,45,SAC,Ryan Robertson,23.276,G,,University of Kansas,2000,2000,1,5.0,0.0,0.0,0.0,0.0,.333,.500,.000,1.000,0.0,-0.022
2903,2002,NBA,2,47,MIL,Chris Owens,23.123,F,,University of Texas at Austin,2003,2003,1,4.0,1.0,0.0,0.0,0.0,.667,.667,,,0.0,-0.032
2904,2003,NBA,2,39,NYK,Slavko Vranes,20.152,C,,,2004,2004,1,0.0,0.0,0.0,0.0,0.0,.000,.000,,,0.0,-0.371
2905,2007,NBA,2,51,CHI,JamesOn Curry,21.177,G,,Oklahoma State University,2010,2010,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
2906,2010,NBA,2,46,PHO,Gani Lawal,22.234,F,,Georgia Institute of Technology,2011,2011,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-0.009
2907,1947,BAA,1,1,PIT,Clifton McNeeley,,,,University of Texas at El Paso,,,,,,,,,,,,,,
2908,1947,BAA,1,4,PRO,Walt Dropo,,,,University of Connecticut,,,,,,,,,,,,,,
2909,1947,BAA,1,7,STB,Jack Underman,,,,Ohio State University,,,,,,,,,,,,,,
2910,1947,BAA,1,10,BLB,Larry Killick,,,,University of Vermont,,,,,,,,,,,,,,
2911,1947,BAA,,,PIT,Bob Alamo,,,,Santa Clara University,,,,,,,,,,,,,,
2912,1947,BAA,,,BOS,Bob Alemeida,,,,,,,,,,,,,,,,,,
2913,1947,BAA,,,PRO,Joe Barry,,,,,,,,,,,,,,,,,,
2914,1947,BAA,,,CHS,Ralph Bishop,,,,University of Washington,,,,,,,,,,,,,,
2915,1947,BAA,,,BLB,Robert Bolyard,,,,University of Toledo,,,,,,,,,,,,,,
2916,1947,BAA,,,PIT,George Brown,,,,,,,,,,,,,,,,,,
2917,1947,BAA,,,TRH,Frank Broyles,,,,Georgia Institute of Technology,,,,,,,,,,,,,,
2918,1947,BAA,,,WSC,Bill Burke,,,,St. Mary's College of Maryland,,,,,,,,,,,,,,
2919,1947,BAA,,,PHW,Norman Butz,,,,Saint Joseph's University,,,,,,,,,,,,,,
2920,1947,BAA,,,CHS,Hank Decker,,,,West Texas A&amp;M University,,,,,,,,,,,,,,
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2921,1947,BAA,,,NYK,Ray Evans,,,,University of Kansas,,,,,,,,,,,,,,
2922,1947,BAA,,,BOS,George Felt,,,,Northwestern University,,,,,,,,,,,,,,
2923,1947,BAA,,,PRO,Dick Furey,,,,University of St. Thomas,,,,,,,,,,,,,,
2924,1947,BAA,,,NYK,Ed Golub,,,,,,,,,,,,,,,,,,
2925,1947,BAA,,,BLB,Scotty Hamilton,,,,West Virginia University,,,,,,,,,,,,,,
2926,1947,BAA,,,BLB,Hugh Hampton,,,,High Point University,,,,,,,,,,,,,,
2927,1947,BAA,,,NYK,Garland Head,,,,Texas Tech University,,,,,,,,,,,,,,
2928,1947,BAA,,,PIT,Dick Ives,,,,University of Iowa,,,,,,,,,,,,,,
2929,1947,BAA,,,BLB,Bob Jake,,,,University of Vermont,,,,,,,,,,,,,,
2930,1947,BAA,,,PRO,Bob Joyce,,,,Bates College,,,,,,,,,,,,,,
2931,1947,BAA,,,PHW,Jim Kaeding,,,,York College of Pennsylvania,,,,,,,,,,,,,,
2932,1947,BAA,,,BOS,John Kelly,,,,University of Notre Dame,,,,,,,,,,,,,,
