
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
1223,2009,NBA,1,8,NYK,Jordan Hill,22.339,F,,University of Arizona,2010,2015,329,7.8,5.8,0.7,0.3,0.7,.495,.498,.143,.695,12.5,.098
1224,1978,NBA,3,63,PHO,Joel Kramer,23.197,F-C,,San Diego State University,1979,1983,328,3.8,2.8,1.0,0.4,0.2,.479,.481,.000,.737,9.1,.105
1225,1983,NBA,3,57,WSB,Darren Daye,23.215,F-G,,University of California Los Angeles,1984,1988,328,6.8,2.6,2.0,0.6,0.2,.491,.494,.118,.681,9.3,.086
1226,2007,NBA,1,21,PHI,Daequan Cook,20.066,G,,Ohio State University,2008,2013,328,6.4,2.1,0.7,0.4,0.1,.369,.383,.359,.813,4.9,.039
1227,1962,NBA,4,26,STL,Chico Vaughn,22.041,G,,Southern Illinois University,1963,1967,327,8.9,2.2,2.3,,,.415,.415,,.728,10.4,.071
1228,1970,NBA,1,15,BUF,John Hummer,22.328,F-C,,Princeton University,1971,1976,327,6.9,5.3,1.7,0.1,0.1,.438,.438,,.524,4.8,.031
1229,1972,NBA,1,5,PHI,Freddie Boyd,22.307,G,,Oregon State University,1973,1978,327,8.5,1.6,3.0,0.6,0.1,.414,.414,,.667,1.4,.009
1230,1994,NBA,1,21,CHI,Dickey Simpkins,22.089,F,,Providence College,1995,2002,327,4.2,3.6,0.9,0.3,0.2,.440,.442,.222,.618,4.7,.044
1231,2006,NBA,1,6,MIN,Brandon Roy,22.345,G,,University of Washington,2007,2013,326,18.8,4.3,4.7,1.0,0.2,.459,.485,.348,.800,37.4,.155
1232,2010,NBA,1,17,CHI,Kevin Seraphin,21.204,F,,,2011,2015,326,6.4,3.7,0.5,0.2,0.8,.491,.492,.000,.712,5.1,.046
1233,1949,BAA,1,3,FTW,Bob Harris,22.011,F-C,,Oklahoma State University,1950,1954,325,6.8,5.6,1.5,,,.385,.385,,.628,15.7,.131
1234,1952,NBA,2,,PHW,Walt Davis,21.117,C-F,,Texas A&amp;M University,1954,1958,325,4.8,4.3,0.7,,,.377,.377,,.695,4.8,.043
1235,1983,NBA,3,53,GSW,Mike Holton,22.333,G,,University of California Los Angeles,1985,1990,325,6.2,1.4,3.0,0.6,0.1,.441,.453,.257,.807,4.8,.039
1236,1986,NBA,1,18,DEN,Mark Alarie,23.194,F,,Duke University,1987,1991,325,7.5,3.4,1.1,0.4,0.3,.475,.490,.252,.775,8.4,.073
1237,1998,NBA,2,34,CHI,Shammond Williams,23.086,G,,University of North Carolina,1999,2007,325,5.8,1.6,2.4,0.6,0.0,.401,.427,.366,.798,8.8,.079
1238,1954,NBA,1,5,BOS,Togo Palazzi,22.264,F-G,,College of the Holy Cross,1955,1960,324,7.4,3.4,0.7,,,.386,.386,,.730,6.5,.072
1239,1982,NBA,4,86,PHO,Rory White,23.323,F,,University of South Alabama,1983,1987,324,7.4,2.3,0.7,0.6,0.2,.506,.509,.077,.681,6.5,.058
1240,1948,BAA,1,5,CHS,Ed Mikan,23.208,C-F,,DePaul University,1949,1954,323,6.7,3.4,0.9,,,.320,.320,,.756,3.6,.062
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1241,1978,NBA,1,8,BOS,Freeman Williams,22.030,G-F,,Portland State University,1979,1986,323,14.7,1.6,1.6,0.8,0.1,.467,.480,.331,.824,10.0,.072
1242,2009,NBA,2,46,CLE,Danny Green,22.009,G-F,,University of North Carolina,2010,2015,323,9.6,3.3,1.5,1.0,0.8,.440,.468,.420,.829,22.8,.138
1243,1973,NBA,3,38,BUF,Ken Charles,22.294,G,,Fordham University,1974,1978,322,8.5,2.0,2.5,1.3,0.4,.441,.441,,.789,9.8,.061
1244,1984,NBA,6,133,NYK,Eddie Lee Wilkins,22.049,F-C,,Gardner-Webb University,1985,1993,322,4.8,3.1,0.2,0.3,0.2,.470,.474,.000,.564,2.5,.032
1245,1952,NBA,1,2,BLB,Jim Baechtold,24.145,F-G,,Eastern Kentucky University,1953,1957,321,9.7,3.1,2.1,,,.388,.388,,.783,14.8,.086
1246,1973,NBA,2,29,GSW,Derrek Dickey,22.041,F,,University of Cincinnati,1974,1978,321,6.1,4.9,1.1,0.4,0.2,.470,.470,,.745,11.1,.100
1247,1986,NBA,3,70,ATL,Jim Les,23.309,G,,Bradley University,1989,1995,321,3.8,1.2,2.9,0.5,0.1,.397,.397,.396,.818,8.1,.092
1248,2010,NBA,1,18,OKC,Eric Bledsoe,21.202,G,,University of Kentucky,2011,2015,321,10.8,3.5,4.1,1.3,0.5,.446,.482,.325,.778,15.3,.091
1249,1976,NBA,3,43,LAL,Tom Abernethy,22.039,F,,Indiana University,1977,1981,319,5.6,3.2,1.2,0.6,0.2,.492,.493,.000,.747,13.4,.118
1250,1980,NBA,1,9,SDC,Michael Brooks,22.303,F,,La Salle University,1981,1988,319,12.8,6.3,2.6,1.2,0.4,.486,.489,.152,.714,16.5,.085
1251,1992,NBA,1,19,DET,Don MacLean,22.165,F,,University of California Los Angeles,1993,2001,319,10.9,3.8,1.3,0.4,0.2,.455,.467,.284,.765,9.4,.067
1252,1971,NBA,1,7,HOU,Cliff Meely,24.268,F-C,,University of Colorado,1972,1976,318,8.4,5.4,1.3,0.3,0.3,.417,.417,,.675,4.6,.035
1253,1974,NBA,1,4,PHO,John Shumate,22.057,F-C,,University of Notre Dame,1976,1981,318,12.3,7.5,1.8,1.0,0.7,.516,.516,.000,.720,24.5,.128
1254,1990,NBA,1,23,SAC,Anthony Bonner,22.024,F,,Saint Louis University,1991,1996,318,6.9,5.4,1.4,1.1,0.3,.468,.471,.125,.590,10.8,.070
1255,1994,NBA,2,51,SAC,Lawrence Funderburke,24.202,F,,Ohio State University,1998,2005,318,6.4,3.6,0.6,0.3,0.3,.506,.510,.118,.675,12.9,.131
1256,2007,NBA,2,49,CHI,Aaron Gray,23.208,C,,University of Pittsburgh,2008,2014,318,3.4,3.7,0.7,0.3,0.3,.509,.511,.000,.562,6.2,.077
1257,1947,BAA,,,TRH,Paul Hoffman,22.085,G-F,,Purdue University,1948,1955,317,10.2,3.6,2.9,,,.340,.340,,.676,12.9,.121
1258,2002,NBA,1,15,HOU,Bostjan Nachbar,22.363,F,,,2003,2008,317,7.1,2.6,0.9,0.4,0.3,.406,.433,.375,.784,8.7,.074
1259,1956,NBA,,,ROC,Johnny McCarthy,22.011,G,,Canisius College,1957,1964,316,7.8,3.6,3.7,,,.353,.353,,.622,4.7,.026
1260,1962,NBA,1,5,SFW,Wayne Hightower,22.077,F-C,,University of Kansas,1963,1967,316,9.0,5.9,1.1,,,.359,.359,,.749,3.7,.025
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1261,1990,NBA,1,9,MIA,Willie Burton,22.037,F-G,,University of Minnesota,1991,1999,316,10.3,2.9,1.2,0.6,0.4,.424,.439,.345,.786,9.1,.065
1262,2009,NBA,1,27,MEM,DeMarre Carroll,23.339,F,,University of Missouri,2010,2015,316,7.6,3.7,1.2,1.0,0.2,.462,.511,.366,.733,17.0,.119
1263,1951,NBA,7,68,PHW,George Dempsey,22.285,G,,King's College,1955,1959,315,5.0,3.6,2.3,,,.407,.407,,.661,10.8,.090
1264,2000,NBA,1,25,PHO,Jake Tsakalidis,21.024,C,,,2001,2007,315,4.8,3.9,0.3,0.2,0.7,.490,.490,.000,.657,9.9,.095
1265,2006,NBA,1,17,IND,Shawne Williams,20.137,F,,University of Memphis,2007,2015,314,5.6,3.0,0.7,0.4,0.5,.403,.469,.339,.755,6.7,.060
1266,2010,NBA,1,23,MIN,Trevor Booker,23.217,F,,Clemson University,2011,2015,314,6.6,5.1,0.8,0.6,0.6,.521,.533,.319,.606,15.8,.120
1267,1972,NBA,1,7,SEA,Bud Stallworth,22.088,F-G,,University of Kansas,1973,1977,313,7.7,2.8,0.7,0.4,0.2,.414,.414,,.686,0.7,.006
1268,1973,NBA,1,3,BUF,Ernie DiGregorio,22.105,G,,Providence College,1974,1978,312,9.6,2.0,5.1,0.6,0.0,.415,.415,,.902,2.5,.016
1269,1977,NBA,1,9,DEN,Tom LaGarde,22.126,C-F,,University of North Carolina,1978,1985,312,7.6,5.1,1.5,0.3,0.4,.462,.463,.000,.640,6.5,.050
1270,1988,NBA,2,34,CHH,Tom Tolbert,23.261,F-C,,University of Arizona,1989,1995,312,6.5,4.0,0.9,0.4,0.3,.460,.470,.296,.716,6.6,.056
1271,2007,NBA,1,28,SAS,Tiago Splitter,23.183,F,,,2011,2015,311,8.3,5.3,1.3,0.6,0.6,.560,.562,.000,.690,23.4,.183
1272,2009,NBA,1,29,LAL,Toney Douglas,23.107,G,,Florida State University,2010,2015,309,7.6,2.2,2.2,0.8,0.1,.405,.451,.352,.816,9.2,.075
1273,1948,BAA,,,ROC,Bill Gabor,26.004,G-F,,Syracuse University,1950,1955,307,9.8,1.5,2.0,,,.344,.344,,.737,11.2,.147
1274,1993,NBA,2,30,WSB,Gheorghe Muresan,22.142,C,,,1994,2000,307,9.8,6.4,0.5,0.6,1.5,.573,.574,.000,.644,19.0,.136
1275,1995,NBA,1,29,SAS,Cory Alexander,22.011,G,,University of Virginia,1996,2005,307,5.5,1.6,2.7,0.9,0.1,.389,.417,.354,.756,3.0,.030
1276,1999,NBA,2,43,CHH,Lee Nailon,24.134,F,,Texas Christian University,2001,2006,306,8.6,3.1,1.0,0.4,0.2,.474,.475,.111,.786,8.0,.066
1277,1979,NBA,1,4,DET,Greg Kelser,22.286,F,,Michigan State University,1980,1985,305,9.7,4.6,1.3,0.8,0.5,.486,.491,.167,.686,8.6,.069
1278,1979,NBA,1,21,NYK,Sly Williams,21.155,F-G,,University of Rhode Island,1980,1986,305,10.9,4.2,2.0,1.1,0.2,.478,.486,.162,.692,13.4,.097
1279,1980,NBA,1,15,SAS,Reggie Johnson,23.356,F-C,,University of Tennessee,1981,1984,305,8.4,4.1,0.9,0.4,0.6,.505,.506,.143,.716,11.0,.088
1280,1969,NBA,1,11,NYK,John Warren,22.280,G-F,,St. John's University,1970,1974,303,6.0,2.3,1.9,0.1,0.0,.430,.430,,.827,4.3,.042
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1281,1980,NBA,1,18,ATL,Don Collins,22.200,F-G,,Washington State University,1981,1987,303,9.8,2.8,1.8,1.1,0.3,.485,.489,.069,.749,10.5,.082
1282,1988,NBA,2,32,NJN,Charles Shackleford,22.073,F-C,,North Carolina State University,1989,1999,303,5.4,4.8,0.6,0.4,0.5,.483,.485,.000,.654,7.3,.076
1283,2001,NBA,1,7,NJN,Eddie Griffin,19.033,F,,Seton Hall University,2002,2007,303,7.2,5.8,0.8,0.3,1.7,.377,.408,.315,.671,10.9,.078
1284,1948,BAA,,,INJ,Ray Lumpp,25.310,G,,New York University,1949,1953,300,8.2,1.3,2.2,,,.366,.366,,.767,15.5,.271
1285,1962,NBA,2,15,LAL,Gene Wiley,24.140,C,,Wichita State University,1963,1966,300,4.2,7.3,0.8,,,.471,.471,,.506,8.4,.063
1286,1982,NBA,1,4,DAL,Bill Garnett,22.073,F,,University of Wyoming,1983,1986,300,5.5,4.3,1.3,0.5,0.6,.490,.494,.000,.720,10.8,.099
1287,1986,NBA,1,19,ATL,Billy Thompson,23.204,F,,University of Louisville,1987,1992,300,8.6,5.4,1.7,0.5,0.9,.505,.507,.154,.674,9.6,.069
1288,1991,NBA,1,23,ORL,Stanley Roberts,21.144,C,,Louisiana State University,1992,2000,300,8.5,5.2,0.6,0.4,1.3,.499,.499,.000,.514,8.1,.066
1289,2002,NBA,1,28,SAC,Dan Dickau,24.289,G,,Gonzaga University,2003,2008,300,5.8,1.4,2.5,0.5,0.0,.401,.432,.341,.831,5.9,.061
1290,1986,NBA,1,17,SAC,Harold Pressley,23.344,F-G,,Villanova University,1987,1990,299,9.0,4.5,2.1,0.9,0.6,.437,.462,.358,.778,10.0,.070
1291,2006,NBA,1,16,CHI,Rodney Carney,22.079,F,,University of Memphis,2007,2011,299,5.9,2.0,0.4,0.5,0.3,.422,.471,.338,.704,6.2,.064
1292,1994,NBA,1,11,SEA,Carlos Rogers,23.149,C-F,,Tennessee State University,1995,2002,298,7.4,4.3,0.6,0.4,0.8,.536,.558,.258,.562,11.1,.095
1293,1959,NBA,4,24,DET,George Lee,22.133,F-G,,University of Michigan,1961,1968,297,7.5,4.2,0.9,,,.379,.379,,.734,6.6,.061
1294,1963,NBA,8,63,NYK,Freddie Crawford,21.133,G-F,,St. Bonaventure University,1967,1971,297,6.8,2.5,2.1,,,.446,.446,,.595,6.1,.058
1295,1964,NBA,4,26,NYK,Freddie Crawford,22.138,G-F,,St. Bonaventure University,1967,1971,297,6.8,2.5,2.1,,,.446,.446,,.595,6.1,.058
1296,1973,NBA,2,25,KCO,Larry McNeill,22.089,F-C,,Marquette University,1974,1979,297,8.5,4.8,0.8,0.6,0.3,.466,.466,,.779,13.4,.127
1297,1995,NBA,2,56,PHO,Chris Carr,21.113,G,,Southern Illinois University,1996,2001,297,6.7,2.2,1.0,0.3,0.2,.416,.445,.338,.807,3.9,.042
1298,2005,NBA,1,15,NJN,Antoine Wright,21.148,G-F,,Texas A&amp;M University,2006,2011,297,5.4,2.3,1.0,0.5,0.2,.412,.467,.304,.674,3.1,.026
1299,1967,NBA,3,24,NYK,Gary Gregor,22.268,F-C,,University of South Carolina,1969,1973,296,9.8,7.0,1.5,,,.431,.431,,.715,2.6,.017
1300,1968,NBA,1,8,PHO,Gary Gregor,23.301,F-C,,University of South Carolina,1969,1973,296,9.8,7.0,1.5,,,.431,.431,,.715,2.6,.017
