
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
715,1979,NBA,2,36,PHI,Clint Richardson,23.327,G,,Seattle University,1980,1987,586,7.0,2.4,2.5,0.6,0.2,.463,.466,.244,.770,16.6,.067
716,1990,NBA,1,3,DEN,Mahmoud Abdul-Rauf,21.115,G,,Louisiana State University,1991,2001,586,14.6,1.9,3.5,0.8,0.1,.442,.460,.354,.905,25.2,.077
717,1992,NBA,1,13,DEN,Bryant Stith,22.202,G,,University of Virginia,1993,2002,586,10.1,3.4,2.0,1.0,0.2,.424,.447,.329,.841,29.5,.086
718,2005,NBA,1,17,IND,Danny Granger,22.075,F,,University of New Mexico,2006,2015,586,16.8,4.9,1.9,1.0,0.8,.434,.463,.380,.848,48.5,.126
719,2005,NBA,2,56,DET,Amir Johnson,18.063,F,,,2006,2015,586,7.6,5.7,1.1,0.6,1.1,.573,.583,.340,.688,39.2,.142
720,1991,NBA,1,27,SAC,Pete Chilcutt,23.290,F-C,,University of North Carolina,1992,2000,584,4.3,3.3,0.8,0.5,0.4,.441,.457,.381,.696,10.6,.060
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
721,1963,NBA,2,10,BAL,Gus Johnson,24.144,F-C,,University of Idaho,1964,1973,581,17.1,12.7,2.7,,,.440,.440,,.699,35.8,.085
722,2007,NBA,1,4,MEM,Mike Conley,20.265,G,,Ohio State University,2008,2015,581,13.4,2.9,5.6,1.5,0.2,.442,.467,.375,.803,47.5,.120
723,1964,NBA,3,23,SFW,McCoy McLemore,22.037,F-C,,Drake University,1965,1972,580,8.8,5.5,1.3,,,.394,.394,,.771,9.5,.037
724,2005,NBA,1,6,POR,Martell Webster,19.211,G-F,,,2006,2015,580,8.7,3.1,1.0,0.5,0.3,.418,.454,.382,.791,24.7,.085
725,1975,NBA,1,3,ATL,Marvin Webster,23.051,C,,Morgan State University,1977,1987,579,7.1,7.0,1.2,0.4,1.4,.489,.489,.333,.617,28.1,.104
726,1993,NBA,2,47,SAS,Chris Whitney,22.274,G,,Clemson University,1994,2004,579,6.5,1.4,2.8,0.6,0.1,.395,.427,.361,.875,21.2,.101
727,1968,NBA,13,163,CHI,Herm Gilliam,22.036,G-F,,Purdue University,1970,1977,578,10.8,3.8,3.8,0.6,0.1,.441,.441,,.792,20.8,.066
728,1969,NBA,1,8,CIN,Herm Gilliam,23.343,G-F,,Purdue University,1970,1977,578,10.8,3.8,3.8,0.6,0.1,.441,.441,,.792,20.8,.066
729,1982,NBA,2,29,NYK,Scott Hastings,22.031,F-C,,University of Arkansas,1983,1993,578,2.8,2.2,0.5,0.3,0.3,.441,.453,.292,.811,9.8,.079
730,2007,NBA,1,27,DET,Arron Afflalo,22.261,G,,University of California Los Angeles,2008,2015,577,11.4,3.0,2.0,0.5,0.2,.453,.487,.385,.819,29.2,.087
731,1981,NBA,2,24,DAL,Jay Vincent,22.005,F,,Michigan State University,1982,1990,576,15.2,5.5,2.0,0.7,0.3,.474,.475,.148,.784,27.5,.085
732,1996,NBA,2,37,DEN,Jeff McInnis,22.253,G,,University of North Carolina,1997,2008,576,9.4,2.0,4.4,0.6,0.1,.431,.454,.328,.796,23.1,.070
733,1999,NBA,1,2,VAN,Steve Francis,22.134,G,,University of Maryland,2000,2008,576,18.1,5.6,6.0,1.5,0.4,.429,.451,.341,.797,54.1,.120
734,2006,NBA,1,24,MEM,Kyle Lowry,20.100,G,,Villanova University,2007,2015,576,12.5,3.9,5.6,1.3,0.2,.417,.459,.348,.793,48.2,.136
735,1983,NBA,3,54,UTA,Bob Hansen,22.166,G,,University of Iowa,1984,1992,575,6.9,2.2,1.6,0.6,0.1,.468,.492,.323,.662,15.4,.066
736,1997,NBA,1,2,PHI,Keith Van Horn,22.251,F,,University of Utah,1998,2006,575,16.0,6.8,1.6,0.8,0.5,.443,.466,.361,.835,41.7,.110
737,2005,NBA,2,34,UTA,C.J. Miles,18.076,G,,,2006,2015,575,9.5,2.3,1.2,0.7,0.3,.416,.465,.349,.805,19.2,.079
738,1984,NBA,2,39,SEA,Danny Young,22.334,G,,Wake Forest University,1985,1995,574,4.6,1.2,2.9,0.9,0.1,.437,.476,.327,.835,20.2,.101
739,2005,NBA,1,1,MIL,Andrew Bogut,21.217,C,,University of Utah,2006,2015,574,10.9,9.2,2.3,0.7,1.6,.530,.532,.087,.561,43.8,.120
740,2006,NBA,1,21,PHO,Rajon Rondo,20.131,G,,University of Kentucky,2007,2015,573,10.8,4.7,8.3,1.8,0.1,.470,.490,.263,.609,46.6,.120
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
741,2007,NBA,1,10,SAC,Spencer Hawes,19.065,C,,University of Washington,2008,2015,573,9.2,6.0,1.9,0.4,1.0,.459,.482,.351,.699,19.0,.066
742,1965,NBA,3,26,BOS,Toby Kimball,23.247,F-C,,University of Connecticut,1967,1975,571,6.1,6.8,1.0,0.1,0.0,.425,.425,,.573,14.2,.065
743,1962,NBA,1,3,STL,Zelmo Beaty,22.158,C,,Prairie View A&amp;M University,1963,1975,570,16.0,10.4,1.5,0.1,0.1,.469,.469,,.750,58.2,.152
744,1998,NBA,2,53,DAL,Greg Buckner,22.286,G,,Clemson University,2000,2009,570,5.0,2.8,1.3,0.8,0.2,.450,.496,.334,.757,20.9,.092
745,1980,NBA,2,29,IND,Louis Orr,22.040,F,,Syracuse University,1981,1988,569,9.7,3.7,1.5,0.8,0.3,.468,.471,.083,.787,25.7,.093
746,2007,NBA,1,2,SEA,Kevin Durant,19.276,F,,University of Texas at Austin,2008,2015,569,27.3,6.9,3.5,1.2,1.0,.481,.512,.379,.881,93.4,.207
747,1948,BAA,1,10,ROC,Bobby Wanzer,27.347,G,,Seton Hall University,1949,1957,568,12.2,3.5,3.2,,,.393,.393,,.802,63.9,.253
748,1969,NBA,1,2,PHO,Neal Walk,21.257,C,,University of Florida,1970,1977,568,12.6,7.7,2.1,0.2,0.2,.459,.459,,.758,30.3,.105
749,1969,NBA,4,52,BOS,Steve Kuberski,21.158,F-C,,Bradley University,1970,1978,568,5.5,3.8,0.6,0.1,0.0,.417,.417,,.767,11.4,.069
750,1993,NBA,1,22,CLE,Chris Mills,23.162,F,,University of Arizona,1994,2003,568,11.2,4.9,1.9,0.7,0.4,.432,.455,.351,.817,37.7,.105
751,1991,NBA,1,7,MIN,Luc Longley,22.163,C,,University of New Mexico,1992,2001,567,7.2,4.9,1.5,0.5,1.0,.462,.463,.000,.760,17.5,.070
752,2003,NBA,1,19,UTA,Sasha Pavlovic,20.228,G-F,,,2004,2013,567,4.9,1.8,0.9,0.5,0.2,.404,.433,.346,.673,7.0,.038
753,1964,NBA,7,53,NYK,Em Bryant,26.188,G,,DePaul University,1965,1972,566,6.6,2.8,3.0,,,.410,.410,,.690,8.6,.036
754,1974,NBA,1,8,CLE,Campy Russell,22.142,F,,University of Michigan,1975,1985,566,15.8,4.8,3.0,1.0,0.2,.459,.461,.366,.772,35.8,.103
755,1954,NBA,1,1,BLB,Frank Selvy,21.171,G-F,,Furman University,1955,1964,565,10.8,3.7,2.8,,,.394,.394,,.728,17.9,.058
756,1976,NBA,1,5,POR,Wally Walker,22.331,F,,University of Virginia,1977,1984,565,7.0,3.1,1.5,0.4,0.2,.467,.468,.200,.643,12.9,.061
757,1994,NBA,2,46,MIL,Voshon Lenard,21.051,G,,University of Minnesota,1996,2006,565,11.9,2.8,2.1,0.8,0.2,.415,.436,.384,.787,29.6,.093
758,1980,NBA,3,47,DEN,Kurt Nimphius,22.095,C-F,,Arizona State University,1982,1990,564,6.4,4.4,1.2,0.3,1.2,.487,.489,.100,.668,17.5,.074
759,1988,NBA,1,3,PHI,Charles Smith,23.353,F-C,,University of Pittsburgh,1989,1997,564,14.4,5.8,1.4,0.8,1.4,.475,.479,.194,.774,40.9,.120
760,2003,NBA,2,32,LAL,Luke Walton,23.095,F,,University of Arizona,2004,2013,564,4.7,2.8,2.3,0.6,0.2,.429,.459,.326,.715,13.5,.067
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
761,2004,NBA,1,13,POR,Sebastian Telfair,19.020,G,,,2005,2015,564,7.4,1.6,3.5,0.7,0.1,.390,.419,.319,.777,5.0,.020
762,2005,NBA,2,49,WAS,Andray Blatche,19.315,F,,,2006,2014,564,10.1,5.4,1.4,0.9,0.8,.467,.478,.237,.725,19.2,.074
763,1993,NBA,1,5,MIN,Isaiah Rider,22.116,G,,University of Nevada Las Vegas,1994,2002,563,16.7,3.8,2.7,0.7,0.2,.443,.471,.352,.812,22.8,.061
764,1998,NBA,1,3,DEN,Raef LaFrentz,22.031,F-C,,University of Kansas,1999,2008,563,10.1,6.1,1.1,0.5,1.6,.466,.505,.363,.711,39.4,.130
765,1971,NBA,1,3,BUF,Elmore Smith,22.329,C,,Kentucky State University,1972,1979,562,13.4,10.6,1.4,0.6,2.1,.482,.482,,.579,34.7,.093
766,1950,NBA,9,,WSC,Earl Lloyd,22.027,F-C,,West Virginia State University,1951,1960,560,8.4,6.4,1.4,,,.356,.356,,.750,19.1,.063
767,1970,NBA,7,106,BOS,Charlie Scott,21.103,G-F,,University of North Carolina,1972,1980,560,17.9,3.6,4.8,1.1,0.3,.444,.444,.182,.772,26.9,.067
768,2004,NBA,2,30,ORL,Anderson Varejao,22.275,F-C,,,2005,2015,560,7.9,7.8,1.2,0.9,0.7,.514,.520,.024,.630,45.2,.150
769,1964,NBA,5,40,STL,John Tresvant,25.186,F-C,,Seattle University,1965,1973,559,9.2,6.3,1.4,,,.451,.451,,.693,24.4,.095
770,2003,NBA,1,11,GSW,Mickael Pietrus,21.144,G-F,,,2004,2013,557,8.3,3.1,0.8,0.7,0.4,.425,.495,.355,.665,19.7,.079
771,1978,NBA,1,4,NYK,Micheal Ray Richardson,23.065,G-F,,University of Montana,1979,1986,556,14.8,5.5,7.0,2.6,0.4,.457,.477,.220,.690,35.2,.091
772,2007,NBA,1,5,BOS,Jeff Green,21.309,F,,Georgetown University,2008,2015,556,14.3,5.0,1.6,0.8,0.6,.439,.473,.342,.791,28.9,.077
773,1973,NBA,1,12,CHI,Kevin Kunnert,21.170,C-F,,University of Iowa,1974,1982,555,8.3,7.3,1.4,0.5,1.1,.476,.476,,.682,22.0,.087
774,1988,NBA,1,10,SAS,Willie Anderson,21.177,G-F,,University of Georgia,1989,1997,555,12.2,3.8,3.8,1.1,0.6,.471,.485,.266,.786,27.9,.084
775,1998,NBA,1,23,DEN,Tyronn Lue,21.057,G,,University of Nebraska,1999,2009,554,8.5,1.7,3.1,0.5,0.0,.437,.456,.391,.829,19.7,.075
776,2007,NBA,1,15,DET,Rodney Stuckey,21.073,G,,Eastern Washington University,2008,2015,554,13.3,3.0,3.8,0.9,0.2,.425,.443,.305,.827,26.7,.081
777,1953,NBA,,,NYK,Walter Dukes,23.311,C,,Seton Hall University,1956,1963,553,10.4,11.3,1.1,,,.369,.369,,.700,24.0,.079
778,1988,NBA,1,15,SEA,Gary Grant,23.074,G,,University of Michigan,1989,2001,552,7.9,2.3,5.5,1.5,0.1,.450,.466,.278,.776,12.0,.046
779,1992,NBA,2,42,MIA,Matt Geiger,23.293,C,,Georgia Institute of Technology,1993,2002,552,9.2,5.7,0.7,0.6,0.6,.499,.504,.232,.728,28.4,.112
780,1998,NBA,1,19,MIL,Pat Garrity,22.310,F,,University of Notre Dame,1999,2008,552,7.3,2.6,0.8,0.4,0.2,.417,.434,.398,.806,18.7,.081
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
781,2001,NBA,2,30,GSW,Gilbert Arenas,19.177,G,,University of Arizona,2002,2012,552,20.7,3.9,5.3,1.6,0.2,.421,.458,.351,.803,51.3,.127
782,1964,NBA,4,30,LAL,Hank Finkel,22.020,C,,University of Dayton,1967,1975,551,5.1,3.9,0.8,0.0,0.0,.449,.449,,.662,13.5,.094
783,1965,NBA,4,31,PHI,Hank Finkel,23.022,C,,University of Dayton,1967,1975,551,5.1,3.9,0.8,0.0,0.0,.449,.449,,.662,13.5,.094
784,1966,NBA,2,17,LAL,Hank Finkel,24.027,C,,University of Dayton,1967,1975,551,5.1,3.9,0.8,0.0,0.0,.449,.449,,.662,13.5,.094
785,1979,NBA,1,22,PHO,Kyle Macy,22.082,G,,University of Kentucky,1981,1987,551,9.5,2.2,4.0,1.1,0.1,.501,.526,.337,.873,36.0,.121
786,1961,NBA,1,3,CIN,Larry Siegfried,22.315,F,,Ohio State University,1964,1972,550,10.8,2.8,3.5,,,.409,.409,,.854,33.1,.116
787,1974,NBA,3,39,CLE,Kevin Restani,22.162,F-C,,University of San Francisco,1975,1982,550,6.2,4.0,1.4,0.4,0.2,.486,.489,.205,.717,14.8,.070
788,1991,NBA,2,37,LAC,Elliot Perry,22.095,G,,University of Memphis,1992,2002,549,6.3,1.4,3.1,1.0,0.0,.459,.474,.359,.783,14.0,.071
789,2004,NBA,1,19,MIA,Dorell Wright,19.209,G-F,,,2005,2015,549,8.4,3.8,1.5,0.8,0.5,.424,.469,.365,.806,25.9,.101
790,2005,NBA,1,23,SAC,Francisco Garcia,24.185,F-G,,University of Louisville,2006,2015,549,7.9,2.6,1.4,0.8,0.7,.427,.484,.357,.799,18.2,.074
791,1986,NBA,1,1,CLE,Brad Daugherty,21.246,C,,University of North Carolina,1987,1994,548,19.0,9.5,3.7,0.8,0.7,.532,.533,.143,.747,65.2,.156
792,1968,NBA,3,23,SDR,Stu Lantz,22.332,G,,University of Nebraska,1969,1976,547,12.4,3.3,2.9,0.2,0.0,.435,.435,,.814,32.5,.102
793,2000,NBA,1,2,VAN,Stromile Swift,21.225,F,,Louisiana State University,2001,2009,547,8.4,4.6,0.5,0.6,1.2,.473,.476,.074,.699,21.3,.095
794,2001,NBA,1,27,MEM,Jamaal Tinsley,23.125,G,,Iowa State University,2002,2014,547,8.5,2.9,6.1,1.4,0.3,.393,.432,.299,.716,17.2,.057
795,2007,NBA,1,7,MIN,Corey Brewer,21.120,F,,University of Florida,2008,2015,547,10.2,3.1,1.7,1.4,0.3,.428,.476,.290,.708,16.8,.057
796,1996,NBA,1,16,CHH,Tony Delk,22.155,G,,University of Kentucky,1997,2006,545,9.1,2.5,1.9,0.8,0.1,.408,.436,.343,.769,19.5,.080
797,2004,NBA,1,4,LAC,Shaun Livingston,19.291,G,,,2005,2015,544,6.8,2.6,3.4,0.8,0.4,.471,.475,.196,.792,18.9,.074
798,1983,NBA,1,22,WSB,Randy Wittman,24.249,G-F,,Indiana University,1984,1992,543,7.4,1.4,2.2,0.5,0.1,.501,.504,.321,.753,17.2,.071
799,2007,NBA,1,9,CHI,Joakim Noah,22.128,C,,University of Florida,2008,2015,543,9.6,9.5,2.9,0.9,1.4,.494,.495,.000,.716,56.3,.167
800,1972,NBA,1,4,PHO,Corky Calhoun,21.166,F,,University of Pennsylvania,1973,1980,542,5.3,3.6,1.1,0.5,0.2,.460,.460,,.782,14.4,.064
