
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2221,2010,NBA,2,32,MIA,Dexter Pittman,22.119,C,,University of Texas at Austin,2011,2014,50,2.3,1.8,0.2,0.2,0.2,.450,.450,,.545,0.5,.068
2222,1952,NBA,1,5,NYK,Ralph Polson,23.188,F-C,,Whitworth,1953,1953,49,3.9,4.3,0.5,,,.363,.363,,.635,0.8,.047
2223,1967,NBA,5,51,SFW,Mike Lynn,21.164,F,,University of California Los Angeles,1970,1971,49,2.6,1.4,0.6,,,.329,.329,,.667,-0.3,-0.035
2224,1968,NBA,4,39,CHI,Mike Lynn,23.197,F,,University of California Los Angeles,1970,1971,49,2.6,1.4,0.6,,,.329,.329,,.667,-0.3,-0.035
2225,1970,NBA,1,12,PHI,Al Henry,21.047,C,,University of Wisconsin,1971,1972,49,4.0,3.0,0.2,,,.426,.426,,.700,0.7,.074
2226,1970,NBA,8,136,NYK,Greg Fillmore,23.022,C,,Cheyney University of Pennsylvania,1971,1972,49,2.4,2.2,0.4,,,.403,.403,,.467,0.3,.044
2227,1974,NBA,5,86,NYK,Greg Jackson,22.304,G,,Guilford College,1975,1975,49,3.7,1.4,2.0,0.5,0.2,.415,.415,,.581,-0.1,-0.005
2228,1975,NBA,3,53,BOS,Jerome Anderson,22.237,G,,West Virginia University,1976,1977,49,2.6,0.5,0.3,0.2,0.1,.490,.490,,.694,0.4,.068
2229,1980,NBA,2,30,IND,Kenny Natt,22.254,G,,University of Louisiana at Monroe,1981,1985,49,3.1,0.8,0.8,0.2,0.0,.417,.432,.200,.621,-0.2,-0.026
2230,1980,NBA,2,36,NYK,DeWayne Scales,21.170,F,,Louisiana State University,1981,1984,49,4.6,2.9,0.2,0.3,0.1,.417,.424,.167,.628,0.2,.017
2231,1981,NBA,2,36,IND,Ray Blume,23.265,G,,Oregon State University,1982,1982,49,4.6,0.8,1.4,0.5,0.0,.459,.480,.222,.643,-0.1,-0.013
2232,1984,NBA,1,24,BOS,Michael Young,23.174,F-G,,University of Houston,1985,1990,49,4.6,1.8,0.5,0.5,0.1,.465,.491,.296,.711,1.1,.110
2233,1985,NBA,7,148,PHO,Georgi Glouchkov,25.166,F,,,1986,1986,49,4.9,3.3,0.7,0.5,0.5,.402,.399,1.000,.574,-0.5,-0.029
2234,1987,NBA,2,33,CHI,Tony White,22.132,G,,University of Tennessee,1988,1988,49,5.3,0.6,1.2,0.4,0.0,.446,.457,.000,.722,-0.3,-0.025
2235,1947,BAA,1,5,NYK,Dick Holub,26.251,C,,Long Island University,1948,1948,48,10.5,,0.8,,,.295,.295,,.633,4.2,
2236,1968,NBA,3,27,CIN,Pat Frink,23.112,G,,University of Colorado,1969,1969,48,2.6,0.9,1.1,,,.340,.340,,.793,-0.5,-0.064
2237,1971,NBA,2,29,DET,Isaiah Wilson,23.307,G,,University of Baltimore,1972,1972,48,3.5,1.0,0.9,,,.356,.356,,.732,-0.5,-0.074
2238,1973,NBA,2,27,ATL,Tom Ingelsby,22.077,G,,Villanova University,1974,1974,48,2.7,0.9,0.8,0.4,0.1,.382,.382,,.784,0.1,.014
2239,1976,NBA,2,33,PHO,Butch Feher,22.026,G,,Vanderbilt University,1977,1977,48,5.2,1.5,0.8,0.2,0.1,.531,.531,,.768,1.5,.145
2240,1982,NBA,1,21,NJN,Eddie Phillips,21.278,F,,University of Alabama,1983,1983,48,3.2,1.6,0.6,0.3,0.2,.406,.412,.000,.678,0.1,.011
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2241,1983,NBA,2,26,IND,Leroy Combs,23.183,F,,Oklahoma State University,1984,1984,48,4.5,1.2,0.8,0.5,0.4,.497,.506,.000,.615,0.4,.041
2242,1990,NBA,2,33,UTA,Walter Palmer,22.252,C-F,,Dartmouth College,1991,1993,48,2.1,1.4,0.2,0.1,0.2,.412,.416,.000,.667,-0.1,-0.013
2243,1997,NBA,2,31,DET,Charles O'Bannon,22.129,G-F,,University of California Los Angeles,1998,1999,48,2.5,1.4,0.6,0.2,0.1,.400,.413,.000,.870,0.6,.070
2244,1949,BAA,4,,INO,Bob Evans,24.300,G,,Butler University,1950,1950,47,3.0,,1.2,,,.280,.280,,.682,-0.3,
2245,1974,NBA,2,32,NYK,Jesse Dark,23.274,G,,Virginia Commonwealth University,1975,1975,47,3.6,0.8,0.6,0.1,0.0,.471,.471,,.550,0.3,.034
2246,1975,NBA,4,64,DET,Lindsay Hairston,23.178,F-C,,Michigan State University,1976,1976,47,5.8,3.8,0.4,0.4,0.7,.456,.456,,.580,1.0,.075
2247,1992,NBA,2,46,DEN,Robert Werdann,22.291,C,,St. John's University,1993,1997,47,2.1,1.7,0.2,0.3,0.2,.378,.381,.000,.574,0.1,.026
2248,2000,NBA,2,36,NJN,Soumaila Samake,22.108,C,,,2001,2003,47,1.4,1.6,0.1,0.0,0.4,.389,.389,,.462,0.3,.046
2249,2006,NBA,1,10,SEA,Mouhamed Sene,20.052,F,,,2007,2009,47,2.2,1.6,0.0,0.1,0.5,.427,.427,,.589,0.3,.052
2250,2010,NBA,2,34,POR,Armon Johnson,21.126,G,,University of Nevada Reno,2011,2012,47,3.3,1.0,1.2,0.2,0.0,.458,.465,.400,.679,-0.1,-0.015
2251,1947,BAA,1,8,CHS,Paul Huston,22.034,F,,Ohio State University,1948,1948,46,3.6,,0.6,,,.237,.237,,.697,1.2,
2252,1972,NBA,8,117,DET,Ben Kelso,23.005,G,,Central Michigan University,1974,1974,46,1.8,0.7,0.4,0.3,0.0,.365,.365,,.682,0.0,.000
2253,1973,NBA,8,129,DET,Ben Kelso,24.019,G,,Central Michigan University,1974,1974,46,1.8,0.7,0.4,0.3,0.0,.365,.365,,.682,0.0,.000
2254,1977,NBA,3,48,ATL,Sam Smith,22.159,G,,University of Nevada Las Vegas,1979,1980,46,6.8,1.4,1.3,0.7,0.3,.419,.446,.229,.862,1.1,.082
2255,1980,NBA,8,168,POR,John Stroeder,22.327,F,,University of Montana,1988,1989,46,1.8,1.8,0.5,0.1,0.3,.369,.378,.000,.667,-0.1,-0.010
2256,1981,NBA,5,103,WSB,Garry Witts,22.347,G-F,,College of the Holy Cross,1982,1982,46,2.9,1.3,0.8,0.4,0.1,.583,.585,.500,.825,1.1,.104
2257,1983,NBA,7,152,KCK,Dane Suttle,22.328,G,,Pepperdine University,1984,1985,46,5.9,1.1,1.0,0.5,0.0,.507,.516,.000,.857,1.0,.093
2258,1986,NBA,5,97,GSW,Clinton Smith,22.155,F,,Cleveland State University,1987,1991,46,2.9,1.3,1.1,0.3,0.0,.430,.437,.000,.714,0.3,.035
2259,2004,NBA,2,46,POR,Ha Seung-Jin,19.329,C,,,2005,2006,46,1.5,1.5,0.1,0.1,0.3,.519,.519,,.500,-0.2,-0.029
2260,1949,BAA,2,,NYK,Harry Donovan,23.198,G,,Muhlenberg College,1950,1950,45,5.6,,0.8,,,.327,.327,,.689,1.0,
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2261,1950,NBA,3,,BLB,Dick Dickey,24.187,G,,North Carolina State University,1952,1952,45,2.8,1.8,1.1,,,.294,.294,,.681,0.3,.028
2262,1964,NBA,2,12,LAL,Cotton Nash,22.290,F,,University of Kentucky,1965,1965,45,3.0,1.8,0.4,,,.324,.324,,.827,0.0,-0.001
2263,1971,NBA,4,61,BOS,Randy Denton,22.044,C,,Duke University,1977,1977,45,5.3,4.8,0.7,0.3,0.4,.402,.402,,.702,0.4,.029
2264,1983,NBA,1,6,GSW,Russell Cross,22.301,C,,Purdue University,1984,1984,45,3.7,1.8,0.5,0.3,0.2,.571,.571,,.418,0.8,.106
2265,1985,NBA,2,27,IND,Dwayne McClain,22.137,G,,Villanova University,1986,1986,45,3.5,0.7,1.5,0.8,0.1,.383,.398,.111,.514,-0.3,-0.026
2266,1989,NBA,2,39,WSB,Ed Horton,22.198,F,,University of Iowa,1990,1990,45,4.5,2.4,0.4,0.2,0.1,.494,.506,.000,.609,0.4,.050
2267,1997,NBA,1,28,CHI,Keith Booth,23.265,F,,University of Maryland,1998,1999,45,2.9,2.2,0.9,0.5,0.2,.325,.342,.091,.563,-0.8,-0.080
2268,2001,NBA,2,44,CHI,Sean Lampley,22.303,F,,University of California,2003,2004,45,4.5,2.1,0.7,0.2,0.1,.463,.476,.000,.691,1.1,.096
2269,2008,NBA,2,41,IND,Nathan Jawai,22.265,F,,,2009,2010,45,2.8,2.4,0.5,0.2,0.2,.435,.439,.000,.684,0.2,.020
2270,1948,BAA,,,MNL,Dee Gibson,25.265,F-G,,Western Kentucky University,1950,1950,44,6.4,,2.9,,,.314,.314,,.718,2.7,
2271,1957,NBA,2,13,NYK,Larry Friend,22.009,G-F,,University of California,1958,1958,44,4.0,2.4,1.1,,,.327,.327,,.659,-0.4,-0.033
2272,1964,NBA,1,3,BAL,Gary Bradds,22.288,F,,Ohio State University,1965,1966,44,3.3,2.1,0.5,,,.410,.410,,.716,0.5,.067
2273,1967,NBA,3,26,CIN,Gary Gray,22.074,G,,Oklahoma City University,1968,1968,44,2.4,0.5,0.6,,,.366,.366,,.700,-0.5,-0.093
2274,1968,NBA,6,70,DET,Wally Anderzunas,22.150,C-F,,Creighton University,1970,1970,44,3.6,1.9,0.2,,,.392,.392,,.630,-0.2,-0.023
2275,1969,NBA,2,25,ATL,Wally Anderzunas,23.092,C-F,,Creighton University,1970,1970,44,3.6,1.9,0.2,,,.392,.392,,.630,-0.2,-0.023
2276,1972,NBA,3,37,HOU,Eric McWilliams,22.363,F,,California State University Long Beach,1973,1973,44,2.0,1.4,0.1,,,.347,.347,,.486,-0.4,-0.074
2277,1976,NBA,3,38,DET,Phil Sellers,23.206,F-G,,Rutgers University,1977,1977,44,4.5,0.9,0.6,0.5,0.0,.384,.384,,.722,0.0,-0.007
2278,1978,NBA,2,33,CLE,Harry Davis,22.139,F,,Florida State University,1979,1980,44,4.0,1.6,0.4,0.3,0.2,.436,.436,,.689,0.3,.033
2279,1978,NBA,10,190,NOJ,Rickey Williams,21.094,G,,California State University Long Beach,1983,1983,44,3.3,0.9,0.8,0.5,0.1,.415,.424,.000,.660,-0.1,-0.017
2280,1979,NBA,4,83,PHI,Mike Niles,24.092,F,,California State University Fullerton,1981,1981,44,2.6,1.3,0.3,0.2,0.0,.348,.343,.500,.459,-0.3,-0.062
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2281,1982,NBA,3,50,DAL,Corny Thompson,22.150,F,,University of Connecticut,1983,1983,44,2.8,2.7,0.8,0.3,0.2,.314,.314,,.783,-0.1,-0.010
2282,1987,NBA,3,68,UTA,Billy Donovan,22.028,G,,Providence College,1988,1988,44,2.4,0.6,2.0,0.4,0.0,.404,.431,.000,.810,-0.1,-0.009
2283,1987,NBA,6,116,LAC,Martin Nessley,22.131,C,,Duke University,1988,1988,44,1.1,1.9,0.4,0.2,0.3,.385,.385,,.444,-0.1,-0.014
2284,1997,NBA,2,33,PHI,Marko Milic,20.054,G-F,,,1998,1999,44,2.5,0.7,0.3,0.3,0.0,.560,.571,.429,.647,0.2,.047
2285,2001,NBA,2,49,POR,Ruben Boumtje-Boumtje,23.044,C,,Georgetown University,2002,2004,44,1.0,1.3,0.1,0.1,0.4,.368,.368,,.556,0.2,.027
2286,2002,NBA,2,31,MEM,Robert Archibald,22.094,F,,University of Illinois at Urbana-Champaign,2003,2004,44,1.2,1.6,0.4,0.3,0.1,.283,.283,,.429,0.0,-0.004
2287,1947,BAA,,,WSC,Saul Mariaschin,23.308,G,,Harvard University,1948,1948,43,7.7,,1.4,,,.270,.270,,.709,1.1,
2288,1953,NBA,,,NYK,Dick Atha,22.221,G,,Indiana State University,1956,1958,43,3.2,1.5,1.2,,,.393,.393,,.795,0.6,.068
2289,1967,NBA,1,8,STL,Tom Workman,22.175,F-C,,Seattle University,1968,1970,43,2.5,1.2,0.1,,,.432,.432,,.711,0.4,.107
2290,1969,NBA,2,17,MIL,Bob Greacen,22.210,F,,Rutgers University,1970,1971,43,2.6,1.5,0.9,,,.372,.372,,.600,-0.1,-0.015
2291,1984,NBA,2,38,DAL,Charlie Sitton,22.357,F,,Oregon State University,1985,1985,43,2.1,1.4,0.6,0.2,0.1,.415,.424,.000,.520,0.1,.008
2292,1995,NBA,2,31,CHI,Dragan Tarlac,22.055,C,,,2001,2001,43,2.4,2.8,0.7,0.2,0.4,.394,.394,,.758,-0.2,-0.016
2293,1998,NBA,2,48,CLE,Ryan Stack,23.341,F,,University of South Carolina,1999,2000,43,2.3,1.8,0.2,0.1,0.5,.352,.356,.000,.787,0.2,.028
2294,1999,NBA,1,25,MIA,Tim James,23.191,F,,University of Miami,2000,2002,43,1.6,1.1,0.3,0.0,0.2,.329,.329,.333,.652,0.0,-0.003
2295,1949,BAA,8,,PRO,Bob Royer,21.163,G,,Indiana State University,1950,1950,42,4.7,,2.0,,,.338,.338,,.707,0.0,
2296,1961,NBA,2,18,CHP,Jack Turner,22.301,G-F,,University of Louisville,1962,1962,42,4.8,2.0,1.0,,,.380,.380,,.762,0.0,-0.002
2297,1965,NBA,,,DET,Bill Buntin,23.007,C-F,,University of Michigan,1966,1966,42,7.7,6.0,0.9,,,.395,.395,,.615,0.9,.062
2298,1968,NBA,5,52,SEA,Al Hairston,22.181,G,,Bowling Green State University,1969,1970,42,2.2,1.0,1.0,,,.336,.336,,.600,-0.5,-0.082
2299,1971,NBA,6,89,CIN,Gil McGregor,22.293,F,,Wake Forest University,1972,1972,42,4.1,3.5,0.4,,,.363,.363,,.696,-0.4,-0.038
2300,1981,NBA,2,27,UTA,Howard Wood,22.026,F,,University of Tennessee,1982,1982,42,3.4,1.5,0.2,0.2,0.1,.458,.462,.000,.654,0.3,.049
