
,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
21,1985,NBA,1,24,POR,Terry Porter,22.077,G,,University of Wisconsin-Stevens Point,1986,2002,1274,12.2,3.0,5.6,1.2,0.1,.463,.493,.386,.836,110.4,.150
22,1962,NBA,1,7,BOS,John Havlicek,22.357,F-G,,Ohio State University,1963,1978,1270,20.8,6.3,4.8,0.4,0.1,.439,.439,,.815,131.7,.136
23,1998,NBA,1,9,MIL,Dirk Nowitzki,20.010,F,,,1999,2015,1265,22.2,7.9,2.6,0.9,0.9,.475,.498,.383,.879,192.0,.205
24,1999,NBA,1,8,CLE,Andre Miller,23.108,G,,University of Utah,2000,2015,1265,12.8,3.8,6.7,1.2,0.2,.460,.477,.217,.807,99.8,.120
25,1984,NBA,1,9,KCK,Otis Thorpe,22.324,F-C,,Providence College,1985,2001,1257,14.0,8.2,2.2,0.7,0.4,.546,.548,.047,.687,106.4,.128
26,1964,NBA,2,10,STL,Paul Silas,21.302,F-C,,Creighton University,1965,1980,1254,9.4,9.9,2.1,0.3,0.1,.432,.432,,.673,79.9,.110
27,1998,NBA,1,10,BOS,Paul Pierce,21.259,F,,University of Kansas,1999,2015,1250,20.7,5.8,3.7,1.4,0.6,.447,.478,.371,.806,149.1,.161
28,1984,NBA,1,1,HOU,Hakeem Olajuwon,21.155,C,,University of Houston,1985,2002,1238,21.8,11.1,2.5,1.7,3.1,.512,.514,.202,.712,162.8,.177
29,1996,NBA,1,15,PHO,Steve Nash,22.145,G,,Santa Clara University,1997,2014,1217,14.3,3.0,8.5,0.7,0.1,.490,.518,.428,.904,129.7,.164
30,1998,NBA,1,5,GSW,Vince Carter,21.154,G-F,,University of North Carolina,1999,2015,1214,19.4,4.8,3.6,1.1,0.6,.440,.462,.374,.799,116.6,.139
31,1999,NBA,1,10,ATL,Jason Terry,22.293,G,,University of Arizona,2000,2015,1213,14.8,2.5,4.2,1.2,0.2,.446,.484,.380,.846,97.6,.121
32,1983,NBA,1,9,DAL,Dale Ellis,23.331,G-F,,University of Tennessee,1984,2000,1209,15.7,3.5,1.4,0.8,0.2,.479,.509,.403,.784,84.7,.117
33,1994,NBA,1,5,WSB,Juwan Howard,21.147,F,,University of Michigan,1995,2013,1208,13.4,6.1,2.2,0.7,0.3,.469,.470,.120,.764,59.4,.078
34,1992,NBA,1,1,ORL,Shaquille O'Neal,20.115,C,,Louisiana State University,1993,2011,1207,23.7,10.9,2.5,0.6,2.3,.582,.583,.045,.527,181.7,.208
35,1981,NBA,2,29,KCK,Eddie Johnson,22.045,F-G,,University of Illinois at Urbana-Champaign,1982,1999,1199,16.0,4.0,2.1,0.6,0.2,.472,.488,.335,.840,65.6,.097
36,1983,NBA,1,11,DAL,Derek Harper,22.263,G,,University of Illinois at Urbana-Champaign,1984,1999,1199,13.3,2.4,5.5,1.6,0.3,.463,.494,.354,.745,86.8,.110
37,1991,NBA,1,4,DEN,Dikembe Mutombo,25.007,C,,Georgetown University,1992,2009,1196,9.8,10.3,1.0,0.4,2.8,.518,.518,.000,.684,117.0,.153
38,1976,NBA,2,23,MIL,Alex English,22.160,F,,University of South Carolina,1977,1991,1193,21.5,5.5,3.6,0.9,0.7,.507,.508,.217,.832,100.7,.127
39,1982,NBA,1,2,SDC,Terry Cummings,21.111,F,,DePaul University,1983,2000,1183,16.4,7.3,1.9,1.1,0.5,.484,.486,.295,.706,91.1,.129
40,1985,NBA,1,1,NYK,Patrick Ewing,23.323,C-F,,Georgetown University,1986,2002,1183,21.0,9.8,1.9,1.0,2.4,.504,.507,.152,.740,126.4,.150
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
41,1987,NBA,1,5,SEA,Scottie Pippen,22.275,F-G,,University of Central Arkansas,1988,2004,1178,16.1,6.4,5.2,2.0,0.8,.473,.507,.326,.704,125.1,.146
42,1977,NBA,3,46,LAL,James Edwards,22.206,C-F,,University of Washington,1978,1996,1168,12.7,5.1,1.3,0.4,0.7,.495,.496,.048,.698,59.7,.101
43,1987,NBA,1,10,CHI,Horace Grant,22.358,F-C,,Clemson University,1988,2004,1165,11.2,8.1,2.2,1.0,1.0,.509,.511,.063,.692,118.2,.147
44,1999,NBA,1,9,PHO,Shawn Marion,21.059,F,,University of Nevada Las Vegas,2000,2015,1163,15.2,8.7,1.9,1.5,1.1,.484,.513,.331,.810,124.9,.150
45,1986,NBA,2,29,CLE,Johnny Newman,23.207,F-G,,University of Richmond,1987,2002,1159,11.0,2.2,1.5,0.9,0.2,.461,.489,.336,.810,50.3,.085
46,1977,NBA,1,14,ATL,Tree Rollins,22.000,C,,Clemson University,1978,1995,1156,5.4,5.8,0.6,0.4,2.2,.522,.523,.000,.700,63.9,.128
47,1984,NBA,2,46,POR,Jerome Kersey,22.364,F,,Longwood University,1985,2001,1153,10.3,5.5,1.9,1.2,0.7,.465,.472,.201,.690,69.5,.119
48,1984,NBA,1,14,LAC,Michael Cage,22.148,F-C,,San Diego State University,1985,2000,1140,7.3,7.6,0.9,0.9,0.6,.515,.517,.000,.664,74.4,.120
49,1981,NBA,1,13,UTA,Danny Schayes,22.036,C-F,,Syracuse University,1982,1999,1138,7.7,5.0,1.1,0.5,0.7,.481,.482,.133,.806,48.8,.107
50,1985,NBA,1,8,DAL,Detlef Schrempf,22.154,F-C,,University of Washington,1986,2001,1136,13.9,6.2,3.4,0.8,0.3,.491,.505,.384,.803,109.5,.156
51,1989,NBA,1,26,LAL,Vlade Divac,21.150,C,,,1990,2005,1134,11.8,8.2,3.1,1.1,1.4,.495,.506,.235,.692,96.4,.137
52,1958,NBA,2,13,SYR,Hal Greer,22.305,G-F,,Marshall University,1959,1973,1122,19.2,5.0,4.0,,,.452,.452,,.801,102.7,.124
53,1980,NBA,2,35,WSB,Rick Mahorn,22.268,C-F,,Hampton University,1981,1999,1117,6.9,6.2,1.0,0.6,0.9,.493,.495,.132,.704,51.7,.096
54,1995,NBA,1,10,MIA,Kurt Thomas,23.272,F,,Texas Christian University,1996,2013,1110,8.1,6.6,1.1,0.7,0.8,.486,.487,.281,.760,64.2,.114
55,1995,NBA,1,4,WSB,Rasheed Wallace,21.289,F-C,,University of North Carolina,1996,2013,1109,14.4,6.7,1.8,1.0,1.3,.467,.508,.336,.721,105.1,.139
56,1977,NBA,1,8,SEA,Jack Sikma,22.214,C-F,,Illinois Wesleyan University,1978,1991,1107,15.6,9.8,3.2,1.0,0.9,.464,.470,.328,.849,112.5,.146
57,1981,NBA,1,8,SDC,Tom Chambers,22.359,F-C,,University of Utah,1982,1998,1107,18.1,6.1,2.1,0.8,0.6,.468,.476,.307,.807,79.0,.112
58,1992,NBA,1,11,HOU,Robert Horry,22.309,F,,University of Alabama,1993,2008,1107,7.0,4.8,2.1,1.0,0.9,.425,.469,.341,.726,66.3,.118
59,1995,NBA,1,21,PHO,Michael Finley,22.119,G-F,,University of Wisconsin,1996,2010,1103,15.7,4.4,2.9,0.9,0.3,.444,.467,.375,.811,85.2,.108
60,1981,NBA,1,14,IND,Herb Williams,23.119,C-F,,Ohio State University,1982,1999,1102,10.8,5.9,1.7,0.5,1.5,.467,.470,.095,.696,36.1,.061
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
61,1978,NBA,2,36,PHI,Maurice Cheeks,22.279,G,,West Texas A&amp;M University,1979,1993,1101,11.1,2.8,6.7,2.1,0.3,.523,.529,.255,.793,103.5,.143
62,1976,NBA,2,29,SEA,Dennis Johnson,22.269,G,,Pepperdine University,1977,1990,1100,14.1,3.9,5.0,1.3,0.6,.445,.455,.172,.797,82.6,.110
63,1988,NBA,1,19,NYK,Rod Strickland,22.358,G,,DePaul University,1989,2005,1094,13.2,3.7,7.3,1.5,0.2,.454,.465,.282,.721,85.8,.122
64,1991,NBA,1,13,IND,Dale Davis,22.098,F,,Clemson University,1992,2007,1094,8.0,7.9,0.9,0.6,1.2,.530,.530,.000,.562,86.9,.141
65,1983,NBA,2,30,DAL,Mark West,23.240,C-F,,Old Dominion University,1984,2000,1090,5.7,4.9,0.4,0.3,1.3,.580,.581,.000,.568,41.9,.100
66,1992,NBA,2,29,NJN,P.J. Brown,23.259,F-C,,Louisiana Tech University,1994,2008,1089,9.1,7.7,1.5,0.8,1.0,.460,.463,.136,.794,89.8,.128
67,1983,NBA,1,14,POR,Clyde Drexler,21.011,G-F,,University of Houston,1984,1998,1086,20.4,6.1,5.6,2.0,0.7,.472,.498,.318,.788,135.6,.173
68,1986,NBA,1,15,UTA,Dell Curry,22.362,G,,Virginia Polytechnic Institute and State University,1987,2002,1083,11.7,2.4,1.8,0.9,0.2,.457,.478,.402,.843,41.5,.085
69,1998,NBA,1,4,TOR,Antawn Jamison,22.017,F,,University of North Carolina,1999,2014,1083,18.5,7.5,1.6,1.0,0.4,.451,.477,.346,.724,87.8,.112
70,1960,NBA,1,6,STL,Lenny Wilkens,22.171,G,,Providence College,1961,1975,1077,16.5,4.7,6.7,0.2,0.0,.432,.432,,.774,95.5,.120
71,1986,NBA,2,46,PHO,Jeff Hornacek,23.051,G,,Iowa State University,1987,2000,1077,14.5,3.4,4.9,1.4,0.2,.496,.515,.403,.877,108.9,.154
72,1982,NBA,1,3,UTA,Dominique Wilkins,22.174,F-G,,University of Georgia,1983,1999,1074,24.8,6.7,2.5,1.3,0.6,.461,.478,.319,.811,117.5,.148
73,1983,NBA,1,4,SDC,Byron Scott,22.097,G,,Arizona State University,1984,1997,1073,14.1,2.8,2.5,1.1,0.3,.482,.505,.370,.833,75.2,.120
74,1984,NBA,1,5,PHI,Charles Barkley,21.125,F,,Auburn University,1985,2000,1073,22.1,11.7,3.9,1.5,0.8,.541,.581,.266,.735,177.2,.216
75,1984,NBA,1,3,CHI,Michael Jordan,21.128,G-F,,University of North Carolina,1985,2003,1072,30.1,6.2,5.3,2.3,0.8,.497,.510,.327,.835,214.0,.250
76,1973,NBA,2,32,PHI,Caldwell Jones,23.269,C-F,,Albany State University,1977,1990,1068,6.2,7.2,1.3,0.4,1.4,.473,.476,.065,.753,44.3,.080
77,1979,NBA,3,65,CLE,Bill Laimbeer,22.042,C,,University of Notre Dame,1981,1994,1068,12.9,9.7,2.0,0.7,0.9,.498,.508,.326,.837,105.6,.149
78,1985,NBA,2,35,SAS,Tyrone Corbin,22.175,G-F,,DePaul University,1986,2001,1065,9.2,4.7,1.8,1.2,0.3,.456,.470,.299,.791,56.5,.098
79,2001,NBA,1,10,BOS,Joe Johnson,20.003,G,,University of Arkansas,2002,2015,1062,17.3,4.1,4.2,0.9,0.2,.443,.472,.371,.800,75.4,.094
80,1987,NBA,1,8,CHI,Olden Polynice,23.218,C-F,,University of Virginia,1988,2004,1058,7.8,6.7,0.7,0.5,0.6,.505,.507,.192,.535,46.8,.090
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
81,1959,NBA,1,5,NYK,Johnny Green,25.119,F-C,,Michigan State University,1960,1973,1057,11.6,8.6,1.4,,,.493,.493,,.553,58.0,.113
82,1962,NBA,3,17,CHZ,Don Nelson,22.320,F,,University of Iowa,1963,1976,1053,10.3,4.9,1.4,0.1,0.0,.480,.480,,.765,74.6,.165
83,1989,NBA,1,17,SEA,Shawn Kemp,20.218,F-C,,Trinity Valley Community College,1990,2003,1051,14.6,8.4,1.6,1.1,1.2,.488,.490,.277,.741,89.5,.147
84,1998,NBA,2,32,SEA,Rashard Lewis,19.325,F,,,1999,2014,1049,14.9,5.2,1.7,1.1,0.5,.452,.491,.386,.805,90.9,.130
85,1962,NBA,1,6,LAL,Leroy Ellis,22.021,C-F,,St. John's University,1963,1976,1048,9.7,8.3,1.3,0.1,0.1,.442,.442,,.728,46.3,.081
86,1959,NBA,,,PHW,Wilt Chamberlain,23.227,C,,University of Kansas,1960,1973,1045,30.1,22.9,4.4,,,.540,.540,,.511,247.3,.248
87,1990,NBA,1,27,LAL,Elden Campbell,22.344,C,,Clemson University,1991,2005,1044,10.3,5.9,1.1,0.7,1.5,.460,.461,.054,.699,62.8,.117
88,1961,NBA,1,1,CHP,Walt Bellamy,22.252,C,,Indiana University,1962,1975,1043,20.1,13.7,2.4,0.0,0.0,.516,.516,,.632,130.0,.160
89,1997,NBA,1,3,BOS,Chauncey Billups,21.278,G,,University of Colorado,1998,2014,1043,15.2,2.9,5.4,1.0,0.2,.415,.435,.387,.894,120.8,.176
90,1981,NBA,2,31,BOS,Danny Ainge,22.090,G,,Brigham Young University,1982,1995,1042,11.5,2.7,4.0,1.1,0.1,.469,.502,.378,.846,71.5,.124
91,1999,NBA,1,1,CHI,Elton Brand,20.116,F,,Duke University,2000,2015,1041,16.1,8.6,2.1,0.9,1.7,.501,.501,.100,.736,109.5,.151
92,1960,NBA,1,1,CIN,Oscar Robertson,21.144,G-F,,University of Cincinnati,1961,1974,1040,25.7,7.5,9.5,0.1,0.0,.485,.485,,.838,189.2,.207
93,1977,NBA,1,5,PHO,Walter Davis,23.280,G-F,,University of North Carolina,1978,1992,1033,18.9,3.0,3.8,1.2,0.1,.511,.521,.272,.851,76.9,.128
94,1962,NBA,2,12,SYR,Chet Walker,22.038,F-G,,Bradley University,1963,1975,1032,18.2,7.1,2.1,0.1,0.0,.470,.470,,.796,117.4,.168
95,1965,NBA,,,LAL,Gail Goodrich,22.019,G,,University of California Los Angeles,1966,1979,1031,18.6,3.2,4.7,0.5,0.1,.456,.456,,.807,76.3,.109
96,1995,NBA,1,1,GSW,Joe Smith,20.342,F,,University of Maryland,1996,2011,1030,10.9,6.4,1.0,0.6,0.8,.455,.458,.238,.790,60.3,.107
97,1978,NBA,1,9,CHI,Reggie Theus,21.244,G,,University of Nevada Las Vegas,1979,1991,1026,18.5,3.3,6.3,1.2,0.2,.471,.486,.252,.826,66.9,.093
98,1994,NBA,1,3,DET,Grant Hill,22.272,F,,Duke University,1995,2013,1026,16.7,6.0,4.1,1.2,0.6,.483,.493,.314,.769,99.9,.138
99,2000,NBA,1,8,CLE,Jamal Crawford,20.105,G,,University of Michigan,2001,2015,1021,15.6,2.4,3.7,1.0,0.2,.410,.449,.350,.858,53.9,.081
100,1985,NBA,1,18,DET,Joe Dumars,22.031,G,,McNeese State University,1986,1999,1018,16.1,2.2,4.5,0.9,0.1,.460,.480,.382,.843,86.2,.118
